GO	[-5.99 -0.79]	[-0.79 -0.28]	[-0.28 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.29]	[0.29 0.63]	[0.63 6.04]
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	2.983	1.557	0.925	-1.530	-3.283	-4.695	-3.283	-1.872	0.355	1.117	4.849
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	2.624	1.531	-0.261	-1.552	-3.315	-2.767	-2.298	-1.897	-0.620	2.041	5.641
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	2.513	0.765	0.765	-0.841	-3.612	-4.933	-3.081	-0.671	0.496	0.622	5.673
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.085	0.558	1.390	-0.457	-0.917	-3.768	-3.768	-0.737	-0.264	-1.369	6.653
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	2.804	0.765	-1.855	-1.545	-3.612	-2.616	-0.841	-0.407	0.386	1.102	5.673
LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2 LAKE_ADULT_KIDNEY_C29_UNKNOWN_NOVEL_PT_CFH_POS_SUBPOPULATION_S2	3.198	1.330	1.051	-1.390	-2.581	-3.564	-2.581	-0.710	0.595	1.986	0.279
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION WP_HIPPOMERLIN_SIGNALING_DYSREGULATION	2.118	0.486	0.353	-0.693	-3.975	-3.151	-2.504	0.353	2.448	-0.365	2.453
GOMF_HEPARIN_BINDING GOMF_HEPARIN_BINDING	2.139	0.276	0.276	-0.955	-3.220	-3.220	-0.955	-0.955	-0.328	1.612	5.390
DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS DESCARTES_FETAL_PANCREAS_ISLET_ENDOCRINE_CELLS	3.321	-0.463	-1.530	-3.926	0.260	1.557	0.355	-1.530	-1.872	0.260	3.329
DESCARTES_FETAL_HEART_SATB2_LRRC7_POSITIVE_CELLS DESCARTES_FETAL_HEART_SATB2_LRRC7_POSITIVE_CELLS	3.309	1.574	-0.737	-0.536	-1.701	-1.701	-1.307	-1.701	-0.536	-0.536	5.118
DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS DESCARTES_FETAL_MUSCLE_SCHWANN_CELLS	2.408	3.551	-0.791	-0.581	-1.784	-1.784	-1.380	-0.791	-1.784	0.311	3.558
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	2.581	1.787	-1.238	-1.009	-3.551	-2.161	-2.161	0.519	0.649	0.796	2.307
DESCARTES_FETAL_KIDNEY_STROMAL_CELLS DESCARTES_FETAL_KIDNEY_STROMAL_CELLS	2.219	-0.489	-0.360	-3.219	-0.850	-0.850	-0.258	-1.728	-0.850	0.776	6.197
