GO	[-4.46 -0.87]	[-0.87 -0.59]	[-0.59 -0.36]	[-0.36 -0.19]	[-0.19 -0.02]	[-0.02 0.00]	[0.00 0.16]	[0.16 0.37]	[0.37 0.66]	[0.66 1.29]	[1.29 7.82]
GNF2_HPX GNF2_HPX	1.724	-0.375	-2.932	-1.180	-3.625	4.672	-0.515	-2.365	-0.912	-0.515	6.628
GNF2_MLF1 GNF2_MLF1	-0.339	-1.430	-1.948	-2.641	-1.036	7.654	-0.339	-1.430	-0.339	0.266	3.648
GNF2_DNM1 GNF2_DNM1	1.161	-0.735	-1.527	-1.527	-1.527	2.222	-2.157	-0.490	-0.735	-0.735	8.607
MORF_WNT1 MORF_WNT1	1.812	-0.875	-2.627	-2.028	-1.176	4.187	0.420	-1.176	-1.176	0.420	2.501
GNF2_HCK GNF2_HCK	-1.185	-2.867	-1.185	-0.279	-1.604	-0.860	-0.279	-0.279	0.870	4.709	2.827
GNF2_KISS1 GNF2_KISS1	-0.785	-0.473	-0.473	-1.264	-1.264	4.787	-0.473	-1.264	-0.785	-0.271	4.133
GNF2_MYL3 GNF2_MYL3	-0.672	-0.672	-0.672	-1.287	-0.672	3.572	0.264	-0.672	-1.287	-0.342	4.311
GNF2_MMP1 GNF2_MMP1	-1.329	-0.363	-0.703	-1.329	0.247	1.188	-0.363	-0.703	-0.703	0.480	4.941
GNF2_TTN GNF2_TTN	0.685	-1.079	-0.241	-1.079	-1.079	2.804	-0.241	-0.521	-1.079	-0.241	2.156
GNF2_CDH3 GNF2_CDH3	-0.551	-0.551	-1.121	-1.121	-1.121	2.060	0.346	-0.551	0.346	-0.260	3.384
