GO	[-50.28 -1.07]	[-1.07 -0.48]	[-0.48 -0.13]	[-0.13 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.11]	[0.11 0.61]	[0.61 1.64]	[1.64 26.18]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	4.243	40.975	10.010	-1.369	-8.302	-8.302	-8.302	-3.226	-3.226	-6.977	-8.292
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	7.159	25.077	8.692	-1.508	-6.846	-6.846	-6.846	-3.252	-2.709	-3.252	-6.838
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.335	-1.969	-1.369	-3.226	-8.302	-6.977	-8.302	-1.649	6.207	13.947	15.192
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	2.381	19.214	10.092	-3.197	-8.260	-8.260	-6.938	-1.628	1.026	-1.109	-5.066
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	0.350	23.510	9.064	-0.724	-8.260	-6.938	-8.260	-2.310	1.631	-3.737	-2.304
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_DN	2.995	16.666	8.641	-1.331	-8.219	-8.219	-8.219	-1.331	0.874	-1.607	-3.698
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	-1.545	0.765	1.507	-2.210	-8.094	-8.094	-5.768	-4.933	23.356	5.661	-0.405
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	2.627	15.797	8.493	-1.369	-8.302	-8.302	-8.302	-1.369	1.191	-1.127	-3.761
MORF_RAB1A MORF_RAB1A	-1.765	5.073	9.701	0.425	-7.927	-7.927	-7.927	0.425	10.233	-1.201	-6.613
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	-0.342	22.039	4.658	0.452	-8.260	-6.938	-8.260	-1.628	2.115	-1.109	-3.730
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	2.317	11.541	9.414	-0.932	-7.017	-8.344	-8.344	-0.932	2.885	-2.778	-3.792
GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_DN GSE21033_CTRL_VS_POLYIC_STIM_DC_3H_DN	0.858	9.572	6.267	-0.724	-8.260	-8.260	-8.260	-1.946	8.567	-1.109	-3.190
GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_DN GSE9960_GRAM_NEG_VS_GRAM_POS_SEPSIS_PBMC_DN	-0.902	4.658	7.150	-2.310	-8.260	-8.260	-8.260	-3.737	9.064	3.269	-0.898
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP	-0.271	10.992	8.911	-0.359	-8.344	-8.344	-8.344	-0.597	4.197	-0.932	-4.415
GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_DN	0.858	14.659	5.845	-2.310	-8.260	-8.260	-6.938	-2.724	3.595	0.571	-2.304
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	3.230	11.631	9.493	-1.649	-8.302	-8.302	-6.977	-2.335	1.390	-1.969	-0.913
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.720	13.202	14.455	0.451	-6.110	-7.386	-6.110	-2.599	-0.354	-1.483	-3.661
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN	2.145	9.652	10.710	-0.886	-6.898	-8.219	-8.219	-1.331	2.413	-1.092	-4.316
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	0.350	14.659	7.150	-1.946	-6.938	-8.260	-6.938	-1.628	4.290	0.263	-3.730
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	-0.264	7.542	4.988	-0.351	-6.977	-8.302	-8.302	-1.127	10.539	-0.264	-5.946
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_UP	1.390	18.409	3.891	-0.737	-8.302	-8.302	-8.302	-2.335	1.606	-0.457	-1.365
GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN GSE26351_WNT_VS_BMP_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_DN	-0.457	7.542	11.631	-3.226	-6.977	-8.302	-8.302	-1.649	3.553	1.838	-1.964
GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN GSE22886_IGM_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	0.706	8.082	9.572	-0.573	-8.260	-8.260	-8.260	-0.902	5.436	-1.350	-3.190
GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_DN	-0.550	2.446	10.796	-1.900	-8.177	-8.177	-8.177	-1.312	9.733	1.253	-1.895
GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN	-0.856	2.768	2.206	-0.684	-8.135	-8.135	-8.135	-1.294	18.231	1.708	-1.872
GSE27786_CD8_TCELL_VS_MONO_MAC_UP GSE27786_CD8_TCELL_VS_MONO_MAC_UP	1.274	12.574	7.350	-1.877	-8.135	-8.135	-6.819	-1.565	3.390	-0.538	-2.637
GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	2.413	11.256	9.652	-2.285	-6.898	-6.898	-6.898	-1.331	2.995	-2.285	-2.691
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN	-0.264	14.553	7.542	-0.264	-8.302	-6.977	-8.302	-0.457	1.390	-0.457	-4.382
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_DN	8.226	15.499	3.033	-2.670	-8.177	-5.003	-5.843	-3.139	0.735	-0.871	-1.895
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_UP	1.606	15.170	6.639	-0.917	-6.977	-6.977	-8.302	-1.649	0.841	0.558	-4.382
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	0.609	2.768	11.436	-0.317	-8.135	-8.135	-8.135	-0.684	7.350	-0.538	-4.249
GCM_MLL GCM_MLL	-2.045	10.174	7.064	-0.545	-7.179	-7.179	-7.179	0.392	5.267	-0.310	-4.944
HALLMARK_MITOTIC_SPINDLE HALLMARK_MITOTIC_SPINDLE	-2.310	1.413	1.631	0.571	-8.260	-8.260	-8.260	-0.573	16.550	2.958	-1.623
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN	-2.285	1.436	7.216	0.271	-8.219	-8.219	-8.219	-0.437	10.175	2.697	-2.691
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP	0.858	10.624	10.624	0.350	-8.260	-4.357	-8.260	-1.109	1.413	-0.902	-5.909
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP	3.309	14.154	4.337	-0.334	-6.898	-8.219	-8.219	-1.607	1.232	-0.561	-3.698
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_DN	0.841	2.085	7.542	-0.585	-8.302	-8.302	-8.302	-1.969	9.493	1.390	-3.219
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	-2.335	0.442	2.921	-0.264	-6.977	-8.302	-8.302	-0.737	16.435	4.243	-1.365
GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP GSE38696_LIGHT_ZONE_VS_DARK_ZONE_BCELL_UP	-0.865	9.756	5.464	-0.686	-5.358	-6.346	-7.636	-1.943	10.850	-0.686	-3.855
GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN	1.656	17.320	5.492	-2.285	-6.898	-6.898	-8.219	-1.092	1.045	-0.437	-1.918
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_UP	0.263	12.287	10.092	-1.109	-5.917	-8.260	-8.260	-0.724	2.381	-0.902	-2.304
GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	1.555	4.582	10.601	-0.645	-8.011	-8.011	-8.011	-3.023	5.364	-0.812	-1.234
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	0.341	6.207	8.493	-0.351	-8.302	-8.302	-8.302	-1.369	5.788	0.442	-3.219
GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_UP	0.263	5.041	5.041	-2.310	-8.260	-8.260	-8.260	-1.946	9.572	1.631	-0.898
GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_UP	-0.585	8.493	8.493	-1.369	-8.302	-8.302	-8.302	-0.264	4.988	-0.457	-1.644
GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MACROPHAGE_DN GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MACROPHAGE_DN	-0.264	10.010	7.542	-0.585	-6.977	-8.302	-8.302	-1.127	4.243	0.442	-3.761
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	-1.350	2.115	9.064	-1.350	-8.260	-8.260	-8.260	-0.902	10.092	1.026	-0.570
GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_UP GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_UP	0.841	6.639	5.788	-1.127	-8.302	-8.302	-8.302	-1.649	7.084	0.692	-2.329
GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN GSE17721_LPS_VS_PAM3CSK4_4H_BMDC_DN	1.026	13.452	2.958	-1.946	-8.260	-8.260	-6.938	-0.447	5.436	-0.573	-2.304
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP	0.263	11.167	3.595	-1.350	-8.260	-8.260	-8.260	-1.350	6.267	0.706	-1.346
GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_DN GSE36392_EOSINOPHIL_VS_MAC_IL25_TREATED_LUNG_DN	1.232	7.679	12.382	-0.561	-8.219	-8.219	-6.898	-1.923	1.893	-0.710	-1.918
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_DN	0.442	5.788	8.011	-1.649	-8.302	-6.977	-8.302	-0.737	6.207	1.008	-3.761
GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP	0.841	7.084	2.085	-0.585	-6.977	-8.302	-8.302	-1.127	12.767	-0.737	-1.964
GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN GSE15330_LYMPHOID_MULTIPOTENT_VS_PRO_BCELL_DN	-0.917	6.207	8.493	-2.335	-8.302	-8.302	-8.302	-0.737	2.627	3.230	-0.734
GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_2H_DN	2.479	9.297	8.299	-4.257	-8.135	-5.805	-6.819	-0.856	1.708	0.609	-3.103
