GO	[-50.28 -1.07]	[-1.07 -0.48]	[-0.48 -0.13]	[-0.13 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.11]	[0.11 0.61]	[0.61 1.64]	[1.64 26.18]
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.335	-1.969	-1.369	-3.226	-8.302	-6.977	-8.302	-1.649	6.207	13.947	15.192
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	-5.003	1.253	5.962	-1.586	-5.843	-5.843	-8.177	-1.900	5.547	4.026	3.041
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN	0.263	1.413	6.267	-1.628	-8.260	-5.917	-8.260	-3.737	3.936	2.958	2.388
GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_DN	-1.900	1.921	1.682	-2.260	-8.177	-8.177	-6.859	0.278	8.226	1.682	3.690
MEK_UP.V1_UP MEK_UP.V1_UP	-1.275	0.622	-0.407	-3.612	-4.933	-6.780	-4.224	-1.855	3.110	8.869	9.393
GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP	-1.369	2.085	2.349	-1.969	-6.977	-6.977	-8.302	-0.917	4.609	4.243	3.239
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_WITH_EGR2_DELETED_UP	0.596	0.473	4.026	-1.900	-6.859	-8.177	-6.859	-2.260	4.385	3.033	3.690
GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN GSE21546_WT_VS_SAP1A_KO_AND_ELK1_KO_DP_THYMOCYTES_DN	1.026	1.865	1.413	-3.737	-5.917	-6.938	-8.260	-1.350	5.436	3.595	2.122
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	-0.317	6.021	0.285	-0.856	-5.805	-8.135	-6.819	-2.643	2.479	3.390	4.081
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	0.706	0.263	0.350	-3.197	-5.917	-5.917	-5.074	-2.310	9.064	6.267	2.669
