GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 15.11]
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	-4.779	-4.004	-0.269	1.507	11.273	-3.355	1.076	4.345	-0.366	-1.926	-5.713
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-3.765	-5.456	-0.301	2.868	5.149	-2.144	2.247	6.040	-0.409	-3.765	-5.439
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	-4.203	-5.746	-0.829	3.160	3.160	-3.592	2.850	4.934	2.012	-2.597	-4.893
RAMALHO_STEMNESS_UP RAMALHO_STEMNESS_UP	-1.860	-4.947	-0.672	1.738	6.108	-4.236	1.299	4.501	1.510	-2.217	-4.928
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	-5.335	-4.525	-0.402	0.799	2.083	-3.840	2.956	3.620	2.083	0.514	-4.507
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	-4.350	-2.606	-1.807	1.971	3.157	-3.677	0.721	4.217	3.157	-0.354	-4.333
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN HAHTOLA_MYCOSIS_FUNGOIDES_CD4_DN	-3.676	-2.878	-0.567	3.617	4.976	-2.878	-0.567	4.502	0.452	-1.358	-2.247
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	-2.365	-3.107	-0.521	5.110	2.429	-1.798	1.164	0.921	1.740	-2.365	-4.139
NOUZOVA_TRETINOIN_AND_H4_ACETYLATION NOUZOVA_TRETINOIN_AND_H4_ACETYLATION	-2.962	-2.962	1.379	1.914	7.886	-3.653	0.580	0.745	0.320	-1.535	-2.384
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	2.012	4.551	-1.260	-2.192	-4.203	3.160	-0.302	-1.528	-3.592	-0.302	1.547
JISON_SICKLE_CELL_DISEASE_DN JISON_SICKLE_CELL_DISEASE_DN	-3.376	-2.021	0.736	1.962	4.912	-5.484	0.269	1.484	-0.335	0.593	-1.376
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-2.359	-3.906	0.285	1.533	1.533	-2.359	1.315	2.577	2.021	0.285	-4.577
IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR IVANOVA_HEMATOPOIESIS_INTERMEDIATE_PROGENITOR	-2.306	-4.405	-1.845	0.801	2.330	-2.864	0.351	2.019	4.196	0.351	-0.666
SMITH_TERT_TARGETS_UP SMITH_TERT_TARGETS_UP	-3.940	-3.226	0.777	1.656	-0.258	-2.145	-0.360	5.268	2.224	-0.360	-1.721
TIEN_INTESTINE_PROBIOTICS_6HR_DN TIEN_INTESTINE_PROBIOTICS_6HR_DN	-3.419	-2.863	0.318	4.634	1.236	-3.419	0.547	1.695	1.035	0.423	-2.373
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	-4.560	-1.327	-0.536	3.239	1.338	-3.284	-0.536	2.918	1.338	0.633	-1.605
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1.635	3.622	-0.719	-1.926	-2.962	0.438	0.580	-3.653	-1.209	-0.539	3.640
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	2.714	2.128	0.646	-1.691	-3.516	0.976	-2.051	-2.952	-1.691	0.976	2.142
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_DN	-2.929	-3.617	0.330	1.948	2.923	-2.365	0.763	0.595	2.252	-0.384	-1.889
