GO	[-7.17 -0.71]	[-0.71 -0.34]	[-0.34 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.23]	[0.23 0.51]	[0.51 1.05]	[1.05 7.81]
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.408	-2.856	-2.408	-0.441	-7.772	-7.772	-3.371	1.075	7.530	6.602	7.524
GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN GSE40685_TREG_VS_FOXP3_KO_TREG_PRECURSOR_DN	-1.679	0.736	-1.679	0.736	-5.478	-7.772	-3.967	1.714	3.116	2.226	4.904
GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP	-0.646	-0.646	-1.505	1.792	-6.711	-6.711	-1.505	6.664	1.144	0.519	2.882
GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_UP	-0.285	-0.633	1.164	1.819	-5.665	-7.980	-1.485	1.584	0.531	0.980	2.336
PEREZ_TP53_AND_TP63_TARGETS PEREZ_TP53_AND_TP63_TARGETS	0.463	-0.711	0.359	-0.711	-5.047	-4.331	-1.609	1.439	0.359	3.320	4.348
MODULE_199 MODULE_199	0.877	-2.321	-1.500	-0.381	-2.321	-1.500	-1.500	0.233	0.612	3.425	3.990
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	0.816	0.309	-0.293	0.816	-3.219	-4.484	-2.278	-0.391	0.309	2.390	3.659
PKCA_DN.V1_UP PKCA_DN.V1_UP	4.213	-0.939	-0.568	-2.194	-2.194	-1.180	0.284	-1.801	-0.319	2.473	2.783
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN	2.339	0.531	-2.540	-0.993	-1.485	-1.221	-1.790	-0.798	-0.379	2.923	3.910
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_UP	0.691	-1.401	-1.401	-2.567	1.254	2.586	-0.530	-1.122	-0.888	-0.888	5.202
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	0.692	-0.361	-2.487	-1.745	2.694	2.405	0.692	-2.091	-0.961	-1.745	2.129
KUNINGER_IGF1_VS_PDGFB_TARGETS_UP KUNINGER_IGF1_VS_PDGFB_TARGETS_UP	1.556	-1.706	-1.706	-0.864	-1.224	-0.255	0.520	-2.361	0.724	0.353	5.192
GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS	0.257	-1.052	-2.657	-1.447	0.558	-1.052	0.257	-0.750	-0.351	1.264	6.771
IL2_UP.V1_DN IL2_UP.V1_DN	0.620	-0.881	-2.356	-0.700	0.491	-1.970	-2.356	-0.318	1.115	1.533	4.618
