GO	[-7.17 -0.71]	[-0.71 -0.34]	[-0.34 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.23]	[0.23 0.51]	[0.51 1.05]	[1.05 7.81]
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-0.437	32.629	11.303	0.463	-8.231	-8.231	-3.712	-0.711	-2.288	-5.889	-6.913
MORF_ANP32B MORF_ANP32B	-4.098	2.101	8.209	10.819	-7.938	-7.938	-0.483	7.724	-2.514	-6.632	-7.942
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	-0.684	9.334	12.627	6.042	-8.147	-5.814	-2.238	-0.857	-1.060	-3.649	-5.818
GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_DN	-0.671	7.446	8.405	6.985	-8.105	-6.790	-4.231	0.293	-0.309	-2.213	-4.944
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN MOREAUX_MULTIPLE_MYELOMA_BY_TACI_DN	-1.008	8.034	6.095	8.034	-6.937	-6.937	-1.899	-0.261	-0.261	-3.966	-5.689
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.408	-2.856	-2.408	-0.441	-7.772	-7.772	-3.371	1.075	7.530	6.602	7.524
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP	-3.999	4.855	9.459	4.099	-7.813	-7.813	-2.885	3.076	-0.343	-1.148	-4.002
GCM_MLL GCM_MLL	-4.774	0.446	4.741	6.490	-6.979	-6.979	-1.923	8.473	1.076	-1.576	-4.777
REACTOME_TRANSCRIPTION REACTOME_TRANSCRIPTION	0.543	14.967	5.495	1.609	-7.938	-5.627	-0.370	-0.370	-1.203	-4.098	-5.631
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	-2.942	5.974	4.750	2.999	-7.897	-7.897	-2.091	4.750	1.017	-2.487	-4.068
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-4.941	0.293	2.812	6.102	-8.105	-8.105	-1.276	5.681	4.498	-1.276	-3.088
GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN GSE24574_NAIVE_VS_TCONV_CD4_TCELL_DN	-0.462	12.726	3.037	1.904	-7.855	-7.855	-4.032	1.436	0.706	-1.166	-4.733
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_UP GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_UP	-2.164	7.117	8.554	6.664	-8.022	-5.702	-1.239	0.309	-0.505	-3.028	-3.559
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	-4.800	4.322	6.347	8.707	-7.938	-6.632	-1.465	0.998	0.426	-2.970	-1.769
GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP GSE13485_CTRL_VS_DAY1_YF17D_VACCINE_PBMC_UP	-3.556	-0.646	3.525	9.059	-8.022	-6.711	-1.010	5.383	1.343	-0.293	-5.705
GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN GSE5503_LIVER_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	-1.926	1.898	5.111	5.111	-8.231	-8.231	-3.173	5.924	0.721	-1.094	-3.715
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	-4.297	4.400	9.772	4.039	-5.852	-8.189	-0.698	1.066	0.597	-1.588	-5.015
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	-2.970	-1.767	4.699	6.347	-7.938	-7.938	-0.370	4.322	3.959	-1.767	-2.973
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	-5.739	-1.526	0.944	3.823	-8.064	-8.064	-0.658	6.163	7.051	0.508	-1.837
GSE27786_BCELL_VS_MONO_MAC_UP GSE27786_BCELL_VS_MONO_MAC_UP	-1.043	3.779	2.812	8.903	-4.941	-8.105	-3.618	2.520	1.299	-2.620	-5.780
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	-3.057	6.163	9.494	1.535	-8.064	-8.064	-1.835	1.535	0.781	-1.026	-3.059
GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN	-0.407	7.446	8.405	3.779	-8.105	-4.941	-2.213	0.623	-0.407	-2.620	-5.780
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP	-1.857	4.878	5.273	4.498	-8.105	-8.105	-1.857	1.299	1.983	-1.547	-4.944
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	-0.633	6.285	8.136	3.238	-6.671	-7.980	-1.790	1.819	-0.379	-4.131	-3.528
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_UP	-4.800	3.278	2.658	3.959	-7.938	-7.938	-1.465	5.914	1.185	-0.483	-4.101
GO_INTERMEDIATE_FILAMENT GO_INTERMEDIATE_FILAMENT	-1.258	-2.189	-3.587	-2.594	13.417	10.557	2.012	-2.594	-3.587	-3.587	-0.517
GSE23695_CD57_POS_VS_NEG_NK_CELL_UP GSE23695_CD57_POS_VS_NEG_NK_CELL_UP	-2.164	3.198	4.983	6.223	-8.022	-8.022	-3.556	3.525	-0.293	-0.813	-2.166
GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_DN	-3.738	2.758	4.888	2.459	-7.479	-7.479	-1.008	2.459	4.494	-1.851	-4.418
GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_DN	-4.694	0.352	3.402	5.668	-7.813	-6.513	-1.404	9.459	0.457	-0.583	-2.437
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP	0.519	6.664	7.584	3.198	-6.711	-8.022	-1.010	0.797	-1.812	-1.505	-4.873
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP	-3.433	-2.066	0.862	4.802	-7.855	-6.553	-0.944	9.906	2.163	1.036	-2.463
GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_DN	-2.189	5.327	7.514	1.124	-8.064	-5.739	-2.594	3.823	0.636	-0.827	-4.201
GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP GSE29164_UNTREATED_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	-5.739	1.124	6.163	2.554	-6.750	-8.064	-0.827	3.823	2.554	-0.658	-3.059
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP	-4.198	2.554	7.991	2.554	-4.906	-6.750	-2.189	3.823	1.765	-2.189	-3.590
