GO	[-0.63 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.01]	[0.01 0.02]	[0.02 0.04]	[0.04 0.06]	[0.06 0.09]	[0.09 0.60]
HP_ABSENT_FACIAL_HAIR HP_ABSENT_FACIAL_HAIR	-0.996	2.367	-0.996	-0.463	-0.204	-0.204	-0.463	0.773	-0.996	-0.996	2.367
HP_ESOPHAGITIS HP_ESOPHAGITIS	-0.521	1.091	0.371	1.584	-1.080	0.685	1.584	-1.080	-1.080	-1.080	-0.521
HP_ABNORMALITY_OF_EXOCRINE_PANCREAS_PHYSIOLOGY HP_ABNORMALITY_OF_EXOCRINE_PANCREAS_PHYSIOLOGY	-0.432	-1.957	-1.196	2.583	-0.731	1.231	1.231	-0.242	0.599	-0.432	-1.196
HP_ABNORMAL_RENAL_COLLECTING_SYSTEM_MORPHOLOGY HP_ABNORMAL_RENAL_COLLECTING_SYSTEM_MORPHOLOGY	-0.871	-0.871	0.931	0.235	-0.871	0.931	-0.379	0.931	-0.871	-0.871	2.044
HP_ABNORMAL_VITREOUS_HUMOR_MORPHOLOGY HP_ABNORMAL_VITREOUS_HUMOR_MORPHOLOGY	-1.580	0.901	1.284	-0.266	-0.502	-0.502	-1.580	1.730	-0.266	0.901	-0.896
HP_TYPE_II_LISSENCEPHALY HP_TYPE_II_LISSENCEPHALY	-0.414	-0.414	-0.414	-0.414	0.640	-0.414	2.043	-0.414	-0.414	-0.414	2.043
HP_SYMPHALANGISM_AFFECTING_THE_PHALANGES_OF_THE_HAND HP_SYMPHALANGISM_AFFECTING_THE_PHALANGES_OF_THE_HAND	-0.247	-0.664	-0.664	-0.247	-0.664	1.944	-0.247	1.944	0.763	-0.664	-0.664
HP_LONG_HALLUX HP_LONG_HALLUX	3.506	0.166	-0.497	-0.497	-0.497	0.166	-0.497	-0.497	1.053	0.166	-0.497
HP_PERITONITIS HP_PERITONITIS	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	3.570	-0.331	0.795	-0.331	-0.331
HP_VENTRICULAR_EXTRASYSTOLES HP_VENTRICULAR_EXTRASYSTOLES	-0.539	0.476	-0.539	-0.539	-0.539	2.376	0.476	-0.176	0.968	-0.539	-0.539
HP_ODONTOGENIC_NEOPLASM HP_ODONTOGENIC_NEOPLASM	-0.331	-0.331	0.273	2.456	-0.331	1.530	-0.331	-0.331	-0.331	-0.331	-0.331
HP_INTRACTABLE_DIARRHEA HP_INTRACTABLE_DIARRHEA	-0.290	0.312	-0.290	3.963	-0.290	-0.290	-0.290	0.312	-0.290	-0.290	-0.290
