GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.30]	[0.30 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX GO_PROTEIN_ACETYLTRANSFERASE_COMPLEX	2.951	1.442	-1.803	-1.803	-1.308	-1.308	-0.289	-0.442	-0.934	-0.442	4.385
GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GO_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	2.747	-1.012	-2.987	-0.454	0.481	-0.688	0.689	-0.454	-0.454	-1.455	3.204
GO_PROTEIN_K11_LINKED_UBIQUITINATION GO_PROTEIN_K11_LINKED_UBIQUITINATION	7.036	0.684	-0.520	-0.240	-0.520	-0.520	-1.077	-0.520	-1.077	-0.240	-0.522
GO_RECOMBINATIONAL_REPAIR GO_RECOMBINATIONAL_REPAIR	6.938	0.487	-0.254	-0.509	0.487	-1.558	-0.254	-0.924	-0.254	-1.558	-0.929
GO_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GO_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.219	0.598	-0.370	-0.266	-2.173	-0.370	-2.173	-0.667	0.946	-0.266	-0.506
GO_REGULATION_OF_MICROTUBULE_BINDING GO_REGULATION_OF_MICROTUBULE_BINDING	4.071	-0.414	1.257	-0.414	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	-0.415
GO_MHC_PROTEIN_COMPLEX_BINDING GO_MHC_PROTEIN_COMPLEX_BINDING	3.658	-0.491	-1.035	-0.222	-0.491	0.398	-0.491	-1.035	1.660	-0.491	-0.492
GO_CORE_MEDIATOR_COMPLEX GO_CORE_MEDIATOR_COMPLEX	4.876	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.273	-0.332
GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE	2.867	-0.621	-0.621	-0.223	-0.621	-0.223	-0.621	-0.223	0.396	-0.621	1.383
GO_ISWI_TYPE_COMPLEX GO_ISWI_TYPE_COMPLEX	4.071	-0.414	0.211	0.211	-0.414	-0.414	-0.414	-0.414	0.211	0.211	-0.415
