GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GO_TRANSLATIONAL_TERMINATION GO_TRANSLATIONAL_TERMINATION	-2.433	-4.235	-0.771	-0.771	-0.385	-1.858	-1.051	1.669	-0.385	0.492	13.304
GO_ATPASE_COMPLEX GO_ATPASE_COMPLEX	3.688	-0.244	-0.244	-2.326	-3.278	-0.577	-0.382	-0.842	-0.244	0.539	2.328
GO_TRNA_WOBBLE_URIDINE_MODIFICATION GO_TRNA_WOBBLE_URIDINE_MODIFICATION	-0.621	-0.621	-0.621	-0.621	-0.621	-0.621	0.396	-0.621	0.396	-0.223	7.124
GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION	-0.260	-0.550	-0.260	-1.118	-0.260	-1.118	0.347	0.347	-1.118	-0.550	6.774
GO_THIOESTER_BIOSYNTHETIC_PROCESS GO_THIOESTER_BIOSYNTHETIC_PROCESS	-0.782	-1.259	-0.270	-1.259	-2.031	0.334	0.815	-0.471	0.334	0.334	5.418
GO_SPLICEOSOMAL_COMPLEX GO_SPLICEOSOMAL_COMPLEX	1.239	-0.661	-0.284	-0.661	-0.661	-2.387	0.318	0.692	-1.063	-0.661	5.035
GO_CHROMOSOME_CENTROMERIC_REGION GO_CHROMOSOME_CENTROMERIC_REGION	1.757	-0.365	-0.634	-0.268	-0.813	-0.365	-0.486	-0.634	-0.268	-2.805	4.736
GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS GO_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	-0.870	0.236	-0.378	0.236	-0.870	-0.378	0.236	1.437	-0.870	-0.870	3.493
GO_DIOXYGENASE_ACTIVITY GO_DIOXYGENASE_ACTIVITY	-0.457	-0.457	0.637	-0.957	2.473	-1.335	-2.510	-0.301	-0.457	0.637	2.075
GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	0.275	-0.329	-0.526	-0.329	0.275	-0.526	0.441	-1.783	0.907	-1.783	3.824
