GO	[-4.83 -0.58]	[-0.58 -0.44]	[-0.44 -0.22]	[-0.22 -0.11]	[-0.11 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.33]	[0.33 0.78]	[0.78 5.59]
HP_INCREASED_SERUM_LACTATE HP_INCREASED_SERUM_LACTATE	-1.982	-1.641	0.293	-0.540	2.392	-1.982	1.845	0.968	1.598	1.369	-4.708
HP_Y_LINKED_INHERITANCE HP_Y_LINKED_INHERITANCE	-0.704	-0.704	-0.704	-0.704	-0.704	7.641	0.707	-0.272	-0.704	-0.704	0.327
HP_ABNORMAL_NEUTROPHIL_COUNT HP_ABNORMAL_NEUTROPHIL_COUNT	-1.209	-1.812	-0.769	0.598	0.748	-0.970	0.598	3.299	2.642	-0.345	-3.180
HP_ABNORMALITY_OF_RENAL_EXCRETION HP_ABNORMALITY_OF_RENAL_EXCRETION	3.005	0.417	-0.365	-1.471	-2.289	1.241	0.640	-2.289	-0.601	0.916	-0.374
HP_WIDE_MOUTH HP_WIDE_MOUTH	-1.658	-1.334	-0.258	3.532	3.165	-2.041	-0.484	0.466	0.767	-0.830	-0.856
HP_OCULOMOTOR_APRAXIA HP_OCULOMOTOR_APRAXIA	-1.458	-1.980	0.391	2.698	0.765	-0.351	-1.059	1.585	0.391	0.765	-2.711
HP_ABNORMAL_BREATH_SOUND HP_ABNORMAL_BREATH_SOUND	1.093	2.706	0.479	-1.081	-1.904	-1.081	-1.081	0.858	-2.488	0.653	1.066
HP_OROMOTOR_APRAXIA HP_OROMOTOR_APRAXIA	2.261	1.666	-1.037	-0.491	1.153	-0.491	-1.037	-1.037	-0.491	-1.037	0.718
HP_PAROXYSMAL_ATRIAL_FIBRILLATION HP_PAROXYSMAL_ATRIAL_FIBRILLATION	0.435	4.024	-0.580	-0.199	-0.580	-0.580	-0.580	-0.580	-0.580	1.492	-0.586
HP_NEOPLASM_OF_THE_STOMACH HP_NEOPLASM_OF_THE_STOMACH	0.795	-1.338	0.795	2.143	-0.607	-2.834	0.373	1.071	-0.239	0.373	-1.961
HP_MALIGNANT_HYPERTHERMIA HP_MALIGNANT_HYPERTHERMIA	-0.995	3.065	0.427	0.427	-0.995	-0.204	-0.995	-0.995	-0.995	0.774	0.763
HP_ABNORMAL_GLYCOSYLATION HP_ABNORMAL_GLYCOSYLATION	-1.662	-1.662	-0.550	0.823	2.084	-0.960	-0.300	2.084	0.823	-0.550	-0.559
HP_ABNORMALITY_OF_BLOOD_VOLUME_HOMEOSTASIS HP_ABNORMALITY_OF_BLOOD_VOLUME_HOMEOSTASIS	0.756	-0.385	-0.734	-0.734	-1.370	1.586	0.756	-0.385	-0.734	-1.370	2.657
HP_SHORT_UPPER_LIP HP_SHORT_UPPER_LIP	-0.497	1.054	-0.497	0.525	-0.497	-0.497	0.167	-0.497	3.507	-0.497	-0.502
HP_SIMPLIFIED_GYRAL_PATTERN HP_SIMPLIFIED_GYRAL_PATTERN	-1.229	-0.757	-0.255	0.573	2.507	-1.996	0.352	-0.255	1.577	-0.451	-0.461
HP_BREECH_PRESENTATION HP_BREECH_PRESENTATION	1.361	0.217	-0.406	-0.406	-0.406	-0.912	0.876	2.607	-0.912	-0.912	-0.412
HP_FLAT_FOREHEAD HP_FLAT_FOREHEAD	-0.580	-0.580	-0.580	-0.199	-0.580	0.435	-0.580	2.218	-0.580	1.492	0.429
HP_SUBCORTICAL_HETEROTOPIA HP_SUBCORTICAL_HETEROTOPIA	-0.414	0.211	-0.414	0.641	0.641	-0.414	-0.414	-0.414	-0.414	-0.414	2.966
