GO	[-2.09 -0.31]	[-0.31 -0.19]	[-0.19 -0.12]	[-0.12 -0.07]	[-0.07 -0.03]	[-0.03 0.01]	[0.01 0.06]	[0.06 0.12]	[0.12 0.20]	[0.20 0.32]	[0.32 1.56]
HP_NARROW_MOUTH HP_NARROW_MOUTH	0.971	-2.311	-2.311	-0.949	0.436	0.675	-0.353	0.971	1.728	0.255	-0.353
HP_DECREASED_FERTILITY_IN_MALES HP_DECREASED_FERTILITY_IN_MALES	0.528	1.459	0.234	2.794	-0.880	-0.880	-0.880	-0.880	-0.381	-0.381	0.234
HP_BROAD_FINGER HP_BROAD_FINGER	0.228	-1.393	-0.746	-1.393	1.153	2.160	0.763	0.763	-0.746	0.228	-0.746
HP_INAPPROPRIATE_BEHAVIOR HP_INAPPROPRIATE_BEHAVIOR	-0.626	-0.626	0.395	-0.626	-0.626	0.395	-0.626	0.395	0.828	2.920	-0.626
HP_BROAD_LONG_BONES HP_BROAD_LONG_BONES	0.427	-1.437	-0.779	-1.437	1.100	1.552	0.724	0.724	-0.779	0.427	-0.779
HP_APLASIA_HYPOPLASIA_AFFECTING_THE_FUNDUS HP_APLASIA_HYPOPLASIA_AFFECTING_THE_FUNDUS	0.214	1.378	-0.923	-0.409	0.214	1.378	-0.923	1.378	-0.923	0.214	-0.923
HP_MILDLY_ELEVATED_CREATINE_KINASE HP_MILDLY_ELEVATED_CREATINE_KINASE	-0.542	-0.177	1.620	-0.542	2.405	-0.177	-0.542	-0.542	-0.542	0.476	-0.542
HP_SHORT_RIBS HP_SHORT_RIBS	-0.626	2.100	1.400	-0.626	-0.626	-0.224	0.828	-0.224	-0.626	-0.626	-0.224
HP_ADENOCARCINOMA_OF_THE_INTESTINES HP_ADENOCARCINOMA_OF_THE_INTESTINES	-0.500	0.165	-0.500	-0.500	-0.500	2.584	1.059	-0.500	0.165	-0.500	0.524
HP_ABNORMALITY_OF_THE_THENAR_EMINENCE HP_ABNORMALITY_OF_THE_THENAR_EMINENCE	-0.374	-0.374	-0.374	-0.374	-0.374	3.287	0.713	-0.374	0.238	-0.374	0.238
