GO	[-5.35 -0.83]	[-0.83 -0.36]	[-0.36 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.64]	[0.64 5.00]
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.024	-2.176	-2.176	0.476	1.378	0.723	1.378	0.723	-0.318	-1.376	-1.360
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	1.668	2.265	-1.041	0.397	-0.493	-0.493	0.727	-1.041	0.397	-1.041	-1.031
GOBP_CARTILAGE_DEVELOPMENT GOBP_CARTILAGE_DEVELOPMENT	-0.583	0.981	0.323	0.981	-0.583	-1.166	-0.583	-1.166	-1.166	1.976	0.993
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	-0.204	-0.999	0.426	-0.999	-0.999	1.218	0.426	0.773	-0.999	1.753	-0.458
GOCC_AXONAL_GROWTH_CONE GOCC_AXONAL_GROWTH_CONE	-0.332	0.272	-0.332	-0.332	-0.332	-0.332	0.795	3.574	-0.332	-0.332	-0.329
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	-0.290	-0.290	0.312	-0.290	0.312	-0.290	3.967	-0.290	-0.290	-0.290	-0.288
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	-0.415	-0.415	-0.415	-0.415	0.211	-0.415	1.258	-0.415	-0.415	2.044	0.646
GOCC_SIN3_TYPE_COMPLEX GOCC_SIN3_TYPE_COMPLEX	-0.373	2.234	0.239	-0.373	0.239	-0.373	-0.373	-0.373	-0.373	-0.373	1.393
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	-0.290	0.312	0.894	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	2.741
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	-0.166	-0.166	4.174	-0.166	-0.166	-0.166	-0.166	-0.166	-0.166	-0.166	-0.164
