GO	[-10.12 -1.00]	[-1.00 -0.50]	[-0.50 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 1.74]	[1.74 23.61]
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-2.360	-1.389	-0.467	-1.144	-7.017	-8.344	-8.344	-0.467	4.937	17.620	4.571
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	-2.778	-4.423	1.171	-1.670	-5.992	-5.992	-8.344	-0.271	4.560	18.285	3.200
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.335	-0.737	-0.351	-1.969	-6.977	-8.302	-8.302	0.558	6.207	15.797	2.356
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	-1.923	-1.331	0.583	-2.697	-4.323	-5.039	-5.880	-0.334	7.216	11.813	2.152
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	-0.697	-1.312	-0.550	-1.075	-5.843	-5.843	-6.859	0.596	3.349	10.259	4.770
TRAVAGLINI_LUNG_MACROPHAGE_CELL TRAVAGLINI_LUNG_MACROPHAGE_CELL	-2.015	0.972	0.422	-1.161	-7.056	-3.284	-6.030	-2.015	3.471	11.451	3.161
RPS14_DN.V1_UP RPS14_DN.V1_UP	-1.743	-0.472	0.436	-1.743	-4.757	-4.059	-4.757	-2.087	2.398	13.772	5.138
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	-1.727	-0.398	0.543	-0.530	-4.475	-5.406	-6.638	-1.399	2.277	13.301	2.908
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	-2.724	2.115	-0.342	-1.946	-5.917	-3.197	-5.917	-1.628	5.041	8.567	3.278
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	-0.573	-0.573	2.381	-1.350	-8.260	-6.938	-5.074	-0.342	2.662	8.082	2.669
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-1.832	-2.185	0.780	-1.832	-4.191	-4.898	-4.898	-0.398	3.149	11.061	5.321
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-3.643	-1.058	1.274	-1.877	-4.257	-4.257	-4.257	-0.684	1.949	11.436	6.033
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	-2.751	0.841	-1.127	-2.751	-3.768	-3.768	-5.109	-0.585	7.084	10.010	2.635
VERHAAK_AML_WITH_NPM1_MUTATED_UP VERHAAK_AML_WITH_NPM1_MUTATED_UP	-0.431	-0.896	0.750	-3.336	-3.928	-4.617	-4.617	-0.713	0.606	12.382	6.211
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	-1.256	-1.256	1.318	-2.185	-5.730	-4.898	-4.898	-0.301	3.473	8.946	4.174
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN	-1.969	-0.917	3.230	-0.585	-5.109	-4.390	-8.302	-0.264	3.230	6.639	2.356
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	-0.594	-0.457	-0.957	-0.760	-4.304	-5.099	-6.071	-0.457	2.865	13.933	2.003
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	-1.832	-1.832	1.531	-2.185	-4.191	-4.898	-5.730	0.780	4.165	7.486	3.481
GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN	-1.649	1.008	4.609	-1.369	-5.955	-5.955	-5.955	-0.917	2.627	4.243	2.929
CUI_DEVELOPING_HEART_C7_MAST_CELL CUI_DEVELOPING_HEART_C7_MAST_CELL	-5.211	-1.294	1.154	0.357	-5.211	-2.938	-6.430	1.154	2.459	6.431	2.785
JISON_SICKLE_CELL_DISEASE_UP JISON_SICKLE_CELL_DISEASE_UP	-0.512	1.606	0.814	-1.042	-7.553	-6.267	-6.267	-0.293	2.677	5.165	2.391
GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	-3.023	-0.389	2.877	-0.645	-5.693	-5.693	-4.863	0.309	2.300	8.032	2.042
GSE2706_UNSTIM_VS_2H_R848_DC_DN GSE2706_UNSTIM_VS_2H_R848_DC_DN	-0.827	-0.398	1.122	-1.256	-4.898	-5.730	-6.740	-0.301	3.149	8.946	2.275
MEK_UP.V1_UP MEK_UP.V1_UP	-0.527	-0.407	0.293	-0.841	-4.224	-6.780	-5.768	-0.671	1.977	7.889	6.093
GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	-0.737	-1.969	3.553	-1.649	-5.109	-2.751	-6.977	-0.585	4.609	6.207	2.092
AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4 AIZARANI_LIVER_C39_EPCAM_POS_BILE_DUCT_CELLS_4	-2.352	0.379	1.312	-0.699	-4.582	-5.395	-5.395	-0.880	2.870	9.672	2.291
