GO	[-10.12 -1.00]	[-1.00 -0.50]	[-0.50 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 1.74]	[1.74 23.61]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	0.558	12.193	18.409	0.442	-8.302	-8.302	-8.302	-1.127	1.191	-3.226	-8.292
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.692	23.363	10.010	-0.457	-6.977	-8.302	-8.302	-1.369	1.008	-3.226	-6.968
MORF_DAP3 MORF_DAP3	-0.527	19.735	12.093	-0.527	-8.094	-8.094	-8.094	-0.407	1.102	-1.855	-8.084
MORF_ANP32B MORF_ANP32B	-1.092	10.175	18.658	0.463	-8.219	-8.219	-8.219	0.359	1.893	-2.697	-8.209
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	0.468	20.828	12.284	-0.727	-7.761	-5.470	-7.761	-0.441	0.468	-6.464	-4.644
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	1.352	25.906	5.756	-1.508	-6.846	-6.846	-6.846	0.615	-0.452	-4.658	-5.593
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-0.904	11.935	18.695	0.406	-6.679	-6.679	-6.679	-0.408	0.675	-4.512	-6.671
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	2.958	15.909	11.167	-1.350	-8.260	-8.260	-8.260	-1.109	0.571	-1.628	-5.066
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	1.454	24.313	5.760	-2.197	-6.149	-7.428	-7.428	0.440	-0.270	-1.504	-7.419
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-1.127	1.390	10.010	-0.917	-8.302	-8.302	-8.302	-0.457	13.352	2.085	-8.292
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	-0.334	16.666	11.256	0.463	-8.219	-6.898	-8.219	0.720	0.463	-3.168	-6.889
MORF_CTBP1 MORF_CTBP1	-2.325	10.638	15.639	-0.365	-6.971	-6.971	-6.971	0.445	2.587	-2.325	-6.962
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	1.461	24.973	5.063	-1.460	-5.557	-5.557	-5.557	0.477	-0.883	-5.557	-5.551
MORF_PRKDC MORF_PRKDC	-0.607	5.127	15.014	0.555	-7.886	-7.886	-7.886	0.691	4.735	-2.937	-7.876
MORF_G22P1 MORF_G22P1	-1.664	12.006	15.152	0.660	-7.137	-7.137	-7.137	-0.532	1.403	-1.664	-7.128
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-3.553	-0.805	3.843	-1.028	-6.430	-6.430	-6.430	-0.348	20.360	5.959	-6.422
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-3.226	1.191	9.493	-1.649	-8.302	-8.302	-6.977	0.442	13.352	3.230	-5.946
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	0.341	7.542	15.797	-1.369	-8.302	-6.977	-8.302	0.442	3.891	-1.649	-6.968
MORF_NPM1 MORF_NPM1	-1.443	11.829	15.715	0.517	-6.721	-6.721	-6.721	0.292	1.003	-3.157	-6.713
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	-2.310	9.572	10.624	-0.573	-8.260	-8.260	-8.260	-0.573	6.702	0.263	-5.066
GSE45837_WT_VS_GFI1_KO_PDC_DN GSE45837_WT_VS_GFI1_KO_PDC_DN	0.692	17.083	11.631	0.341	-8.302	-6.977	-6.977	-1.969	0.841	-1.969	-5.101
GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN GSE21927_GMCSF_IL6_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN	-0.351	12.767	10.539	-0.737	-8.302	-8.302	-8.302	-0.351	2.349	-0.351	-6.968
GSE29618_MONOCYTE_VS_PDC_UP GSE29618_MONOCYTE_VS_PDC_UP	-2.751	-0.264	-0.351	-2.751	-8.302	-8.302	-8.302	0.558	6.639	21.181	0.561
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	-1.923	12.382	11.813	0.720	-8.219	-8.219	-8.219	1.436	0.583	-1.092	-5.030
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	-2.335	3.230	15.797	-1.127	-6.977	-8.302	-8.302	1.191	8.011	-0.917	-4.382
MORF_RPA2 MORF_RPA2	-0.798	7.625	14.173	0.317	-7.969	-7.969	-6.661	0.415	4.632	-3.520	-5.647
GSE24210_CTRL_VS_IL35_TREATED_TCONV_CD4_TCELL_DN GSE24210_CTRL_VS_IL35_TREATED_TCONV_CD4_TCELL_DN	1.063	18.107	9.219	-0.325	-8.177	-5.843	-8.177	-1.586	1.063	-2.670	-4.282
GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP GSE21927_BALBC_VS_C57BL6_MONOCYTE_TUMOR_UP	0.546	15.686	6.148	-0.359	-8.344	-8.344	-7.017	-0.359	2.593	-0.751	-8.334
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP	-4.357	-0.447	3.595	-0.447	-8.260	-8.260	-8.260	2.115	14.050	5.436	-3.730
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN	-1.969	0.841	13.947	-0.585	-8.302	-8.302	-8.302	0.841	7.542	1.838	-5.946
MORF_HAT1 MORF_HAT1	-2.070	10.084	11.218	1.146	-7.220	-7.220	-7.220	0.497	2.371	-1.710	-7.211
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	-8.344	-0.359	6.148	-0.271	-5.145	-8.344	-7.017	1.811	13.253	3.512	-4.415
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_DN	-0.902	12.864	10.092	-2.310	-8.260	-8.260	-8.260	-0.447	2.662	0.858	-3.730
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-3.768	3.553	11.631	0.558	-8.302	-6.977	-8.302	0.558	6.639	0.841	-6.968
HP_INCREASED_SERUM_LACTATE HP_INCREASED_SERUM_LACTATE	1.792	17.703	8.208	-2.326	-7.636	-6.346	-6.346	-0.535	0.782	-1.076	-6.337
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	1.211	12.287	9.572	-0.902	-6.938	-6.938	-8.260	-0.573	3.595	-2.724	-5.909
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17	-0.401	13.902	12.683	-2.300	-6.307	-6.307	-7.594	-0.672	2.947	-1.589	-4.505
GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN GSE41867_NAIVE_VS_EFFECTOR_CD8_TCELL_DN	1.631	8.567	14.050	-0.573	-6.938	-8.260	-8.260	0.350	1.026	-1.946	-5.909
MORF_RAB1A MORF_RAB1A	-2.966	4.683	13.067	0.425	-7.927	-7.927	-7.927	1.386	3.268	0.425	-6.613
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_DN GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_DN	-3.226	3.891	11.631	-0.737	-6.977	-6.977	-8.302	3.230	5.382	-0.264	-6.968
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP	-1.969	8.011	15.170	0.341	-6.977	-5.955	-8.302	-0.457	3.891	-0.917	-5.946
GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	-1.331	8.154	9.652	-0.710	-8.219	-8.219	-8.219	0.359	4.709	0.720	-5.871
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP	-3.197	5.041	12.287	1.026	-8.260	-8.260	-8.260	0.706	2.115	1.211	-5.909
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_DN GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_DN	0.463	11.813	9.141	0.463	-8.219	-8.219	-8.219	-0.437	2.697	-2.285	-4.316
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	-1.649	10.010	9.493	-0.351	-8.302	-6.977	-8.302	-0.351	2.085	1.838	-6.968
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	-1.992	0.432	0.678	-1.389	-8.344	-8.344	-8.344	-0.467	4.937	21.045	-0.270
MORF_EI24 MORF_EI24	-0.622	10.772	13.349	0.643	-5.931	-5.931	-5.931	-0.465	1.220	-4.745	-5.924
GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN GSE22601_DOUBLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	-2.751	4.988	10.539	-1.127	-8.302	-8.302	-8.302	-0.264	3.230	4.609	-3.761
GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN GSE22886_NAIVE_CD4_TCELL_VS_NKCELL_DN	-6.898	0.359	3.980	-0.561	-6.898	-8.219	-6.898	2.697	10.175	6.328	-3.698
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	-5.074	2.381	6.702	0.263	-8.260	-6.938	-8.260	2.115	10.092	1.026	-5.066
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN	-3.081	2.804	10.972	-0.671	-8.094	-8.094	-8.094	1.507	3.431	3.431	-5.759
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	-0.585	10.539	11.631	0.558	-8.302	-5.955	-6.977	1.008	1.008	-1.369	-8.292
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-2.880	2.188	9.952	0.878	-7.803	-7.803	-7.803	2.465	4.839	0.580	-7.793
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP	0.442	7.542	15.797	-1.649	-8.302	-6.977	-8.302	0.692	1.838	-1.369	-3.761
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-3.520	1.162	0.812	-0.494	-7.969	-7.969	-7.969	0.530	6.263	16.718	-2.530
GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP	-5.109	-1.369	7.084	-1.969	-8.302	-6.977	-6.977	0.841	13.352	4.609	-0.349
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-2.360	-1.389	-0.467	-1.144	-7.017	-8.344	-8.344	-0.467	4.937	17.620	4.571
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	1.191	10.010	5.788	-0.457	-8.302	-8.302	-8.302	-1.127	6.207	-0.737	-5.101
GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	-5.843	-0.550	3.680	-0.427	-8.177	-6.859	-8.177	0.368	4.759	16.135	-0.694
GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_DN	0.990	12.671	8.911	-0.271	-8.344	-8.344	-8.344	-1.389	0.990	0.333	-4.415
MORF_MAP2K2 MORF_MAP2K2	-0.473	13.380	12.693	0.504	-5.474	-5.474	-5.474	-1.102	0.660	-4.320	-5.468
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	2.921	11.631	7.084	0.558	-8.302	-6.977	-8.302	-0.351	1.191	-3.226	-5.101
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	0.692	11.631	5.788	-0.585	-8.302	-8.302	-8.302	-0.457	4.243	-0.351	-5.946
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN	-1.691	13.744	6.515	0.535	-7.056	-8.385	-8.385	1.557	-0.279	1.151	-6.021
GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP GSE46606_IRF4HIGH_VS_IRF4MID_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP	-0.573	5.845	12.287	0.263	-8.260	-8.260	-8.260	0.706	3.595	-0.573	-5.909
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY7_UP	-1.946	0.350	14.050	0.263	-6.938	-6.938	-8.260	0.263	10.624	1.026	-5.066
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP	-1.369	7.084	8.987	-0.585	-8.302	-8.302	-8.302	-0.351	6.639	0.558	-4.382
GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_UP GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_UP	-1.238	1.555	7.091	-0.293	-8.011	-6.701	-8.011	2.581	10.601	-0.293	-8.001
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	-5.917	0.706	3.936	0.452	-6.938	-8.260	-6.938	1.631	14.050	2.662	-4.349
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TREATED_CD4_TCELL_UP	-1.607	11.256	15.389	-1.092	-8.219	-5.880	-8.219	0.583	0.583	-0.437	-2.691
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	0.432	9.414	7.941	-0.932	-8.344	-8.344	-8.344	-0.359	3.512	0.678	-5.983
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN	-2.335	1.390	10.539	-0.457	-8.302	-6.977	-8.302	0.841	8.011	2.085	-5.946
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	-2.778	-4.423	1.171	-1.670	-5.992	-5.992	-8.344	-0.271	4.560	18.285	3.200
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	1.026	12.864	9.572	0.263	-8.260	-6.938	-8.260	-0.573	1.026	-1.109	-5.066
