GO	[-16.09 -1.03]	[-1.03 -0.45]	[-0.45 -0.22]	[-0.22 -0.10]	[-0.10 -0.00]	[-0.00 0.05]	[0.05 0.19]	[0.19 0.39]	[0.39 0.68]	[0.68 1.17]	[1.17 7.26]
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-1.972	-1.362	0.890	3.440	1.705	-0.722	5.748	0.890	-4.435	-1.972	-3.251
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	0.499	0.777	-2.684	-3.706	-0.534	8.806	-2.684	-1.581	0.499	0.387	1.328
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3.071	0.455	-2.370	-1.996	-2.796	0.577	-0.920	-1.996	2.464	-0.736	4.477
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-4.297	-1.877	0.961	2.944	0.300	-4.297	-1.046	2.070	1.573	1.351	-0.668
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	8.439	1.841	-1.265	-1.854	-0.827	-1.854	-1.539	0.809	-1.265	-0.294	0.523
HALLMARK_DNA_REPAIR HALLMARK_DNA_REPAIR	-2.207	-2.711	0.767	4.906	1.937	-0.879	2.236	-1.427	-1.784	-0.506	-0.372
HALLMARK_INFLAMMATORY_RESPONSE HALLMARK_INFLAMMATORY_RESPONSE	5.607	1.374	-1.265	-1.265	-0.294	-1.854	-1.854	-3.100	2.100	0.523	0.407
HALLMARK_MYC_TARGETS_V2 HALLMARK_MYC_TARGETS_V2	-1.580	-2.418	-0.671	-0.417	-0.417	-1.580	-0.671	0.818	0.362	2.297	4.446
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	-4.435	-1.116	2.498	1.067	0.359	-2.344	-0.904	0.590	0.890	1.705	-0.335
HALLMARK_MITOTIC_SPINDLE HALLMARK_MITOTIC_SPINDLE	-0.302	-0.302	-1.284	0.511	2.636	-0.302	1.573	2.636	-1.046	-3.130	-2.241
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-2.712	-0.695	0.616	0.616	2.010	-0.318	1.107	2.869	-2.292	-0.545	-1.603
HALLMARK_COMPLEMENT HALLMARK_COMPLEMENT	3.435	2.781	-0.478	-0.782	-0.478	-0.978	-1.476	0.859	-1.784	-0.616	0.334
HALLMARK_APOPTOSIS HALLMARK_APOPTOSIS	5.576	0.748	-1.688	-1.083	-0.850	-0.498	0.928	0.337	-1.083	-0.498	-0.369
HALLMARK_MYOGENESIS HALLMARK_MYOGENESIS	1.705	0.359	-2.344	-2.344	-0.335	1.952	-0.569	-1.646	0.590	1.262	0.466
HALLMARK_XENOBIOTIC_METABOLISM HALLMARK_XENOBIOTIC_METABOLISM	0.417	-0.286	1.624	-1.518	-1.246	0.316	-0.286	-0.500	-3.071	1.624	1.869
HALLMARK_INTERFERON_GAMMA_RESPONSE HALLMARK_INTERFERON_GAMMA_RESPONSE	2.077	1.814	0.777	0.777	-2.013	-2.013	0.494	-0.424	0.380	-1.372	-0.896
HALLMARK_COAGULATION HALLMARK_COAGULATION	1.264	1.264	0.362	-3.561	-0.489	0.648	-1.459	-0.662	1.264	-0.662	0.648
HALLMARK_ESTROGEN_RESPONSE_EARLY HALLMARK_ESTROGEN_RESPONSE_EARLY	1.499	-0.709	-0.327	-3.221	-1.098	-0.327	0.477	-0.709	2.248	0.277	1.087
HALLMARK_IL2_STAT5_SIGNALING HALLMARK_IL2_STAT5_SIGNALING	3.524	0.761	0.378	-1.603	-1.323	-1.924	0.284	0.284	-0.695	0.616	0.616
