GO	[-18.86 -0.70]	[-0.70 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.25]	[0.25 0.46]	[0.46 0.94]	[0.94 29.70]
GO:0006413 translational initiation	-3.857	2.610	24.025	-1.051	-5.927	-5.927	-5.927	1.456	-1.336	-0.465	-0.339
GO:0006260 DNA replication	-0.580	0.492	17.513	-0.328	-6.799	-5.557	-6.799	9.303	-1.485	-1.822	-1.483
GO:0019083 viral transcription	-4.475	4.034	22.289	-2.631	-4.475	-4.475	-4.475	0.406	-1.187	0.280	-0.464
GO:0003735 structural constituent of ribosome	-2.706	3.021	15.986	-1.846	-5.596	-6.840	-6.840	0.480	-0.451	0.480	1.836
GO:0000776 kinetochore	-0.411	-0.759	13.322	-0.411	-5.263	-5.263	-5.263	10.001	-1.000	-3.289	-0.291
GO:0000775 chromosome, centromeric region	-0.275	-0.380	10.945	-0.380	-6.093	-6.093	-6.093	10.340	-1.130	-2.193	0.330
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	-3.729	4.343	17.937	-2.728	-3.729	-3.729	-3.729	0.714	-0.790	-0.790	-0.376
GO:0008168 methyltransferase activity	-1.381	0.361	6.567	-1.674	-7.754	-7.754	-6.458	6.126	0.270	1.267	2.499
GO:0005681 spliceosomal complex	-1.447	0.319	15.434	0.319	-6.135	-6.135	-6.135	3.435	0.319	0.433	-1.148
GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	-2.345	3.852	16.920	-2.345	-4.890	-3.782	-4.890	1.414	-0.612	-0.827	-0.311
GO:0006914 autophagy	2.465	-0.319	6.809	-0.319	-4.581	-6.757	-5.518	10.522	-0.937	-2.648	-0.936
GO:0000086 G2/M transition of mitotic cell cycle	-0.485	-0.352	8.782	-1.122	-5.512	-5.512	-5.512	11.232	0.256	-0.654	-0.863
GO:1901796 regulation of signal transduction by p53 class mediator	0.256	0.256	14.636	0.491	-5.512	-4.356	-5.512	5.124	-0.864	-0.654	-2.821
GO:0000777 condensed chromosome kinetochore	-0.505	-0.505	9.356	-0.348	-4.102	-4.102	-4.102	10.735	-0.982	-4.102	-0.347
GO:0030496 midbody	0.808	-0.990	9.183	-0.773	-6.342	-6.342	-6.342	7.059	-0.446	-0.446	0.501
GO:0005635 nuclear envelope	0.385	0.804	11.705	-1.797	-6.757	-6.757	-5.518	2.465	0.644	0.644	-0.566
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-0.980	-3.254	-3.254	2.320	5.136	3.807	7.726	-3.254	-2.598	-4.087	-3.253
GO:0016874 ligase activity	0.505	0.284	5.877	-1.178	-6.757	-6.757	-6.757	1.895	-0.735	1.638	3.455
GO:0000278 mitotic cell cycle	-0.430	-0.301	9.218	-0.596	-4.848	-4.848	-4.848	8.604	-0.596	-0.430	-1.073
GO:0004386 helicase activity	0.266	0.495	8.979	-1.677	-4.741	-5.927	-5.927	6.324	0.495	-0.622	-0.339
GO:0046777 protein autophosphorylation	0.617	0.767	4.738	-1.419	-7.256	-5.987	-7.256	5.144	0.767	0.767	0.373
GO:0006888 ER to Golgi vesicle-mediated transport	0.821	0.517	5.064	0.292	-5.479	-5.479	-6.716	8.399	-1.159	-1.159	0.660
GO:0005814 centriole	0.577	1.189	6.326	-1.404	-4.848	-3.744	-4.848	9.218	-0.596	-1.074	-1.403
GO:0005085 guanyl-nucleotide exchange factor activity	1.876	1.404	4.423	-2.246	-7.505	-6.222	-5.242	4.050	-0.501	-0.285	1.406
GO:0018105 peptidyl-serine phosphorylation	1.124	0.922	6.519	-0.884	-6.093	-4.001	-6.093	6.519	0.445	-1.425	-0.883
GO:0042787 protein ubiquitination involved in ubiquitin-dependent protein catabolic process	0.744	-0.937	10.783	0.439	-5.678	-5.678	-3.643	4.426	-0.395	-1.206	-0.394
GO:0016605 PML body	-0.658	-0.658	10.432	-0.461	-2.226	-3.977	-3.977	8.396	-0.461	-1.676	-1.249
GO:0008022 protein C-terminus binding	0.479	-0.326	4.938	-0.431	-7.712	-5.427	-6.419	4.176	0.370	-0.326	2.534
GO:0006417 regulation of translation	1.631	-0.538	9.563	-0.395	-4.510	-5.678	-5.678	3.229	-0.717	-0.717	0.439
GO:0000922 spindle pole	-0.495	-0.495	5.422	0.500	-3.934	-5.056	-3.934	11.222	-0.676	-1.529	-0.353
GO:0000785 chromatin	0.467	-0.754	8.921	0.333	-4.724	-4.724	-4.724	5.528	-0.271	-0.551	-1.010
GO:0060271 cilium assembly	0.577	0.720	4.975	-0.774	-7.380	-3.664	-7.380	5.386	-0.262	0.344	0.577
GO:0010389 regulation of G2/M transition of mitotic cell cycle	-1.333	-0.956	5.960	-0.457	-3.480	-3.480	-3.480	11.449	-0.670	-0.956	0.302
GO:0030030 cell projection organization	-0.337	0.770	7.644	-0.972	-6.840	-4.654	-5.596	4.483	0.365	0.268	0.481
GO:0030027 lamellipodium	2.392	0.268	2.392	-1.846	-6.840	-4.654	-6.840	2.392	0.770	0.365	3.024
GO:0005802 trans-Golgi network	0.504	0.504	7.197	-0.639	-5.471	-4.317	-5.471	5.667	-0.847	-0.473	0.373
GO:0016925 protein sumoylation	-1.116	-0.522	11.178	-1.116	-3.148	-3.148	-3.148	5.569	-1.578	0.598	-0.773
GO:0097711 ciliary basal body docking	-1.647	0.301	7.868	-0.446	-3.936	-3.936	-3.936	7.246	0.441	-0.640	-0.894
GO:0007062 sister chromatid cohesion	-0.464	-0.650	7.132	0.406	-3.402	-4.475	-4.475	7.720	0.280	-1.187	-0.649
GO:0003729 mRNA binding	-0.301	-0.776	9.281	-0.301	-5.305	-3.325	-5.305	4.545	0.301	-0.423	-0.300
GO:0007264 small GTPase mediated signal transduction	0.706	1.065	4.017	-0.676	-6.591	-5.362	-6.591	2.616	-0.284	0.428	1.756
GO:0050821 protein stabilization	-0.310	0.526	11.135	-0.954	-5.051	-5.051	-3.416	3.661	-0.310	-0.310	-0.565
GO:0035195 gene silencing by miRNA	-0.956	-2.986	-1.947	1.601	4.799	3.181	6.706	-2.986	-1.554	-2.986	-2.984
GO:0003690 double-stranded DNA binding	1.161	-2.066	8.221	-2.066	-3.440	-2.665	-4.516	5.409	0.271	-0.667	0.393
