GO	[-18.86 -0.70]	[-0.70 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.25]	[0.25 0.46]	[0.46 0.94]	[0.94 29.70]
GO:0006914 autophagy	2.465	-0.319	6.809	-0.319	-4.581	-6.757	-5.518	10.522	-0.937	-2.648	-0.936
GO:0030027 lamellipodium	2.392	0.268	2.392	-1.846	-6.840	-4.654	-6.840	2.392	0.770	0.365	3.024
GO:1904813 ficolin-1-rich granule lumen	2.117	-0.365	5.349	-0.692	-5.097	-3.972	-3.972	4.874	-0.692	0.486	-0.921
GO:0005938 cell cortex	2.407	-0.579	2.737	-1.603	-5.803	-2.478	-5.803	4.675	1.072	-0.310	0.404
GO:0051015 actin filament binding	3.293	-0.424	4.046	-1.515	-4.145	-4.145	-6.259	1.035	-0.310	0.844	1.735
GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling	4.093	0.615	6.200	-0.972	-3.248	-3.888	-3.888	2.104	-1.507	0.615	-1.216
GO:0005911 cell-cell junction	2.186	-0.394	1.427	-1.078	-4.873	-5.830	-4.873	1.427	1.915	0.413	2.782
GO:0016311 dephosphorylation	2.901	1.103	1.528	-0.581	-3.030	-5.057	-4.265	3.567	-1.170	-0.446	1.308
GO:0030667 secretory granule membrane	8.696	0.385	2.472	-1.765	-3.064	-3.064	-2.326	0.727	-0.982	-0.348	0.259
GO:0035579 specific granule membrane	5.398	1.489	1.810	0.363	-3.729	-3.729	-3.729	-0.247	0.363	-0.790	-0.376
GO:0001726 ruffle	3.143	-0.290	2.341	-0.623	-3.894	-3.894	-3.894	1.079	0.632	-0.290	0.840
GO:0043524 negative regulation of neuron apoptotic process	2.363	-0.485	1.489	-4.356	-2.270	-4.356	-2.270	1.243	1.489	0.362	2.365
GO:0030426 growth cone	2.489	0.500	1.560	-1.529	-3.934	-3.934	-3.934	1.060	0.661	0.254	2.491
GO:0008021 synaptic vesicle	4.034	0.559	3.594	-2.631	-3.402	-1.187	-4.475	0.406	-0.323	0.559	0.406
GO:0007010 cytoskeleton organization	2.980	0.497	0.497	-1.133	-1.398	-4.984	-5.948	1.826	1.581	0.285	1.146
GO:0006631 fatty acid metabolic process	2.652	0.301	0.691	-1.190	-5.012	-3.382	-3.382	2.040	1.508	-0.301	1.766
GO:0046718 viral entry into host cell	2.821	-0.473	0.435	0.435	-3.521	-3.521	-3.521	0.289	-0.313	2.411	1.366
GO:0043197 dendritic spine	2.072	-0.417	3.145	-0.581	-2.906	-3.706	-3.706	0.982	-0.417	-0.417	2.766
GO:0002576 platelet degranulation	6.080	0.388	0.272	-2.408	-4.973	-0.864	-1.479	1.355	-0.644	0.697	0.698
GO:0019900 kinase binding	2.783	0.472	0.472	-1.174	-2.127	-2.839	-3.853	4.619	0.325	-0.279	0.325
GO:0051321 meiotic cell cycle	2.279	-0.507	1.947	-2.734	-3.516	-1.645	-2.734	1.641	-0.357	0.368	2.637
GO:0019216 regulation of lipid metabolic process	2.491	-0.571	2.116	-0.257	-2.765	-3.770	-3.770	0.914	0.504	0.692	0.505
GO:0001618 virus receptor activity	2.614	-0.488	0.445	0.289	-3.065	-3.065	-3.065	-0.314	-0.314	2.614	1.465
GO:0035580 specific granule lumen	3.538	1.003	-0.287	-1.675	-2.526	-2.526	-2.526	1.687	-0.470	0.316	1.325
GO:0070821 tertiary granule membrane	2.738	2.306	1.222	0.314	-2.982	-2.982	-2.982	0.481	-0.688	-0.288	0.315
GO:0071222 cellular response to lipopolysaccharide	4.674	-0.282	2.320	-0.551	-2.066	-4.087	-2.598	0.321	-0.399	1.437	-0.399
GO:0051607 defense response to virus	2.088	-0.425	2.368	-0.907	-2.971	-2.971	-2.486	4.399	0.382	-0.318	-0.317
GO:0045766 positive regulation of angiogenesis	5.648	-0.322	0.281	-3.010	-3.820	-1.867	-0.846	0.913	0.545	1.136	0.401
GO:0005913 cell-cell adherens junction	2.808	0.558	0.382	-1.169	-2.286	-3.231	-3.231	0.558	0.382	1.024	1.637
GO:0032496 response to lipopolysaccharide	2.578	-0.505	1.554	-1.008	-3.020	-3.020	-2.560	0.795	-0.505	0.648	3.513
