GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.22]	[0.22 0.38]	[0.38 2.90]
MORF_G22P1 MORF_G22P1	4.318	3.790	1.011	0.758	-0.243	-0.580	-2.354	-0.849	-3.316	-0.849	-3.373
MORF_ANP32B MORF_ANP32B	4.645	3.650	0.620	1.349	0.444	-0.647	-1.674	-1.674	-1.674	-1.674	-4.069
MORF_NPM1 MORF_NPM1	2.131	5.439	1.162	0.681	0.338	-0.405	-0.593	-1.166	-2.128	-2.849	-3.938
MORF_ACTG1 MORF_ACTG1	1.854	5.349	1.854	0.289	-0.313	-0.490	-0.313	-1.074	-2.167	-3.103	-3.156
MORF_NME2 MORF_NME2	2.255	4.395	1.433	-0.259	-0.259	-0.435	0.347	-1.619	-2.466	-2.466	-2.509
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	1.105	5.154	2.144	0.415	0.265	-0.341	-0.781	-1.598	-0.781	-3.188	-3.243
MORF_CTBP1 MORF_CTBP1	3.928	2.134	1.133	2.134	-0.967	-0.676	-0.459	-1.352	-1.352	-1.859	-3.590
LAKE_ADULT_KIDNEY_C16_COLLECTING_SYSTEM_PRINCIPAL_CELLS_CORTEX LAKE_ADULT_KIDNEY_C16_COLLECTING_SYSTEM_PRINCIPAL_CELLS_CORTEX	-0.995	-0.995	-1.708	-0.995	-0.575	-1.708	0.789	-0.575	0.789	0.285	8.425
MORF_EIF3S6 MORF_EIF3S6	5.449	1.902	0.919	0.919	-0.300	-0.715	-1.502	-1.047	-1.502	-1.047	-3.113
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	3.928	1.432	1.133	0.454	0.643	0.454	-0.459	-2.543	-3.529	-1.859	-1.392
GNF2_DAP3 GNF2_DAP3	2.337	2.337	1.528	1.912	0.262	-1.252	-0.548	-2.720	-1.836	-1.252	-1.876
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	2.421	3.889	1.622	-0.439	0.503	-0.672	-0.439	-2.056	-0.672	-2.056	-3.026
MORF_TPT1 MORF_TPT1	1.166	5.250	1.166	-0.234	0.381	-0.399	-0.234	-1.548	-1.548	-2.382	-2.423
MORF_EIF4A2 MORF_EIF4A2	2.393	3.292	0.368	0.368	0.758	1.011	-0.849	-1.695	-1.695	-1.695	-3.373
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	3.459	3.926	-0.702	1.252	0.269	-0.974	-0.493	-1.765	-3.080	-0.336	-1.365
MORF_ERH MORF_ERH	3.345	1.759	0.411	2.237	-1.130	0.226	-1.876	-1.130	-1.130	-0.678	-1.908
