GO	[-20.07 -0.81]	[-0.81 -0.34]	[-0.34 -0.14]	[-0.14 -0.00]	[-0.00 0.00]	[0.00 0.00]	[0.00 0.15]	[0.15 0.39]	[0.39 0.65]	[0.65 1.15]	[1.15 20.01]
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	45.508	0.555	-0.608	-2.091	-6.592	-7.897	-1.444	0.846	-4.065	-0.961	-2.944
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN	4.052	2.730	1.436	1.661	-7.855	-7.855	5.199	1.227	-4.729	-3.433	-3.436
GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_MDC_DAY7_FLU_VACCINE_DN	17.095	1.738	0.766	-0.527	-6.790	-8.105	0.386	1.510	-2.620	-1.276	-2.623
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP	2.438	-0.462	-0.595	3.360	-7.855	-6.553	3.698	7.868	-1.166	-2.461	-4.035
GSE22886_NAIVE_TCELL_VS_NKCELL_DN GSE22886_NAIVE_TCELL_VS_NKCELL_DN	10.731	0.531	2.339	0.531	-5.665	-7.980	2.623	0.663	-1.790	-2.999	-3.002
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	14.639	0.508	-0.301	0.301	-6.750	-5.739	2.012	1.765	-1.526	-2.189	-2.596
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_DN	7.919	2.243	-0.527	0.623	-8.105	-8.105	-0.309	4.498	-1.857	-1.276	-0.844
GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP GSE9988_ANTI_TREM1_VS_LPS_MONOCYTE_UP	7.514	0.508	-0.398	2.848	-8.064	-8.064	0.781	2.275	-2.189	-0.658	-1.260
GSE14350_TREG_VS_TEFF_UP GSE14350_TREG_VS_TEFF_UP	2.212	0.909	0.377	6.474	-8.147	-6.830	1.954	1.954	-2.238	-1.060	-2.650
GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP	6.163	0.508	1.765	2.012	-4.198	-8.064	2.275	0.636	-2.594	-4.906	-0.517
