GO	[-6.76 -0.61]	[-0.61 -0.44]	[-0.44 -0.22]	[-0.22 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 8.56]
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	7.471	0.880	-0.584	-4.699	-4.004	3.406	-0.584	-4.004	-1.406	-0.584	2.478
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP	1.664	3.757	-0.373	-2.661	-2.661	3.409	-2.661	-3.162	-1.529	0.326	2.465
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	0.447	7.880	-0.462	-2.916	-2.916	1.036	-0.352	-1.725	-2.916	-0.263	2.444
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	3.244	2.638	0.341	-4.402	-2.341	1.394	-1.373	-1.974	-1.974	-0.457	3.574
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	1.460	3.406	-0.452	-2.437	-5.521	0.457	0.262	-1.406	-2.437	0.457	4.480
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	4.915	0.361	-0.442	-3.375	-3.375	0.736	-0.442	-2.411	-0.572	0.361	3.797
GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN GSE38697_LIGHT_ZONE_VS_DARK_ZONE_BCELL_DN	0.282	2.495	-0.321	-3.403	-1.739	0.396	-0.321	-4.250	-0.448	0.881	4.443
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_DN	2.020	1.464	-0.499	-2.863	-4.405	0.477	-0.362	-1.146	-0.499	-0.499	4.634
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP	1.085	1.085	0.609	-1.882	-3.654	1.956	-1.569	-1.061	-2.241	0.609	3.745
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	3.569	2.638	0.843	-2.759	-2.759	0.341	-1.373	-0.586	-1.373	-0.919	2.096
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_UP	1.215	1.636	0.707	-1.951	-4.369	1.871	-1.951	-1.632	-0.342	-0.342	2.676
GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP GSE41867_DAY8_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	2.733	1.905	-0.596	-1.167	-2.463	-0.756	-0.756	-0.596	-2.463	-0.263	4.814
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_DN GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_DN	2.673	1.029	-0.574	-0.903	-1.951	1.636	-0.447	-3.747	-1.632	-0.447	3.288
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	1.300	3.123	-0.672	-1.278	-2.623	0.766	-1.044	-1.044	-1.548	-0.672	4.509
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	1.085	1.085	-1.882	-1.569	-2.650	1.085	0.285	-1.569	-1.569	1.085	4.460
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	2.638	-0.919	0.442	-1.653	-1.653	-1.129	-1.974	-0.351	-0.351	0.559	5.824
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	0.277	1.993	-1.114	-2.384	-1.114	2.260	-1.658	0.277	-1.996	0.607	3.163
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	1.740	2.522	0.293	-2.216	-1.548	0.386	-0.843	-2.216	-1.278	0.293	3.450
GSE30083_SP3_VS_SP4_THYMOCYTE_UP GSE30083_SP3_VS_SP4_THYMOCYTE_UP	2.743	0.893	-0.427	-3.685	-1.078	-0.698	-0.698	1.464	-1.905	-0.326	2.459
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_COLON_TUMOR_DN	-0.334	3.999	-0.562	-0.712	-3.177	1.440	-0.437	-1.095	-1.095	-0.562	2.426
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_UP	1.029	-0.447	0.859	-1.112	-1.951	-0.342	-1.112	0.571	-0.574	-1.632	5.881
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	0.519	1.793	-0.646	-2.570	-1.241	1.344	-1.507	-0.646	-0.646	-0.293	3.878
