GO	[-9.50 -0.62]	[-0.62 -0.44]	[-0.44 -0.22]	[-0.22 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.05]	[0.05 0.15]	[0.15 0.33]	[0.33 0.87]	[0.87 15.11]
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	0.926	1.739	-0.843	-3.089	-3.622	0.293	-0.408	-1.548	0.386	0.496	5.292
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.300	0.254	0.662	-1.532	-0.904	-2.476	-1.956	-1.956	0.254	1.563	5.456
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3 MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	4.245	1.440	-0.744	-1.635	-2.604	0.445	-0.744	-1.635	-1.276	0.445	2.334
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	1.510	0.293	0.293	-1.548	-1.859	-1.859	-1.278	-0.672	-0.528	1.299	6.124
NABA_ECM_AFFILIATED NABA_ECM_AFFILIATED	1.456	1.695	0.318	-2.385	-1.320	0.423	-0.845	-3.418	-0.661	0.423	3.875
KORKOLA_YOLK_SAC_TUMOR KORKOLA_YOLK_SAC_TUMOR	0.627	0.627	0.422	-0.344	-2.695	0.627	-2.695	0.262	-1.819	0.262	3.755
OHGUCHI_LIVER_HNF4A_TARGETS_DN OHGUCHI_LIVER_HNF4A_TARGETS_DN	2.295	1.076	0.445	-0.486	-2.330	0.574	-2.330	-1.280	-0.813	-0.813	3.605
PLASARI_NFIC_TARGETS_BASAL_UP PLASARI_NFIC_TARGETS_BASAL_UP	1.432	0.607	0.978	-0.580	-1.160	-1.160	-1.160	-0.279	-1.160	-0.279	2.569
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	1.194	0.259	-0.714	-0.984	-0.984	0.728	0.384	-1.768	-2.331	0.946	3.291
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3 MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	1.007	1.998	0.643	-1.054	-1.681	0.265	-2.575	-0.817	-0.465	0.370	2.005
MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD	2.425	0.342	-0.263	-1.393	-1.393	-1.393	0.342	-1.393	-0.263	0.737	2.018
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	0.500	-0.354	-0.496	-1.956	-0.354	-1.532	0.662	-0.677	1.563	-0.677	3.241
