GO	[-4.16 -0.18]	[-0.18 -0.11]	[-0.11 -0.07]	[-0.07 -0.04]	[-0.04 -0.02]	[-0.02 0.00]	[0.00 0.03]	[0.03 0.06]	[0.06 0.10]	[0.10 0.17]	[0.17 2.76]
MORF_NME2 MORF_NME2	-0.259	0.545	-2.466	-0.259	-1.619	-0.694	0.793	-1.619	0.793	1.089	2.198
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN	1.188	-1.666	-0.300	-1.666	-0.962	-0.300	0.826	0.302	0.302	-0.962	3.170
GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	1.439	-1.792	-1.062	-1.062	0.721	-0.626	0.455	-0.626	0.455	-0.626	2.883
GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP	0.347	-0.259	-0.259	-1.122	-0.259	-0.259	-1.122	0.347	0.347	-1.122	4.116
GOBP_STEROL_BIOSYNTHETIC_PROCESS GOBP_STEROL_BIOSYNTHETIC_PROCESS	-0.788	-0.788	-0.788	0.279	0.279	-0.324	-0.788	-0.324	-0.324	1.623	3.000
GOBP_STEROID_BIOSYNTHETIC_PROCESS GOBP_STEROID_BIOSYNTHETIC_PROCESS	-1.247	-0.641	-0.641	-0.320	0.283	-0.641	0.283	-0.641	-0.320	0.886	4.432
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	-0.871	-0.871	-0.871	-0.378	0.236	-0.378	0.236	-0.378	0.236	0.528	4.339
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	-0.455	-0.455	-0.455	0.187	0.580	0.580	-0.455	-0.455	-0.455	-0.455	3.744
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_NEGATIVE QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_NEGATIVE	1.038	-0.259	-0.259	-1.122	0.347	-1.122	-1.122	-0.550	-0.259	0.647	2.657
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	-0.913	-0.913	-0.913	-0.406	0.217	-0.406	0.217	0.217	0.217	0.492	4.147
MODULE_20 MODULE_20	0.273	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	4.857
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	-0.539	-0.539	-0.539	-0.176	-0.539	-0.176	-0.539	1.610	0.477	-0.539	2.352
