GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	3.499	0.264	0.264	0.413	0.413	0.264	0.413	-3.192	-1.601	-1.601	0.824
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	3.341	0.410	-1.132	0.410	-1.132	1.757	-0.393	-1.878	-0.393	-1.132	0.406
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	3.797	0.543	0.543	-0.436	0.346	-0.260	-0.696	-1.622	-1.622	-1.622	1.078
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	3.077	-0.391	0.373	-0.610	0.373	0.373	0.373	-2.852	-0.391	-1.949	1.066
GSE14415_NATURAL_TREG_VS_TCONV_DN GSE14415_NATURAL_TREG_VS_TCONV_DN	3.884	0.328	0.719	-0.440	-1.441	0.502	-0.440	-0.997	-0.673	-2.060	0.969
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN	2.818	0.371	-0.241	-0.522	0.686	-1.081	-0.522	-1.081	-0.522	-1.081	1.581
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	2.247	0.447	1.170	0.447	-0.738	0.447	-0.491	-1.536	-0.315	-3.107	0.442
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	2.163	0.628	-1.166	-0.228	0.927	-1.166	0.389	-1.920	-1.166	0.927	-0.230
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP	2.516	0.416	1.246	0.245	0.245	0.416	-0.956	-2.300	-0.604	-1.479	0.412
GSE3982_DC_VS_MAC_DN GSE3982_DC_VS_MAC_DN	2.802	-0.705	0.246	-1.332	0.797	-0.705	-0.364	-1.332	-0.364	0.246	1.185
GSE360_DC_VS_MAC_L_MAJOR_UP GSE360_DC_VS_MAC_L_MAJOR_UP	2.093	0.529	1.186	0.301	0.301	0.301	-1.668	-0.963	0.301	-0.551	-1.675
