GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	0.755	-2.131	-2.131	-2.131	-0.301	-0.516	1.065	2.305	-0.516	0.301	1.831
GSE6269_FLU_VS_E_COLI_INF_PBMC_DN GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	-1.081	-1.081	1.094	-0.522	0.371	5.202	0.371	-0.522	-1.081	-0.522	-0.525
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	-1.234	-2.005	1.191	-1.234	0.351	0.854	-0.453	-2.005	1.584	1.584	0.348
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	3.499	0.264	0.264	0.413	0.413	0.264	0.413	-3.192	-1.601	-1.601	0.824
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP	0.317	0.787	-0.286	-1.304	-0.286	-2.089	2.895	-0.494	-0.815	-1.304	2.361
GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP GSE21927_SPLEEN_C57BL6_VS_4T1_TUMOR_BALBC_MONOCYTES_UP	-1.622	-0.696	-0.260	-0.436	0.791	5.020	0.543	0.791	-1.073	-1.073	-1.081
GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_DN GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_DN	-0.674	-0.674	-1.290	0.840	-0.674	2.289	1.734	-1.290	0.510	0.510	-1.296
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	1.804	0.625	0.860	0.430	-0.328	-1.569	-0.328	-1.104	-1.569	-2.208	2.601
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_DN	3.341	0.410	-1.132	0.410	-1.132	1.757	-0.393	-1.878	-0.393	-1.132	0.406
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	1.617	1.260	-1.193	-0.315	0.460	-0.511	0.460	-1.766	-1.193	-1.766	2.442
GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_UP GSE34205_HEALTHY_VS_RSV_INF_INFANT_PBMC_UP	-0.453	-1.234	-2.005	-0.760	-0.256	-0.256	1.584	3.065	0.854	0.351	-1.241
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	3.797	0.543	0.543	-0.436	0.346	-0.260	-0.696	-1.622	-1.622	-1.622	1.078
GSE22886_NEUTROPHIL_VS_DC_DN GSE22886_NEUTROPHIL_VS_DC_DN	0.406	-0.570	1.857	1.857	1.481	-0.360	0.249	-1.285	-0.570	-0.868	-2.779
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	3.077	-0.391	0.373	-0.610	0.373	0.373	0.373	-2.852	-0.391	-1.949	1.066
GSE14415_NATURAL_TREG_VS_TCONV_DN GSE14415_NATURAL_TREG_VS_TCONV_DN	3.884	0.328	0.719	-0.440	-1.441	0.502	-0.440	-0.997	-0.673	-2.060	0.969
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	0.334	1.964	-0.787	-0.473	-2.047	-0.271	0.548	-0.473	-1.269	-0.473	2.962
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_DN	2.818	0.371	-0.241	-0.522	0.686	-1.081	-0.522	-1.081	-0.522	-1.081	1.581
GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP	-0.407	1.356	0.770	1.042	0.542	1.042	-2.894	-0.251	-0.251	-0.944	-1.997
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	-0.865	-0.478	-0.250	0.946	-0.865	4.245	0.616	-1.542	-0.250	-0.865	-0.252
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	-1.794	-0.627	-1.794	0.719	0.253	-0.355	2.385	-1.064	0.719	0.719	0.450
GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN GSE3982_MEMORY_CD4_TCELL_VS_TH1_DN	1.623	-0.604	0.245	0.641	0.641	0.416	-0.366	-2.300	-0.366	-2.300	1.236
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	-0.336	-0.602	0.753	0.268	0.268	3.031	-1.030	-0.602	-1.030	1.492	-1.760
GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP GSE13547_CTRL_VS_ANTI_IGM_STIM_BCELL_12H_UP	2.247	0.447	1.170	0.447	-0.738	0.447	-0.491	-1.536	-0.315	-3.107	0.442
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	0.302	-1.207	-1.207	1.374	0.932	0.302	-1.207	1.374	0.302	0.302	-1.212
GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP GSE35543_IN_VITRO_ITREG_VS_CONVERTED_EX_ITREG_UP	1.964	1.530	0.548	0.334	-0.787	-0.473	1.148	-2.047	-0.787	-1.269	-0.478
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP	2.163	0.628	-1.166	-0.228	0.927	-1.166	0.389	-1.920	-1.166	0.927	-0.230
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN	1.962	0.916	-0.817	0.441	0.274	-0.817	0.441	-1.224	-1.803	-1.224	1.948
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.416	-0.366	0.641	0.641	0.245	-2.300	-0.366	2.047	-2.300	0.641	-0.370
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_UP	2.516	0.416	1.246	0.245	0.245	0.416	-0.956	-2.300	-0.604	-1.479	0.412
GSE15215_CD2_POS_VS_NEG_PDC_DN GSE15215_CD2_POS_VS_NEG_PDC_DN	-2.097	0.314	2.359	-1.023	2.806	-0.457	-0.457	0.483	-0.695	-0.695	-0.292
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.705	-0.705	-1.332	-0.705	0.246	-1.332	0.481	2.802	0.246	1.192	0.477
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_UP GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_UP	0.282	-1.248	0.540	0.885	-1.248	-0.643	-0.643	0.540	1.811	0.885	-1.254
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	-0.502	-1.584	0.903	-0.266	0.903	-0.502	0.339	-0.897	-0.502	-0.897	3.424
GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN GSE2405_S_AUREUS_VS_UNTREATED_NEUTROPHIL_DN	1.334	-0.333	0.271	0.456	0.456	1.729	-0.333	-1.409	-1.409	-2.216	0.690
GSE3982_DC_VS_MAC_DN GSE3982_DC_VS_MAC_DN	2.802	-0.705	0.246	-1.332	0.797	-0.705	-0.364	-1.332	-0.364	0.246	1.185
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_UP	-1.248	-0.643	3.024	-1.248	0.885	0.885	0.282	-0.643	0.282	-0.321	-0.647
GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN	-1.290	2.910	-0.674	0.840	-0.342	-0.674	0.510	0.510	0.510	-0.674	-1.296
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP	0.876	-0.406	0.876	0.216	0.876	-0.914	1.945	-0.914	-0.914	-0.406	-0.918
GSE22886_NAIVE_BCELL_VS_DC_UP GSE22886_NAIVE_BCELL_VS_DC_UP	-0.956	-0.956	-0.956	-0.435	0.458	0.823	0.823	1.289	-0.956	1.289	-0.437
GSE360_DC_VS_MAC_L_MAJOR_UP GSE360_DC_VS_MAC_L_MAJOR_UP	2.093	0.529	1.186	0.301	0.301	0.301	-1.668	-0.963	0.301	-0.551	-1.675
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	0.573	-0.256	-0.760	1.584	-1.234	-2.005	-0.256	-0.453	0.351	2.522	-0.457
GSE8515_IL1_VS_IL6_4H_STIM_MAC_DN GSE8515_IL1_VS_IL6_4H_STIM_MAC_DN	0.610	-0.789	-0.789	0.610	-0.789	-0.789	-0.789	1.061	-0.325	1.621	0.606
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN	1.830	-0.706	-0.273	-0.706	-0.273	-0.273	-0.706	-0.273	2.557	0.331	-0.709
