GO	[-2.85 -0.37]	[-0.37 -0.21]	[-0.21 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.13]	[0.13 0.20]	[0.20 0.32]	[0.32 2.98]
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.426	-0.410	-1.419	-0.771	2.596	-0.771	-1.419	-0.410	0.426	-0.410	2.649
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	-0.456	-0.235	3.010	-1.504	-1.504	-0.456	-0.235	-0.456	-0.835	0.379	2.464
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	2.543	2.017	-0.579	0.785	-0.320	-0.320	-1.714	-1.000	0.283	-0.320	-1.683
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	-0.351	-0.931	-0.351	-0.584	-1.449	-1.449	0.434	-0.584	0.256	4.275	1.720
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	-0.289	-0.747	-0.475	-0.289	-1.699	-1.699	0.313	-0.475	-0.289	4.191	1.763
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	-0.676	0.263	-0.676	0.263	5.141	0.508	-1.293	0.508	-0.676	-0.676	-0.658
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-0.318	-0.874	0.284	-0.874	-1.378	-1.378	0.476	-0.540	0.284	3.860	1.419
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	2.108	2.695	-0.387	0.229	-0.387	-0.387	-1.377	-0.739	0.452	-0.387	-1.352
GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS GOBP_CLATHRIN_DEPENDENT_ENDOCYTOSIS	-0.299	-0.749	-0.749	1.130	-0.299	0.655	-0.749	-0.299	-0.299	-0.749	3.249
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	1.752	0.772	-0.465	1.217	1.217	-0.465	-1.000	-1.000	-0.465	-0.465	-0.982
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	0.452	-0.630	-1.799	0.452	2.381	1.045	-1.799	-0.357	-0.357	0.452	-0.343
GOBP_RESPONSE_TO_ESTRADIOL GOBP_RESPONSE_TO_ESTRADIOL	-0.749	-0.749	-0.299	0.303	0.655	2.411	-0.749	-0.749	-0.749	0.655	0.670
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	0.403	-1.048	-0.512	-0.341	-1.447	-1.048	1.035	-0.743	-0.512	3.227	1.369
GOBP_MITOCHONDRIAL_FISSION GOBP_MITOCHONDRIAL_FISSION	-0.499	1.053	3.510	0.166	-0.499	-0.499	0.166	-0.499	-0.499	-0.499	0.170
GOBP_RESPONSE_TO_STEROL GOBP_RESPONSE_TO_STEROL	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	0.360	4.514
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	0.239	-0.374	-0.374	-0.374	3.254	0.239	-0.374	-0.374	-0.374	-0.374	0.723
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	0.239	-0.374	-0.374	3.254	0.239	-0.374	-0.374	-0.374	-0.374	-0.374	0.723
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	-0.374	0.711	-0.374	3.254	0.239	-0.374	0.239	-0.374	-0.374	-0.374	-0.367
