GO	[-8.26 -0.85]	[-0.85 -0.28]	[-0.28 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.38]	[0.38 1.02]	[1.02 10.22]
TNRC6C_HEK293_Plass TNRC6C_HEK293_Plass	-0.715	6.517	11.785	-7.214	-4.983	-4.196	-5.947	-0.715	5.203	0.382	-2.490
TNRC6A_HEK293_Plass TNRC6A_HEK293_Plass	-1.342	2.201	9.788	-5.346	-4.202	-5.346	-5.346	-0.793	4.483	1.612	-0.436
BCCIP_HepG2_POSTAR_eCLIP BCCIP_HepG2_POSTAR_eCLIP	-0.632	5.413	8.093	-3.515	-5.649	-5.649	-4.120	-1.218	3.553	0.978	-0.380
HNRNPA1_K562_POSTAR_eCLIP HNRNPA1_K562_POSTAR_eCLIP	-0.632	2.331	11.221	-2.533	-4.822	-5.649	-3.515	-2.133	5.413	0.416	-0.287
PTBP1_HeLa_POSTAR_CIMS PTBP1_HeLa_POSTAR_CIMS	-0.462	5.686	8.076	-3.280	-4.690	-2.269	-6.881	-0.989	1.805	1.116	-0.782
FUS_HEK293T_POSTAR_Piranha_0.01 FUS_HEK293T_POSTAR_Piranha_0.01	-0.293	1.555	11.131	-3.546	-3.546	-5.687	-4.153	-0.811	2.579	1.340	-0.390
YTHDF3_HEK293T_POSTAR_Piranha_0.01 YTHDF3_HEK293T_POSTAR_Piranha_0.01	-1.185	2.914	7.938	-4.471	-1.506	-2.358	-2.358	-4.471	2.570	1.663	-0.385
YWHAG_K562_POSTAR_eCLIP YWHAG_K562_POSTAR_eCLIP	-2.735	3.266	6.833	-3.241	-1.587	-2.297	-2.297	-3.825	3.266	1.819	0.300
YTHDC2_HEK293T_POSTAR_Piranha_0.01 YTHDC2_HEK293T_POSTAR_Piranha_0.01	-0.334	2.368	5.411	-1.591	-3.440	-4.516	-2.665	-3.440	2.368	2.733	-0.479
HNRNPU_HeLa_POSTAR_CIMS HNRNPU_HeLa_POSTAR_CIMS	-0.419	1.667	10.046	-2.162	-3.786	-3.154	-2.618	-1.773	2.503	0.517	0.292
IGF2BP3_PL45_POSTAR_Piranha_0.01 IGF2BP3_PL45_POSTAR_Piranha_0.01	-0.329	5.444	5.444	-2.055	-2.538	-4.702	-3.117	-1.032	0.274	0.832	0.830
HNRNPU_K562_POSTAR_eCLIP HNRNPU_K562_POSTAR_eCLIP	-1.226	2.786	4.921	-2.624	-4.369	-2.624	-3.120	-0.478	3.103	1.454	0.334
TNRC6C_HEK293_POSTAR_Piranha_0.01 TNRC6C_HEK293_POSTAR_Piranha_0.01	0.326	2.748	5.272	-3.728	-3.728	-2.652	-2.652	-0.803	2.451	1.429	-0.491
