GO	[-6.85 -0.64]	[-0.64 -0.29]	[-0.29 -0.12]	[-0.12 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.24]	[0.24 0.54]	[0.54 1.07]	[1.07 24.36]
SGCGSSAAA_E2F1DP2_01 SGCGSSAAA_E2F1DP2_01	-2.828	3.908	5.094	8.386	-4.808	-5.762	-1.298	-0.497	0.871	-2.354	-1.954
TOX4_TARGET_GENES TOX4_TARGET_GENES	-1.744	1.206	5.141	2.693	-6.588	-7.893	-0.361	4.747	0.846	-2.485	-2.097
SETBP1_TARGET_GENES SETBP1_TARGET_GENES	-1.094	1.115	5.013	4.620	-5.400	-7.684	-1.344	2.575	1.533	-2.354	-2.362
SREBP1_01 SREBP1_01	-2.490	-1.711	3.671	5.648	-2.490	-7.226	0.285	2.095	3.322	-1.400	-2.499
GCGNNANTTCC_UNKNOWN GCGNNANTTCC_UNKNOWN	-1.252	0.991	3.875	2.045	-5.186	-5.186	-0.272	0.991	3.078	-0.961	-4.062
GGCNKCCATNK_UNKNOWN GGCNKCCATNK_UNKNOWN	-1.505	0.376	3.283	6.543	-3.900	-3.900	-0.482	3.283	-0.343	-3.900	-1.167
ZNF667_TARGET_GENES ZNF667_TARGET_GENES	-1.804	2.115	5.071	1.568	-4.043	-6.143	0.568	2.115	0.320	-1.804	-1.810
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	-3.481	1.679	4.848	1.679	-4.562	-3.481	0.380	1.679	0.527	-0.684	-2.708
HOXD11_TARGET_GENES HOXD11_TARGET_GENES	-1.131	0.583	1.127	1.863	-4.903	-4.007	-0.681	4.698	1.597	0.329	-2.701
NR1D1_TARGET_GENES NR1D1_TARGET_GENES	-1.140	0.530	1.628	3.745	-3.048	-3.862	-1.480	3.336	0.892	0.272	-3.055
MCM3_TARGET_GENES MCM3_TARGET_GENES	-3.400	1.249	1.932	4.097	-3.997	-3.400	0.263	1.687	1.249	-0.741	-1.706
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-2.251	-1.610	-0.796	-1.610	5.480	3.830	2.444	-0.796	-1.143	-2.251	-0.356
IRX2_TARGET_GENES IRX2_TARGET_GENES	-3.096	0.310	0.417	3.247	-3.096	-3.725	-0.292	3.605	1.996	-0.292	-1.127
ZMYM2_TARGET_GENES ZMYM2_TARGET_GENES	-1.633	-0.399	2.667	2.326	-4.092	-4.092	0.769	2.326	-0.282	-0.282	-0.746
PCGF6_TARGET_GENES PCGF6_TARGET_GENES	-0.909	0.373	3.008	2.119	-2.818	-2.818	-0.240	1.728	0.790	-1.331	-1.929
STTTCRNTTT_IRF_Q6 STTTCRNTTT_IRF_Q6	-0.361	2.404	0.846	-1.744	-4.762	-4.063	0.555	1.412	2.693	-0.472	-0.273
PPARGC1A_TARGET_GENES PPARGC1A_TARGET_GENES	-1.005	0.921	1.740	4.116	-3.104	-3.104	-0.360	1.165	0.524	-2.362	-0.523
TNCATNTCCYR_UNKNOWN TNCATNTCCYR_UNKNOWN	-0.686	1.435	2.290	1.435	-4.438	-1.869	-0.901	2.618	0.612	-0.511	-2.339
HEN1_02 HEN1_02	-0.585	0.843	0.843	0.843	-3.772	-5.115	-1.127	2.090	-0.456	1.842	0.838
SIPA1_TARGET_GENES SIPA1_TARGET_GENES	-2.169	0.457	1.150	1.626	-4.864	-1.404	0.760	2.497	1.377	-0.867	-1.116
