GO	[-6.60 -0.72]	[-0.72 -0.20]	[-0.20 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.52]	[0.52 6.33]
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	1.672	1.672	-0.931	0.319	2.169	-0.931	0.319	-0.527	-1.627	-0.527	-1.627
HP_ALOPECIA HP_ALOPECIA	1.219	-0.998	1.755	1.219	-0.998	-0.998	-0.998	1.219	-0.464	-0.464	-0.464
GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.185	0.824	0.528	1.185	1.609	-0.964	-1.669	-0.964	-0.301	-1.669	-0.552
HP_NEURODEGENERATION HP_NEURODEGENERATION	0.609	1.060	0.609	-0.325	-0.789	3.040	-0.789	-0.325	-0.789	-0.789	-0.789
GOBP_CELLULAR_PIGMENTATION GOBP_CELLULAR_PIGMENTATION	0.166	-0.498	0.166	2.558	-0.498	2.558	-0.498	-0.498	-0.498	-0.498	-0.498
HP_ABNORMAL_ENCHONDRAL_OSSIFICATION HP_ABNORMAL_ENCHONDRAL_OSSIFICATION	0.491	-0.914	3.367	-0.914	-0.914	-0.407	0.491	-0.407	0.491	0.491	-0.914
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	0.257	-1.445	-2.259	-0.582	0.952	0.667	-1.445	0.257	0.436	0.952	1.674
GOCC_RNA_POLYMERASE_II_HOLOENZYME GOCC_RNA_POLYMERASE_II_HOLOENZYME	-0.298	0.656	-0.748	-0.748	-0.748	0.304	0.656	-0.748	3.205	0.304	-0.748
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	-0.298	0.656	4.090	0.304	-0.748	0.304	-0.748	-0.298	-0.298	-0.748	-0.748
HP_DILATED_CARDIOMYOPATHY HP_DILATED_CARDIOMYOPATHY	-1.082	-0.522	1.588	0.371	1.588	-0.522	-1.082	0.371	-1.082	-0.522	1.093
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	0.304	0.304	-0.298	-0.748	3.205	1.132	-0.748	-0.748	-0.298	-0.748	-0.298
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	-0.176	-0.539	-0.539	0.476	-0.539	-0.176	-0.539	-0.539	-0.539	2.380	1.608
HP_ABNORMAL_TRICUSPID_VALVE_MORPHOLOGY HP_ABNORMAL_TRICUSPID_VALVE_MORPHOLOGY	-0.415	-0.415	-0.415	0.211	2.989	-0.415	-0.415	0.641	-0.415	0.641	-0.415
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	-0.456	-0.456	-0.456	0.579	-0.456	1.881	-0.456	1.150	-0.456	0.579	-0.456
GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING GOMF_UBIQUITIN_CONJUGATING_ENZYME_BINDING	-0.373	0.239	-0.373	0.712	-0.373	-0.373	-0.373	0.239	-0.373	3.257	-0.373
HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	1.015	-0.249	-0.249	-0.249	3.064	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249
