GO	[-2.86 -0.24]	[-0.24 -0.15]	[-0.15 -0.09]	[-0.09 -0.05]	[-0.05 -0.01]	[-0.01 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	2.472	1.543	4.896	0.825	-0.270	-0.788	-2.052	-2.052	-2.052	-1.271	-2.103
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.920	1.491	4.776	0.526	0.318	-0.285	-2.094	-2.094	-2.094	-1.306	-2.147
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	1.920	1.920	4.776	0.526	-0.285	-0.816	-1.306	-2.094	-2.094	-0.816	-2.147
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	4.670	0.956	3.503	0.685	-0.510	-0.510	-0.794	-1.772	-2.649	-1.772	-1.829
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	1.985	1.233	3.978	0.660	0.444	-0.819	-1.809	-0.329	-2.691	-1.227	-2.759
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	1.920	1.491	4.116	0.526	0.318	-0.816	-2.094	-0.494	-2.094	-1.306	-2.147
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1.313	0.989	4.771	0.483	-0.300	-0.491	-1.736	-0.491	-1.166	-1.166	-1.791
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1.779	0.567	3.642	0.567	-0.390	-0.238	-0.921	-1.351	-0.921	-0.921	-1.403
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	1.744	0.439	3.420	0.626	0.290	-0.313	-1.390	-0.997	-0.476	-1.390	-1.450
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	2.127	0.760	1.144	0.760	-0.736	0.231	0.231	-0.736	-1.375	-1.375	-0.762
