GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.13]	[0.13 0.22]	[0.22 1.47]
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	-1.302	-0.493	-1.302	-2.086	-1.302	-0.285	0.318	0.789	1.108	1.905	1.858
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	4.198	-0.704	-0.704	0.247	0.247	-0.363	1.663	-0.704	0.247	-1.331	-1.353
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	-0.259	3.246	0.545	-0.694	-0.435	0.545	-1.619	-0.694	2.255	-1.071	-1.655
MIR6857_3P MIR6857_3P	0.256	-0.830	-0.830	-0.351	0.996	-0.830	-0.351	-0.830	-0.830	2.891	1.503
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	-1.232	-0.759	-0.452	0.352	-2.002	3.068	-0.759	1.194	0.352	1.194	-0.781
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	-0.227	-1.164	1.286	-1.164	-0.227	-0.412	-0.705	-1.918	0.390	0.390	3.790
GOBP_RESPONSE_TO_IONIZING_RADIATION GOBP_RESPONSE_TO_IONIZING_RADIATION	-1.834	1.008	1.822	2.311	-0.652	0.239	-0.652	-1.834	0.239	-0.373	-0.387
MODULE_261 MODULE_261	-1.414	2.603	-1.414	-0.407	0.216	2.033	0.428	-0.767	-0.767	0.428	-0.420
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP	-1.062	-0.354	-0.626	2.942	-0.354	1.886	0.455	-1.792	-0.354	0.455	-1.087
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	1.832	-0.705	-0.272	1.212	0.708	-0.705	-0.705	1.212	-0.705	-0.705	-0.717
PDGF_UP.V1_UP PDGF_UP.V1_UP	-0.341	1.251	0.841	-0.672	0.841	0.841	1.251	-1.289	-1.289	-0.672	-1.311
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	0.454	-1.372	-1.372	-0.735	-0.385	0.758	-1.372	0.454	0.231	2.115	1.112
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	-0.663	0.765	-0.663	-0.247	0.363	-0.663	-0.663	-0.663	1.298	-0.663	2.678
