GO	[-5.03 -0.98]	[-0.98 -0.42]	[-0.42 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.43]	[0.43 0.98]	[0.98 4.42]
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN	-0.319	-0.577	-1.711	0.502	0.284	0.284	5.165	-0.319	0.502	-1.711	-0.997
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	-0.843	-0.843	1.524	-0.550	1.182	1.524	0.630	1.182	-2.725	-1.840	-0.550
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	-1.224	0.655	1.569	0.274	-0.330	0.915	2.393	-0.531	-2.682	-1.803	-0.330
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN	2.446	-0.788	-1.270	-1.270	2.977	-0.474	-1.270	-0.271	-0.788	-0.271	1.147
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN	1.182	1.524	-0.345	-0.345	0.630	-0.345	-0.550	2.332	-1.255	-2.725	-1.255
GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP GSE339_EX_VIVO_VS_IN_CULTURE_CD8POS_DC_UP	-1.194	2.015	1.616	-2.640	0.287	0.680	-0.793	-0.316	-1.194	-0.511	1.259
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_UP	0.965	-0.680	-0.393	-0.680	1.332	-0.393	-1.879	0.965	-0.393	-1.879	2.233
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN	-0.333	0.271	-1.409	-0.900	3.766	0.271	-0.559	0.271	0.271	-2.217	1.333
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_IL4_STIM_DN	-0.345	0.261	1.524	0.884	0.423	1.908	0.261	0.261	-1.840	-2.725	-1.255
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_UP	-1.458	-0.801	-0.801	1.951	0.682	-0.801	1.951	0.682	0.403	-0.431	-1.458
GSE3039_CD4_TCELL_VS_B2_BCELL_UP GSE3039_CD4_TCELL_VS_B2_BCELL_UP	0.932	0.302	-0.300	-1.207	0.302	2.482	0.573	-1.207	-1.207	-1.207	0.573
GSE27786_CD8_TCELL_VS_NKTCELL_UP GSE27786_CD8_TCELL_VS_NKTCELL_UP	0.627	-1.921	-0.228	-0.228	-1.166	-0.707	0.389	0.926	-1.921	1.283	1.696
GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_DN	1.137	1.590	-0.737	0.453	0.230	0.230	-1.375	1.590	-1.375	-0.386	-1.375
