GO	[-1.00 -0.60]	[-0.60 -0.17]	[-0.17 0.17]	[0.17 0.34]	[0.34 0.51]	[0.51 0.65]	[0.65 0.78]	[0.78 0.92]	[0.92 0.99]	[0.99 1.00]	[1.00 1.00]
HP_ABNORMAL_PERICARDIUM_MORPHOLOGY HP_ABNORMAL_PERICARDIUM_MORPHOLOGY	0.511	0.511	-1.291	-1.291	2.925	-0.674	0.511	-1.291	-1.291	1.254	0.255
HP_DIALEPTIC_SEIZURE HP_DIALEPTIC_SEIZURE	-3.636	-0.720	-1.021	0.422	1.077	-0.493	-0.720	0.278	1.369	-0.493	3.249
HP_ABNORMAL_T_CELL_SUBSET_DISTRIBUTION HP_ABNORMAL_T_CELL_SUBSET_DISTRIBUTION	1.097	-1.082	0.372	-1.082	-1.082	2.831	0.688	0.688	-1.082	-0.521	-0.535
HP_NEOPLASM_OF_THE_THYROID_GLAND HP_NEOPLASM_OF_THE_THYROID_GLAND	-0.527	0.320	-0.931	1.242	1.681	1.242	-1.628	0.866	-0.931	-1.628	-0.294
HP_NON_MOTOR_SEIZURE HP_NON_MOTOR_SEIZURE	-2.946	-0.653	-0.423	0.524	0.524	-0.653	-0.653	-0.263	1.327	-0.423	2.893
HP_AUTISM HP_AUTISM	-1.506	-2.040	-0.543	-0.365	0.245	0.750	-1.506	0.378	2.706	0.378	1.521
HP_SEROSITIS HP_SEROSITIS	1.533	-0.831	-0.351	-0.831	0.997	-0.831	0.997	-0.831	-0.831	0.568	0.555
HP_SELF_MUTILATION HP_SELF_MUTILATION	0.256	-0.351	-0.831	-0.831	-0.831	0.997	-0.351	-0.831	-0.351	2.169	1.506
HP_GANGRENE HP_GANGRENE	0.216	-0.914	-0.914	-0.914	1.952	-0.914	1.952	-0.406	0.216	0.492	0.210
HP_PULMONARY_EMBOLISM HP_PULMONARY_EMBOLISM	0.279	-0.789	-0.789	-0.789	2.291	-0.789	0.611	0.279	0.279	1.063	-0.803
HP_INTELLECTUAL_DISABILITY_PROFOUND HP_INTELLECTUAL_DISABILITY_PROFOUND	-2.330	-0.369	-1.189	0.383	0.242	-1.189	0.383	-0.564	2.060	1.685	0.754
HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION HP_ABNORMAL_BLOOD_TRANSITION_ELEMENT_CATION_CONCENTRATION	0.166	3.523	-0.497	1.056	-0.497	-0.497	-0.497	0.166	0.166	-0.497	-0.506
HP_ABNORMAL_PROPORTION_OF_CD4_POSITIVE_T_CELLS HP_ABNORMAL_PROPORTION_OF_CD4_POSITIVE_T_CELLS	0.709	-0.706	0.332	-0.706	-0.706	2.565	0.709	0.332	-0.706	-0.706	-0.279
HP_PLEURITIS HP_PLEURITIS	0.895	-0.581	-0.581	-0.581	1.497	-0.581	1.497	-0.581	-0.581	-0.199	0.425
