GO	[-7.17 -0.71]	[-0.71 -0.34]	[-0.34 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.23]	[0.23 0.51]	[0.51 1.05]	[1.05 7.81]
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.408	-2.856	-2.408	-0.441	-7.772	-7.772	-3.371	1.075	7.530	6.602	7.524
GSE10325_BCELL_VS_MYELOID_DN GSE10325_BCELL_VS_MYELOID_DN	-1.679	-1.679	-2.408	0.270	-7.772	-7.772	-3.967	1.075	3.116	9.541	7.054
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	-1.657	-1.994	-0.713	-1.364	-6.434	-7.730	-5.441	1.293	4.195	8.088	7.595
GSE29618_MONOCYTE_VS_PDC_UP GSE29618_MONOCYTE_VS_PDC_UP	-0.755	-1.166	-0.595	-2.913	-7.855	-7.855	-4.032	0.706	4.802	7.868	6.919
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_DN	-2.620	-1.857	-3.086	0.293	-6.790	-8.105	-3.086	3.442	5.273	4.878	6.097
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-3.402	-0.928	-0.928	-0.741	-7.813	-7.813	-2.042	0.263	3.402	8.940	8.428
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-2.066	-1.166	-0.755	-1.723	-6.553	-7.855	-3.433	0.862	3.360	9.906	6.919
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-1.745	-0.961	-1.184	-2.091	-5.590	-7.897	-2.942	1.635	2.694	8.784	6.853
GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN GSE22886_NAIVE_CD4_TCELL_VS_MONOCYTE_DN	-4.694	-1.404	-0.741	0.263	-6.513	-7.813	-2.042	3.402	4.099	4.470	4.466
GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP GSE22886_DAY0_VS_DAY1_MONOCYTE_IN_CULTURE_UP	-2.189	-1.526	0.396	0.636	-8.064	-8.064	-3.587	3.823	2.012	4.178	3.820
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	-2.356	0.285	-3.310	-0.547	-5.403	-7.688	-2.799	2.878	2.878	4.243	6.727
GSE10325_CD4_TCELL_VS_MYELOID_DN GSE10325_CD4_TCELL_VS_MYELOID_DN	-1.701	-1.404	-0.928	-0.741	-5.515	-7.813	-3.402	2.766	2.194	8.434	4.466
