GO	[-7.17 -0.71]	[-0.71 -0.34]	[-0.34 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.23]	[0.23 0.51]	[0.51 1.05]	[1.05 7.81]
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	3.037	13.325	5.199	0.706	-7.855	-4.729	-1.424	-0.944	-0.944	-2.913	-4.035
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_VA24NEG_NKTCELL_UP	2.520	13.316	1.510	0.496	-6.790	-6.790	-3.086	0.766	-0.671	-0.671	-2.623
GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN GSE6674_CPG_VS_PL2_3_STIM_BCELL_DN	2.453	3.692	3.692	3.360	-6.869	-8.189	-1.903	1.066	0.368	-2.263	-3.683
RUIZ_TNC_TARGETS_DN RUIZ_TNC_TARGETS_DN	3.803	12.967	2.067	-2.032	-5.854	-4.672	-1.294	0.283	-0.594	-0.783	-3.092
REACTOME_CHROMOSOME_MAINTENANCE REACTOME_CHROMOSOME_MAINTENANCE	2.676	16.200	1.695	0.291	-3.787	-2.980	-1.842	-1.431	-1.431	-1.097	-3.789
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	2.072	12.407	2.072	-0.650	-4.481	-2.635	-0.650	-0.465	-0.888	-2.038	-2.636
GO_PROTEIN_DNA_COMPLEX GO_PROTEIN_DNA_COMPLEX	4.161	11.065	2.144	-0.441	-3.863	-2.221	-0.581	-1.826	-1.200	-2.683	-1.489
REACTOME_TELOMERE_MAINTENANCE REACTOME_TELOMERE_MAINTENANCE	2.559	13.919	1.120	-0.753	-2.179	-1.548	-1.090	-1.548	-1.548	-1.090	-3.111
REACTOME_RNA_POL_I_TRANSCRIPTION REACTOME_RNA_POL_I_TRANSCRIPTION	3.408	11.208	0.824	-0.523	-3.151	-1.579	-0.340	-1.579	-1.579	-1.117	-3.152
GO_DNA_PACKAGING GO_DNA_PACKAGING	2.459	11.264	2.177	0.691	-2.226	-2.226	-1.008	-1.008	-1.008	-3.738	-2.661
HALLMARK_MTORC1_SIGNALING HALLMARK_MTORC1_SIGNALING	2.554	3.823	0.396	2.012	-6.750	-6.750	-3.057	0.636	0.944	0.508	-1.260
KRIGE_AMINO_ACID_DEPRIVATION KRIGE_AMINO_ACID_DEPRIVATION	17.611	-1.160	-1.160	-0.579	-1.160	-1.160	-1.160	-1.160	-1.160	0.607	-0.580
MTOR_UP.N4.V1_UP MTOR_UP.N4.V1_UP	9.459	2.766	-0.928	0.263	-5.515	-4.694	-1.404	-0.452	0.721	0.721	-1.150
GO_DNA_PACKAGING_COMPLEX GO_DNA_PACKAGING_COMPLEX	6.959	9.511	-0.695	-0.961	-2.296	-0.695	0.269	-1.737	-1.737	-1.737	-1.739
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	2.826	8.978	3.161	0.292	-2.168	-2.168	-0.555	-0.721	-1.444	-3.161	-3.163
REACTOME_MEIOSIS REACTOME_MEIOSIS	3.852	10.119	0.827	0.323	-2.498	-2.498	-0.809	-1.459	-1.096	-0.809	-3.257
