GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOMF_TRNA_BINDING GOMF_TRNA_BINDING	-0.348	-2.239	0.945	0.664	-0.921	-0.578	-0.578	-1.432	1.655	-0.578	3.054
GOMF_METAL_CLUSTER_BINDING GOMF_METAL_CLUSTER_BINDING	3.387	0.288	0.676	-0.315	-1.182	-1.182	-1.182	1.985	-0.786	0.288	-1.183
GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE GOMF_PHOSPHOLIPASE_A2_ACTIVITY_CONSUMING_1_2_DIPALMITOYLPHOSPHATIDYLCHOLINE	-0.787	-0.324	-0.787	1.057	0.279	0.279	3.859	-0.324	-0.324	-0.787	-0.788
GOMF_PHOSPHOLIPASE_A2_ACTIVITY GOMF_PHOSPHOLIPASE_A2_ACTIVITY	-0.520	-0.520	-1.077	1.089	-0.241	-0.241	4.294	-0.241	-0.241	-0.520	-1.078
GOMF_MHC_PROTEIN_COMPLEX_BINDING GOMF_MHC_PROTEIN_COMPLEX_BINDING	3.659	-0.491	-1.036	-0.222	-0.222	-0.222	-0.491	-1.036	1.660	-0.491	-0.492
GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING GOMF_MHC_CLASS_II_PROTEIN_COMPLEX_BINDING	4.280	-0.272	-0.704	-0.272	-0.272	0.332	-0.704	-0.704	0.706	-0.272	-0.705
GOMF_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY GOMF_METALLOENDOPEPTIDASE_INHIBITOR_ACTIVITY	-0.663	0.362	1.292	-0.663	1.940	0.762	-0.663	-0.663	-0.663	0.362	-0.663
GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPASE_A2_ACTIVITY	-0.621	-0.223	-0.621	0.824	-0.223	0.396	3.773	-0.621	-0.223	-0.621	-0.622
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	0.463	0.347	-0.259	-0.482	-3.601	-0.823	-0.259	-0.636	0.463	0.600	3.441
GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY GOMF_PHOSPHOLIPASE_INHIBITOR_ACTIVITY	-0.497	0.167	1.731	-0.497	-0.497	1.052	1.731	-0.497	-0.497	-0.497	-0.497
GOMF_PHOSPHOLIPASE_ACTIVITY GOMF_PHOSPHOLIPASE_ACTIVITY	0.558	0.269	-0.336	0.750	0.750	-0.336	1.823	0.269	-0.491	-0.696	-4.074
GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_COREGULATOR_BINDING GOMF_RNA_POLYMERASE_II_TRANSCRIPTION_COREGULATOR_BINDING	1.214	-0.204	-0.994	1.214	-0.994	-0.462	-0.994	0.772	0.772	0.426	-0.995
GOMF_LIPASE_INHIBITOR_ACTIVITY GOMF_LIPASE_INHIBITOR_ACTIVITY	0.332	-0.272	1.207	-0.704	-0.704	1.207	1.822	-0.704	-0.704	-0.272	-0.705
GOMF_HISTONE_DEMETHYLASE_ACTIVITY_H3_K9_SPECIFIC GOMF_HISTONE_DEMETHYLASE_ACTIVITY_H3_K9_SPECIFIC	1.052	-0.497	1.052	-0.497	0.524	-0.497	-0.497	-0.497	-0.497	-0.497	1.730
