GO	[-7.27 -0.76]	[-0.76 -0.25]	[-0.25 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.35]	[0.35 0.84]	[0.84 8.92]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-6.977	2.349	46.732	4.988	-8.302	-8.302	-8.302	0.558	-1.369	-5.955	-8.292
MORF_NPM1 MORF_NPM1	-6.721	0.292	47.728	4.254	-6.721	-6.721	-6.721	0.659	-0.921	-6.721	-6.713
GNF2_FBL GNF2_FBL	-6.097	-0.381	52.603	3.487	-6.097	-6.097	-6.097	-0.381	-1.426	-6.097	-4.893
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	-5.470	0.895	49.090	3.434	-7.761	-7.761	-6.464	-0.335	-1.676	-1.676	-7.752
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	-5.880	0.874	42.370	2.995	-8.219	-8.219	-8.219	0.874	0.359	-3.706	-5.871
MORF_ANP32B MORF_ANP32B	-8.219	1.436	26.728	5.903	-8.219	-8.219	-8.219	3.638	0.463	-4.323	-8.209
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	-6.977	-0.585	44.778	3.553	-6.977	-8.302	-8.302	0.558	0.558	-3.226	-3.219
MORF_PRKDC MORF_PRKDC	-6.582	1.409	34.013	2.126	-7.886	-7.886	-7.886	2.398	1.015	-4.757	-7.876
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-5.507	0.580	30.934	6.075	-7.803	-7.803	-7.803	2.188	0.580	-5.507	-7.793
MORF_ACTG1 MORF_ACTG1	-5.723	-0.957	44.100	2.172	-5.723	-5.723	-5.723	1.119	-0.552	-3.682	-5.717
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	-4.863	-0.505	39.735	5.364	-8.011	-8.011	-6.701	0.960	-0.812	-3.023	-3.017
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	-4.695	0.260	40.369	4.435	-6.887	-5.640	-6.887	0.601	-1.872	-1.238	-6.879
