GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	4.797	-0.513	0.527	0.989	-3.224	-0.660	-0.835	-1.044	1.858	-1.572	-0.297
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	0.382	-0.557	-0.909	0.382	-1.136	0.285	-1.714	0.382	-0.909	-0.717	8.509
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.494	3.249	-1.792	1.167	-1.487	-0.633	0.532	-0.379	0.416	-3.004	1.811
GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	2.888	-2.359	-0.700	0.492	0.285	1.537	0.380	-2.359	-1.096	-0.882	1.761
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	3.712	-1.168	-0.352	-0.596	-1.725	-0.263	-1.168	-1.426	1.230	-0.462	2.430
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	2.057	0.293	-0.686	-0.866	-2.333	0.293	0.785	-1.327	0.952	-1.949	2.908
GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP	3.001	-1.136	-1.403	-0.318	-0.318	-0.318	-1.136	0.382	-1.403	-0.557	4.030
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN	0.399	0.649	0.301	-1.593	-0.524	-0.301	-2.747	-1.925	1.159	0.649	3.610
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	0.458	-0.666	-1.113	0.339	0.339	-0.868	3.555	0.598	1.152	-0.370	-3.992
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	0.855	1.957	0.318	2.526	0.548	0.548	-1.063	-2.863	-0.844	-0.509	-1.987
GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_UP GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_UP	1.692	-1.703	-0.929	-1.150	-2.438	0.352	-0.583	0.352	0.881	0.458	3.394
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP	0.429	-0.872	-0.388	-0.872	-1.707	-2.091	-0.678	0.708	1.070	0.558	4.420
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	-0.992	0.260	0.469	0.260	-1.533	1.815	2.677	-2.278	-0.782	1.564	-0.999
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN	1.909	-0.756	0.343	-0.756	-1.168	-0.756	-1.168	-0.352	-1.168	0.569	4.796
GSE7852_THYMUS_VS_FAT_TREG_UP GSE7852_THYMUS_VS_FAT_TREG_UP	1.188	-0.978	-0.278	-0.978	-0.621	-2.518	-0.278	-0.621	1.188	-0.483	4.315
GSE27859_DC_VS_CD11C_INT_F480_INT_DC_DN GSE27859_DC_VS_CD11C_INT_F480_INT_DC_DN	2.057	0.503	0.390	1.138	-0.536	-0.686	-0.309	-2.775	-0.866	-1.949	2.315
GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN	3.538	0.309	1.564	-2.571	-0.293	0.651	-0.813	-1.011	-1.241	-0.813	0.791
DHIMAN_PBMC_ATTENUVAX_AGE_15_25YO_SUBQ_7_OR_14DY_UP DHIMAN_PBMC_ATTENUVAX_AGE_15_25YO_SUBQ_7_OR_14DY_UP	-0.256	0.352	0.352	0.849	-1.989	2.487	-1.989	-0.256	-0.755	1.181	-0.758
GSE369_IFNG_KO_VS_WT_LIVER_DN GSE369_IFNG_KO_VS_WT_LIVER_DN	0.285	-1.637	-0.547	-1.096	-2.359	0.285	0.934	-0.700	0.621	0.934	3.871
GSE3039_ALPHABETA_CD8_TCELL_VS_B2_BCELL_DN GSE3039_ALPHABETA_CD8_TCELL_VS_B2_BCELL_DN	0.263	-0.742	-0.583	-2.889	0.723	0.581	-0.452	-1.150	0.723	-0.452	4.463
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	0.753	0.370	-1.366	-1.114	-1.366	-0.898	0.370	-0.714	-0.431	0.916	4.956
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	1.436	-0.490	-0.372	-0.805	-0.490	-1.854	0.430	-1.854	-0.277	0.327	4.487
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP	2.248	-1.807	-0.607	-0.607	-0.975	-0.975	1.486	-0.975	0.452	-0.607	2.826
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_48H_DN	1.486	0.344	0.578	-0.607	-1.211	-0.354	-1.807	-0.975	-0.354	-0.775	4.592
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	0.916	-0.431	0.278	0.370	-1.997	-0.559	-0.714	-0.898	-1.366	0.916	4.564
