GO	[-1.61 -0.28]	[-0.28 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.24]	[0.24 0.33]	[0.33 0.46]	[0.46 17.21]
REACTOME_PEPTIDE_CHAIN_ELONGATION REACTOME_PEPTIDE_CHAIN_ELONGATION	0.347	8.534	5.597	-0.260	-0.692	-1.610	-1.065	-1.610	-2.452	-2.452	-1.629
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-7.090	-2.381	-0.375	-0.276	0.328	1.069	2.301	3.620	2.017	-0.834	-2.907
GAVIN_FOXP3_TARGETS_CLUSTER_T7 GAVIN_FOXP3_TARGETS_CLUSTER_T7	-0.359	-0.359	-0.566	1.468	0.851	-1.860	4.836	-0.359	-1.860	-1.274	-0.367
GO_NUCLEOSOME_BINDING GO_NUCLEOSOME_BINDING	-1.202	0.303	-1.202	-1.202	-0.610	2.470	0.930	1.369	0.930	-1.202	-0.618
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP	-1.060	-1.348	0.371	2.027	0.822	0.266	1.742	1.742	-0.466	-1.693	-3.228
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	-1.237	-2.027	-0.263	2.443	2.111	0.474	1.518	-0.524	-0.947	0.343	-2.594
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	0.469	0.314	0.660	3.924	0.469	-1.312	-0.936	-0.442	-0.442	0.469	-3.488
GNF2_CDC2 GNF2_CDC2	-2.285	0.417	0.246	-0.600	2.028	0.417	2.028	0.417	-0.950	0.246	-2.306
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	-2.410	0.818	0.818	0.363	-1.036	-1.574	0.363	3.283	0.566	-1.036	-0.425
GO_COATED_MEMBRANE GO_COATED_MEMBRANE	-1.645	0.521	0.521	0.759	-0.273	4.838	0.331	-0.715	-1.645	-1.095	-0.728
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	-3.750	-0.793	0.524	0.524	3.437	-0.555	-0.377	-0.377	0.947	0.363	-0.810
GO_NUCLEUS_ORGANIZATION GO_NUCLEUS_ORGANIZATION	-3.373	-0.890	0.340	-0.412	2.661	1.873	-0.890	-0.265	-0.412	0.705	-0.422
GTGTTGA_MIR505 GTGTTGA_MIR505	-0.783	-2.035	-0.783	-0.471	0.335	-0.270	2.426	0.817	2.426	-1.261	-0.480
GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN	-0.488	-0.733	1.477	-0.733	-0.733	-0.313	-3.079	0.883	-0.733	1.477	1.801
OCT1_07 OCT1_07	2.290	-1.092	0.240	-0.650	-1.826	0.240	-0.373	-1.826	1.002	1.002	0.674
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	-1.193	-0.431	1.230	0.599	0.599	0.370	-1.951	3.123	-0.431	-0.729	-1.207
chr10q11 chr10q11	-0.580	-0.580	-0.580	1.491	3.060	-0.580	-0.580	0.435	0.435	-0.580	-0.585
GSE27786_NKTCELL_VS_MONO_MAC_UP GSE27786_NKTCELL_VS_MONO_MAC_UP	-0.816	-0.816	-0.816	0.889	0.397	-1.068	0.536	2.198	1.341	0.700	-3.470
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN	-2.755	0.252	1.119	1.662	-0.704	-0.357	-0.954	0.514	-1.657	2.312	-0.251
MORF_RAB6A MORF_RAB6A	-2.118	-0.300	-0.300	3.331	-0.513	-1.330	0.500	-0.513	1.060	0.753	-0.851
