GO	[-0.69 -0.10]	[-0.10 -0.07]	[-0.07 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.09]	[0.09 0.97]
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-2.512	-0.671	-0.457	-0.958	-1.336	-0.671	0.859	-0.457	0.451	12.296
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.251	-0.689	-0.288	-2.072	-2.988	-0.454	-0.288	-0.689	-0.288	0.689	1.904
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	0.942	-0.927	0.373	-0.570	-0.733	-2.106	0.277	0.772	-1.157	-0.436	4.764
GOCC_PROTEASOME_ACCESSORY_COMPLEX GOCC_PROTEASOME_ACCESSORY_COMPLEX	3.818	0.427	-0.204	-0.204	-0.462	-0.994	-0.994	-0.462	1.215	-0.994	-0.465
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	2.240	-0.846	-0.662	0.319	-0.846	-0.509	-0.385	-0.385	0.319	-2.391	3.861
GOCC_SYNAPTIC_VESICLE_MEMBRANE GOCC_SYNAPTIC_VESICLE_MEMBRANE	-1.800	-0.733	1.443	1.443	-0.733	0.372	0.923	0.249	0.372	0.709	-3.125
GOCC_ELONGATOR_HOLOENZYME_COMPLEX GOCC_ELONGATOR_HOLOENZYME_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	6.245
GOCC_POSTSYNAPTIC_CYTOSKELETON GOCC_POSTSYNAPTIC_CYTOSKELETON	-0.331	3.565	-0.331	-0.331	-0.331	-0.331	0.795	-0.331	-0.331	0.273	-0.332
GOCC_TRANSLOCON_COMPLEX GOCC_TRANSLOCON_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	1.014	-0.248	-0.248	3.057	-0.248	-0.249
GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE GOCC_INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE	-0.207	-0.207	-0.207	-0.207	-0.207	-0.207	3.502	-0.207	0.421	-0.207	-0.208
