GO	[-2.86 -0.23]	[-0.23 -0.15]	[-0.15 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.05]	[0.05 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS	1.765	2.150	4.595	0.604	0.835	-1.134	-2.252	-3.201	-3.201	-1.134	-0.793
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	2.884	1.282	3.905	0.980	-0.675	-0.276	-0.999	-1.445	-2.986	-1.445	-2.078
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	1.864	0.406	3.771	1.149	-0.869	-0.571	-0.571	-2.773	-2.773	-0.869	0.400
TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL	2.025	0.503	4.454	-0.318	0.284	0.284	-1.712	-0.577	-0.998	-1.712	-1.721
TRAVAGLINI_LUNG_BASAL_CELL TRAVAGLINI_LUNG_BASAL_CELL	1.286	0.928	3.256	-0.413	1.286	-0.413	-0.707	-0.707	-1.923	-1.923	-1.175
FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL	3.091	1.401	1.401	1.078	-0.611	-0.611	-0.921	-0.921	-1.350	-2.858	-0.397
BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS	0.788	1.108	4.084	1.108	-0.495	-0.495	-0.816	-2.093	-1.306	-1.306	-0.500
LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3 LAKE_ADULT_KIDNEY_C7_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S3	0.928	1.286	3.872	0.389	0.389	-0.413	-1.167	-1.167	-1.923	-0.707	-1.175
BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS BUSSLINGER_GASTRIC_LYZ_POSITIVE_CELLS	0.864	1.676	3.341	0.557	-0.527	-0.283	-0.931	-1.628	-0.931	-0.931	-0.938
FAN_OVARY_CL2_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_1 FAN_OVARY_CL2_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_1	1.445	0.934	1.445	0.934	0.235	-0.379	-0.873	-0.873	-0.873	-0.873	-0.877
LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR	1.337	0.457	2.178	0.457	0.271	0.697	-0.560	-1.411	-0.560	-0.901	-2.231
BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS BUSSLINGER_ESOPHAGEAL_QUIESCENT_BASAL_CELLS	1.290	0.458	2.495	0.199	-0.956	0.458	0.199	-0.435	-0.956	-0.956	-0.961
