GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.22]	[0.22 0.38]	[0.38 2.90]
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	0.250	-1.283	-2.764	-0.569	0.250	-0.359	-0.359	0.406	-0.866	0.609	6.129
GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP	-1.919	-1.164	-0.705	-0.227	-0.227	-1.919	-0.227	2.165	-0.227	0.390	3.199
GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN GSE22229_RENAL_TRANSPLANT_VS_HEALTHY_PBMC_DN	-0.477	-1.541	-1.541	-0.864	-0.864	-0.477	0.617	-0.249	0.617	2.333	2.297
GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN	-0.601	-0.601	-1.029	-0.601	-1.751	0.754	-1.029	-0.336	0.754	0.754	4.260
GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA5_STIM_CD8_TCELL_DN	-2.298	-0.365	-0.955	-0.955	-0.955	0.642	-0.603	0.417	0.417	2.049	2.473
GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP	-0.341	-0.526	0.604	-1.599	-0.782	-0.341	-1.599	-0.341	-0.341	0.834	5.070
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN	-0.705	-1.164	-0.705	-0.227	0.390	-0.705	-0.227	-0.705	-0.412	0.390	5.892
GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP	-0.392	0.410	0.967	-0.679	-1.130	-0.392	-0.679	0.410	-1.877	0.226	3.914
GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_UP	-0.473	-0.786	-0.786	-2.045	-0.270	-0.473	1.149	0.334	-0.270	-0.270	4.118
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_DN GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_DN	-0.392	-1.130	-0.679	-1.877	-0.392	0.226	-0.392	0.226	0.967	0.410	3.914
GSE18893_TCONV_VS_TREG_24H_CULTURE_DN GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	-0.318	-0.996	-0.996	-0.996	0.503	-0.318	-1.709	0.285	1.551	0.503	2.510
GSE25677_MPL_VS_R848_STIM_BCELL_DN GSE25677_MPL_VS_R848_STIM_BCELL_DN	0.289	-3.104	-0.490	-1.075	-1.075	0.448	0.648	0.448	0.289	0.890	2.202
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_DN	-0.955	0.919	-0.955	-0.603	-0.955	-0.603	0.919	-1.478	0.642	0.417	2.980
