GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.13]	[0.13 0.22]	[0.22 1.47]
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	-0.260	3.245	0.544	-0.695	-0.435	0.544	-1.620	-1.072	2.729	-1.072	-1.647
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	-1.302	-0.494	-1.302	-2.087	-1.302	-0.285	0.318	0.524	1.480	1.904	1.869
GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN GSE20198_UNTREATED_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	-0.679	0.658	2.765	0.967	-1.877	-1.877	0.967	-0.679	0.226	0.226	-0.694
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	-0.227	-1.164	1.285	-1.164	-0.227	-0.412	-0.705	-1.919	0.390	0.390	3.806
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN	2.729	0.792	0.792	-0.260	0.347	-0.695	-1.072	-1.072	-2.467	-0.695	1.062
GSE45365_WT_VS_IFNAR_KO_BCELL_DN GSE45365_WT_VS_IFNAR_KO_BCELL_DN	-1.247	-1.247	-1.247	-0.642	-0.320	-0.320	-0.320	1.311	0.283	1.813	1.785
GSE27786_NEUTROPHIL_VS_MONO_MAC_UP GSE27786_NEUTROPHIL_VS_MONO_MAC_UP	0.454	-1.373	-1.373	-0.736	-0.385	0.758	-1.373	0.454	0.231	2.114	1.118
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MONOCYTE_DN	-0.227	-1.919	-0.705	1.285	0.629	-0.412	-1.164	1.699	-0.412	1.699	-1.184
GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_UP GSE360_DC_VS_MAC_B_MALAYI_HIGH_DOSE_UP	0.302	-0.300	-0.515	-1.337	2.817	-0.515	0.501	1.430	-0.842	0.501	-2.157
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP	-1.063	-0.354	-0.627	2.941	-0.354	1.439	0.720	-1.793	-0.354	0.454	-1.081
GSE15330_HSC_VS_PRO_BCELL_UP GSE15330_HSC_VS_PRO_BCELL_UP	1.238	-1.961	1.641	0.601	-1.199	0.371	-0.732	-0.732	0.371	1.238	-1.219
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	-1.233	-0.759	-0.452	0.352	-2.003	2.525	-0.452	1.193	0.352	1.193	-0.776
GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_UP GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_UP	0.947	-0.249	-0.864	2.333	-0.864	-0.249	0.360	-0.864	-0.864	1.808	-1.561
