GO	[-1.85 -0.28]	[-0.28 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.24]	[0.24 0.33]	[0.33 0.46]	[0.46 17.21]
GOCC_CYTOSOLIC_RIBOSOME GOCC_CYTOSOLIC_RIBOSOME	-0.276	8.256	4.939	0.500	-0.670	-1.431	-2.044	-1.431	-2.044	-1.431	-1.426
HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA	-0.663	-0.663	-0.663	-0.663	3.564	-0.663	-0.248	-0.663	-0.663	0.362	2.705
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	-0.867	-2.162	-0.536	-0.536	-0.536	0.477	3.240	1.769	-0.317	-1.367	0.724
GOBP_CARDIAC_SEPTUM_DEVELOPMENT GOBP_CARDIAC_SEPTUM_DEVELOPMENT	-0.260	-1.120	1.506	-0.551	-1.120	-0.551	1.506	-0.260	-0.551	2.684	-1.118
GOMF_MANGANESE_ION_BINDING GOMF_MANGANESE_ION_BINDING	2.581	0.717	-1.412	0.215	-0.408	-1.412	-1.412	0.215	0.215	0.215	1.084
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	-0.813	-1.216	0.440	1.555	0.440	-0.528	2.365	0.440	-0.330	-0.330	-2.659
GOCC_MEMBRANE_COAT GOCC_MEMBRANE_COAT	-1.156	0.301	0.478	0.478	-0.301	4.629	0.301	-0.301	-0.490	-1.156	-1.715
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	-1.791	-0.330	1.940	-0.813	0.274	0.909	-1.791	-0.528	-0.813	0.909	1.560
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	-0.223	-0.622	-0.622	0.396	-0.622	-0.223	3.779	-0.622	-0.223	-0.622	0.826
HP_APLASIA_HYPOPLASIA_OF_THE_CLAVICLES HP_APLASIA_HYPOPLASIA_OF_THE_CLAVICLES	0.527	0.235	-0.871	0.527	-0.871	2.733	0.931	-0.378	-0.871	-0.871	-0.377
HP_KETONURIA HP_KETONURIA	3.267	-0.539	-0.539	0.968	-0.539	0.476	-0.539	-0.176	-0.176	-0.539	-0.538
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	-0.414	-0.414	-0.414	4.076	-0.414	-0.414	0.211	-0.414	-0.414	0.211	0.642
HP_ABNORMALITY_OF_THE_ACHILLES_TENDON HP_ABNORMALITY_OF_THE_ACHILLES_TENDON	-0.580	0.434	-0.580	2.215	-0.199	0.434	-0.580	-0.580	-0.580	1.490	-0.579
GOBP_PROGRAMMED_NECROTIC_CELL_DEATH GOBP_PROGRAMMED_NECROTIC_CELL_DEATH	0.527	-0.871	0.931	-0.378	-0.378	-0.871	2.041	-0.871	0.235	-0.871	0.933
GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	-0.580	1.490	0.434	0.892	1.490	-0.199	-0.580	-0.580	-0.580	-0.580	-0.579
GOCC_NUCLEAR_PORE_OUTER_RING GOCC_NUCLEAR_PORE_OUTER_RING	-0.331	-0.331	-0.331	-0.331	0.795	-0.331	-0.331	3.567	0.273	-0.331	-0.331
HP_ABNORMAL_ANTERIOR_CHAMBER_MORPHOLOGY HP_ABNORMAL_ANTERIOR_CHAMBER_MORPHOLOGY	2.041	0.211	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	1.257	0.642
GOBP_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL GOBP_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	-0.331	-0.331	0.795	0.795	2.454	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	-0.249	-0.249	-0.249	1.014	-0.249	-0.249	-0.249	3.059	-0.249	-0.249	-0.248
