GO	[-6.29 -0.68]	[-0.68 -0.17]	[-0.17 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.34]	[0.34 1.00]	[1.00 4.75]
ZAMORA_NOS2_TARGETS_DN ZAMORA_NOS2_TARGETS_DN	2.748	-0.872	-0.378	-0.378	-0.872	0.528	-0.872	-0.872	-0.872	1.444	0.919
WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN WAMUNYOKOLI_OVARIAN_CANCER_LMP_DN	-0.653	-1.096	0.239	-1.835	1.007	1.385	0.239	-1.835	-0.373	0.432	2.272
HUTTMANN_B_CLL_POOR_SURVIVAL_DN HUTTMANN_B_CLL_POOR_SURVIVAL_DN	-0.747	-0.747	-0.747	-0.298	-0.298	2.416	-0.298	-0.747	-0.298	-0.298	3.175
REACTOME_PROTEIN_LOCALIZATION REACTOME_PROTEIN_LOCALIZATION	-1.038	1.671	0.398	-1.038	1.671	0.729	-1.038	-0.492	0.398	-1.038	-0.227
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	-1.289	-0.673	0.264	0.264	2.291	0.264	0.510	1.251	-1.289	0.264	-1.306
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	2.196	1.453	-0.508	-1.566	0.276	-1.102	-1.102	-1.566	0.862	0.276	0.836
SCHUHMACHER_MYC_TARGETS_UP SCHUHMACHER_MYC_TARGETS_UP	0.886	0.886	0.541	0.886	-1.247	-0.642	0.283	-1.247	1.311	-1.247	-0.654
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP	0.826	-0.622	2.080	-0.622	-0.622	0.826	-0.223	0.826	-0.622	-0.622	-0.630
BUFFA_HYPOXIA_METAGENE BUFFA_HYPOXIA_METAGENE	3.281	-0.539	-0.539	0.477	-0.539	-0.539	-0.539	-0.539	0.477	0.477	-0.180
ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP ODONNELL_TARGETS_OF_MYC_AND_TFRC_UP	-0.456	-0.456	-0.456	-0.456	-0.456	-0.456	-0.456	0.187	2.761	0.579	1.138
SILIGAN_BOUND_BY_EWS_FLT1_FUSION SILIGAN_BOUND_BY_EWS_FLT1_FUSION	-0.414	-0.414	1.260	2.991	-0.414	-0.414	-0.414	0.211	0.211	-0.414	-0.420
HOELZEL_NF1_TARGETS_DN HOELZEL_NF1_TARGETS_DN	0.187	0.187	-0.456	0.187	-0.456	-0.456	-0.456	0.579	3.783	-0.456	-0.462
PID_NETRIN_PATHWAY PID_NETRIN_PATHWAY	-0.497	-0.497	1.055	-0.497	1.055	1.055	-0.497	-0.497	-0.497	1.055	-0.504
