GO	[-7.27 -0.50]	[-0.50 -0.34]	[-0.34 -0.17]	[-0.17 -0.08]	[-0.08 -0.02]	[-0.02 0.00]	[0.00 0.08]	[0.08 0.16]	[0.16 0.30]	[0.30 0.69]	[0.69 14.17]
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_NEGATIVE ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_NEGATIVE	-1.304	1.227	-4.071	-4.071	-4.071	16.492	-2.299	-2.299	-2.299	0.751	4.252
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP	-0.782	0.546	-0.471	-2.031	-2.031	16.514	-0.471	-1.259	-1.259	-1.259	-0.273
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-3.555	-2.079	0.961	1.840	4.446	0.285	2.390	0.634	0.285	-4.220	-4.240
KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE	0.254	4.815	-0.624	-1.782	-1.782	0.716	-1.057	-0.354	-0.624	-1.057	2.347
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_UP	-2.672	-1.689	0.733	1.942	2.590	-0.580	1.653	0.421	-0.301	-0.580	-3.353
HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_3DY_DN HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_3DY_DN	1.649	-0.363	-1.326	-1.326	-0.363	-0.363	-1.326	0.480	0.247	-1.326	4.902
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	1.961	1.554	-0.977	-1.501	-2.322	2.901	-0.977	-0.622	-0.622	-0.977	1.185
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP	1.241	1.039	0.549	1.241	-1.064	3.885	-0.385	-2.868	-1.979	-1.064	-1.074
HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	-1.332	-2.821	0.373	3.514	0.561	-0.606	-0.240	1.732	0.561	-0.606	-1.936
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN	2.982	0.784	-0.903	-2.900	-1.874	1.198	-0.512	-1.874	0.465	-0.265	1.691
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_50_TO_60DY_DN SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_50_TO_60DY_DN	-0.623	-0.817	0.816	0.497	-2.092	-3.164	1.226	1.226	3.335	-0.339	-1.064
