GO	[-5.24 -0.62]	[-0.62 -0.21]	[-0.21 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.31]	[0.31 0.71]	[0.71 8.14]
chrYp11 chrYp11	-1.728	-3.631	-4.726	1.031	3.256	6.055	5.536	-0.551	-2.221	-3.631	-1.334
chr7q34 chr7q34	-0.956	-3.634	-2.571	1.998	3.529	1.084	1.743	0.262	-0.594	-0.456	-1.466
chr13q31 chr13q31	-0.676	-0.676	-0.938	1.254	3.398	3.849	-0.475	-0.676	-0.676	-2.260	-1.278
chrXq27 chrXq27	-0.841	-0.841	-1.196	2.750	0.994	1.595	2.333	-0.382	-2.323	-0.841	-1.676
chr2p13 chr2p13	-0.485	-3.503	3.830	0.256	0.362	-1.436	-0.865	-0.865	1.020	2.367	-0.657
chrXq23 chrXq23	0.539	-0.841	-1.673	0.367	-0.841	1.277	6.488	-0.576	-1.673	-0.576	-0.578
MT MT	-0.860	-0.476	-0.476	0.940	-1.532	-1.532	-1.532	1.332	0.940	1.332	0.938
chr9p24 chr9p24	3.782	0.269	0.558	-0.695	-1.736	-1.736	0.269	-1.301	-0.960	0.558	1.813
chr3p12 chr3p12	-0.785	0.459	-1.746	0.459	0.676	-0.315	3.915	-0.507	-2.610	0.459	-0.316
chr10q24 chr10q24	-1.872	1.005	1.197	-1.546	-1.024	-1.024	-1.265	3.027	1.197	-0.381	0.536
chr15q15 chr15q15	0.301	0.301	1.323	-0.301	-1.579	-3.020	-1.579	-0.565	2.450	0.892	0.888
chrXq21 chrXq21	-0.969	0.496	-0.969	0.859	3.366	1.609	-0.719	0.496	-1.283	-1.673	-0.721
chr8q12 chr8q12	0.857	1.112	-3.481	0.451	0.451	0.636	0.636	0.857	-0.457	-1.334	-1.337
chr21q11 chr21q11	0.409	-0.392	-1.864	0.654	2.204	0.654	0.654	0.226	-1.864	-1.123	0.225
chr16q24 chr16q24	0.768	1.439	1.710	-1.274	-1.632	-1.274	-1.274	-0.981	0.321	0.768	1.187
chr16q22 chr16q22	1.105	1.105	0.752	-1.440	-1.440	-1.440	-2.543	0.752	0.474	0.919	0.749
chr7p12 chr7p12	1.899	-0.235	-0.644	0.588	1.503	-0.644	1.151	-2.361	-0.644	-0.644	-0.646
chrXp21 chrXp21	-0.625	-0.934	-0.934	-0.405	4.498	0.357	0.539	0.763	-1.361	-0.625	-0.252
chr2q21 chr2q21	1.297	0.292	-2.002	-0.429	3.091	0.403	0.872	-0.429	-0.579	-1.604	-0.768
