GO	[-2.13 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.22]	[0.22 0.38]	[0.38 2.90]
MORF_G22P1 MORF_G22P1	4.318	3.790	1.011	0.758	-0.243	-0.580	-2.354	-0.849	-3.316	-0.849	-3.373
MORF_ANP32B MORF_ANP32B	4.645	3.650	0.620	1.349	0.444	-0.647	-1.674	-1.674	-1.674	-1.674	-4.069
MORF_NPM1 MORF_NPM1	2.131	5.439	1.162	0.681	0.338	-0.405	-0.593	-1.166	-2.128	-2.849	-3.938
MORF_NME2 MORF_NME2	2.255	4.395	1.433	-0.259	-0.259	-0.435	0.347	-1.619	-2.466	-2.466	-2.509
MORF_CTBP1 MORF_CTBP1	3.928	2.134	1.133	2.134	-0.967	-0.676	-0.459	-1.352	-1.352	-1.859	-3.590
MORF_EIF3S6 MORF_EIF3S6	5.449	1.902	0.919	0.919	-0.300	-0.715	-1.502	-1.047	-1.502	-1.047	-3.113
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	3.928	1.432	1.133	0.454	0.643	0.454	-0.459	-2.543	-3.529	-1.859	-1.392
GNF2_DAP3 GNF2_DAP3	2.337	2.337	1.528	1.912	0.262	-1.252	-0.548	-2.720	-1.836	-1.252	-1.876
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	2.421	3.889	1.622	-0.439	0.503	-0.672	-0.439	-2.056	-0.672	-2.056	-3.026
MORF_EIF4A2 MORF_EIF4A2	2.393	3.292	0.368	0.368	0.758	1.011	-0.849	-1.695	-1.695	-1.695	-3.373
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	3.459	3.926	-0.702	1.252	0.269	-0.974	-0.493	-1.765	-3.080	-0.336	-1.365
MORF_ERH MORF_ERH	3.345	1.759	0.411	2.237	-1.130	0.226	-1.876	-1.130	-1.130	-0.678	-1.908
MORF_DAP3 MORF_DAP3	2.197	2.197	0.626	3.083	-0.327	-0.759	-1.101	-1.565	-0.759	-1.101	-3.199
MORF_PPP1CA MORF_PPP1CA	5.136	1.876	0.364	1.479	-0.671	-1.583	-0.671	-1.042	-1.583	-1.583	-0.694
GCM_NPM1 GCM_NPM1	2.592	3.626	-0.286	0.735	0.735	-0.742	-0.742	-1.131	-0.742	-2.551	-1.728
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	2.849	2.039	1.359	0.602	0.602	-0.491	-0.491	-1.926	-1.409	-2.619	-1.451
