GO	[-5.41 -0.81]	[-0.81 -0.36]	[-0.36 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.02]	[0.02 0.41]	[0.41 1.00]	[1.00 5.77]
PUJANA_BRCA_CENTERED_NETWORK PUJANA_BRCA_CENTERED_NETWORK	-0.759	-1.102	-1.102	-1.102	0.626	-0.508	-0.759	2.622	2.196	-2.206	2.149
GUO_HEX_TARGETS_UP GUO_HEX_TARGETS_UP	-0.913	-0.913	-0.406	4.202	-0.913	0.217	-0.406	-0.913	-0.406	0.877	0.863
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-0.544	-1.631	-0.544	0.808	0.808	1.715	2.504	0.253	-2.281	-1.156	-0.368
REACTOME_O_LINKED_GLYCOSYLATION REACTOME_O_LINKED_GLYCOSYLATION	4.949	0.579	-0.456	0.187	-0.456	-0.456	-0.456	-0.456	0.187	-0.456	-0.462
BILD_SRC_ONCOGENIC_SIGNATURE BILD_SRC_ONCOGENIC_SIGNATURE	0.528	-0.872	-0.872	-0.872	0.528	2.051	-0.378	-0.872	-0.872	0.934	0.919
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	-0.997	-0.463	-0.997	-0.203	-0.463	1.757	-0.997	3.077	-0.463	0.427	-0.209
PID_TXA2PATHWAY PID_TXA2PATHWAY	1.831	-0.705	1.212	-0.705	-0.705	0.332	-0.705	1.212	-0.705	-0.705	0.326
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	5.448	-0.539	-0.539	-0.176	-0.539	-0.176	-0.176	-0.176	-0.539	-0.539	-0.180
TIEN_INTESTINE_PROBIOTICS_2HR_DN TIEN_INTESTINE_PROBIOTICS_2HR_DN	-0.581	-0.581	0.609	-1.164	-0.279	0.324	-0.581	-1.164	0.324	0.324	3.974
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	-0.767	-0.767	-1.415	-1.415	0.428	1.087	1.087	2.032	-0.408	0.215	0.209
REACTOME_IRON_UPTAKE_AND_TRANSPORT REACTOME_IRON_UPTAKE_AND_TRANSPORT	-0.497	1.738	0.525	-0.497	1.055	-0.497	-0.497	-0.497	-0.497	-0.497	1.043
URS_ADIPOCYTE_DIFFERENTIATION_UP URS_ADIPOCYTE_DIFFERENTIATION_UP	0.187	-0.456	-0.456	-0.456	-0.456	0.187	3.783	-0.456	0.187	-0.456	0.572
WALLACE_PROSTATE_CANCER_UP WALLACE_PROSTATE_CANCER_UP	-0.248	0.361	-0.248	-0.248	-0.248	4.481	-0.248	-0.248	-0.248	-0.248	-0.252
OZEN_MIR125B1_TARGETS OZEN_MIR125B1_TARGETS	-0.331	2.461	0.796	-0.331	-0.331	0.796	-0.331	-0.331	-0.331	-0.331	-0.335
