GO	[-5.62 -0.67]	[-0.67 -0.35]	[-0.35 -0.18]	[-0.18 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.25]	[0.25 0.52]	[0.52 1.06]	[1.06 6.47]
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-3.414	2.206	14.802	11.185	-0.930	-7.837	-0.452	0.352	-2.895	-7.837	-7.865
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	-2.036	-2.946	-2.946	-2.036	3.796	19.764	0.968	-2.946	-2.946	-1.424	-0.992
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-2.103	1.685	7.708	12.074	-1.663	-5.281	-0.566	0.311	-4.141	-4.141	-2.654
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	-1.363	-2.863	-2.863	-2.863	2.947	18.229	1.031	-2.863	-2.863	-1.363	-0.409
REACTOME_ANTIMICROBIAL_PEPTIDES REACTOME_ANTIMICROBIAL_PEPTIDES	-2.232	-1.252	-3.987	-2.232	3.936	19.569	-1.252	-3.987	-0.918	-0.461	-0.316
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	-1.676	-3.279	-3.279	-2.327	3.692	17.732	0.997	-2.327	-2.327	-1.198	-0.582
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.311	-3.373	-3.373	-2.161	4.974	16.902	0.408	-3.373	-3.373	-1.043	-0.315
REACTOME_CD22_MEDIATED_BCR_REGULATION REACTOME_CD22_MEDIATED_BCR_REGULATION	-0.738	-2.530	-2.530	-1.677	3.030	18.355	0.499	-2.530	-2.530	-1.677	-1.128
REACTOME_DEFENSINS REACTOME_DEFENSINS	-2.115	-1.328	-2.115	-2.115	2.773	18.150	-0.513	-2.115	-2.115	-0.300	-1.334
WP_MRNA_PROCESSING WP_MRNA_PROCESSING	-2.279	0.645	8.292	8.872	-1.440	-2.835	-0.486	0.645	-1.126	-3.515	-5.552
REACTOME_FCGR_ACTIVATION REACTOME_FCGR_ACTIVATION	-0.935	-1.963	-1.963	-1.963	2.491	19.268	0.357	-1.363	-2.863	-1.363	-1.370
REACTOME_S_PHASE REACTOME_S_PHASE	-0.722	10.754	3.532	2.223	-1.448	-4.567	-0.310	0.662	-2.174	-3.170	-5.527
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	-1.773	4.732	3.299	5.959	-0.979	-4.113	0.832	0.832	-1.469	-4.113	-6.680
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	-2.041	0.586	0.742	3.774	-0.267	-4.383	5.880	3.774	-2.487	-4.383	-5.330
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	-4.141	1.169	-1.300	3.377	-1.003	-4.141	1.415	6.094	2.295	-4.141	-4.158
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.811	-2.811	-0.738	1.881	0.482	-3.603	7.294	6.727	-0.380	-2.811	-3.618
REACTOME_MITOTIC_SPINDLE_CHECKPOINT REACTOME_MITOTIC_SPINDLE_CHECKPOINT	-1.262	6.908	2.651	4.324	-0.507	-4.613	0.368	-0.507	-0.950	-4.613	-4.629
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-2.033	-2.735	-0.554	2.556	0.363	-2.033	9.195	4.370	-2.735	-3.737	-2.043
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-0.962	-4.071	-3.034	-1.740	1.511	15.646	0.559	-3.034	-0.962	-0.491	0.553
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	-0.714	10.782	1.370	4.205	-1.642	-2.489	-1.642	-0.452	-2.489	-2.489	-2.497
REACTOME_COMPLEMENT_CASCADE REACTOME_COMPLEMENT_CASCADE	-0.392	-2.846	-2.846	-2.227	2.880	14.594	0.468	-3.641	-1.733	0.468	-0.762
REACTOME_BETA_DEFENSINS REACTOME_BETA_DEFENSINS	-1.699	-1.699	-1.699	-1.699	2.518	15.746	-0.574	-1.699	-1.699	-0.318	-0.995
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-2.416	-0.469	0.531	3.351	0.272	-3.871	6.132	4.649	-2.416	-3.871	-3.887
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	-2.290	-0.582	0.312	3.573	0.440	-3.718	6.464	4.003	-2.290	-3.718	-3.733
