GO	[-6.33 -1.23]	[-1.23 -0.35]	[-0.35 0.41]	[0.41 0.86]	[0.86 1.25]	[1.25 1.58]	[1.58 1.95]	[1.95 2.36]	[2.36 3.07]	[3.07 4.18]	[4.18 19.62]
CORRE_MULTIPLE_MYELOMA_UP CORRE_MULTIPLE_MYELOMA_UP	0.822	3.991	-0.953	-0.953	-0.434	-0.953	-0.953	-0.434	0.200	1.285	-0.438
BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE	-1.310	1.149	1.447	0.314	-0.652	1.778	-0.289	-3.451	-0.652	-0.442	0.648
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN ALCALAY_AML_BY_NPM1_LOCALIZATION_DN	3.686	1.702	-0.418	-0.418	-2.136	-0.606	0.654	-1.595	-0.418	-0.418	-0.285
PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP	-1.077	0.685	0.372	-1.077	1.090	0.372	-0.520	-1.077	0.372	2.153	-1.084
SAFFORD_T_LYMPHOCYTE_ANERGY SAFFORD_T_LYMPHOCYTE_ANERGY	0.599	-0.729	-1.950	0.599	-1.192	2.571	-0.431	-0.241	-0.431	1.626	-0.737
BROWNE_HCMV_INFECTION_6HR_UP BROWNE_HCMV_INFECTION_6HR_UP	-0.953	2.477	-0.953	0.822	-0.434	0.822	0.458	0.458	-0.953	-0.434	-0.959
KAMMINGA_EZH2_TARGETS KAMMINGA_EZH2_TARGETS	0.608	-0.580	0.608	0.608	2.571	-1.160	-0.580	-0.279	-1.160	0.608	-1.168
MARZEC_IL2_SIGNALING_UP MARZEC_IL2_SIGNALING_UP	-1.013	0.315	-0.689	-0.454	-2.991	2.322	0.482	0.939	-0.689	0.690	0.474
PRAMOONJAGO_SOX4_TARGETS_UP PRAMOONJAGO_SOX4_TARGETS_UP	0.404	-0.218	0.681	-0.430	-1.451	2.486	1.032	-0.796	-1.451	-0.796	0.398
CERVERA_SDHB_TARGETS_1_UP CERVERA_SDHB_TARGETS_1_UP	1.133	-0.385	1.133	-1.368	-0.385	-0.385	0.755	-1.368	0.453	1.133	-1.377
HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN HOFMANN_MYELODYSPLASTIC_SYNDROM_RISK_DN	-0.497	-0.497	-0.497	-0.497	1.733	-0.497	-0.497	0.167	1.053	-0.497	1.723
TIEN_INTESTINE_PROBIOTICS_6HR_UP TIEN_INTESTINE_PROBIOTICS_6HR_UP	-1.077	-0.520	1.582	1.090	0.372	1.582	-0.520	-1.077	-0.240	-0.240	-1.084
FARMER_BREAST_CANCER_CLUSTER_1 FARMER_BREAST_CANCER_CLUSTER_1	-0.176	-0.538	-0.538	0.968	0.968	2.373	-0.538	-0.538	-0.538	-0.176	-0.542
TIEN_INTESTINE_PROBIOTICS_2HR_UP TIEN_INTESTINE_PROBIOTICS_2HR_UP	-0.580	-0.580	-0.580	1.490	0.434	-0.580	-0.199	-0.580	1.490	0.893	-0.583
ABE_INNER_EAR ABE_INNER_EAR	3.567	-0.331	-0.331	0.273	0.796	-0.331	-0.331	-0.331	-0.331	-0.331	-0.333
