GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.56]	[-0.56 -0.35]	[-0.35 -0.16]	[-0.16 0.07]	[0.07 0.31]	[0.31 0.53]	[0.53 0.72]	[0.72 0.89]	[0.89 1.00]
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-1.837	-0.671	-0.457	-1.336	-1.336	0.301	-1.336	1.407	1.115	8.551
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.411	0.885	-1.309	-1.805	-1.309	-0.934	0.314	0.314	-1.309	-0.934	3.874
GOCC_PLATELET_ALPHA_GRANULE_LUMEN GOCC_PLATELET_ALPHA_GRANULE_LUMEN	-2.655	0.275	0.908	-0.810	-0.329	-0.329	1.550	1.550	-0.527	0.908	-1.793
GOCC_PHOTORECEPTOR_OUTER_SEGMENT GOCC_PHOTORECEPTOR_OUTER_SEGMENT	-2.549	0.617	1.085	0.290	1.371	-1.364	0.833	0.290	-2.549	0.435	0.431
GOCC_ISWI_TYPE_COMPLEX GOCC_ISWI_TYPE_COMPLEX	4.922	-0.455	0.187	0.187	-0.455	-0.455	-0.455	-0.455	0.187	0.187	-0.457
GOCC_PROTEASOME_ACCESSORY_COMPLEX GOCC_PROTEASOME_ACCESSORY_COMPLEX	3.052	1.215	-0.204	-0.994	-0.204	-0.994	-0.462	-0.204	0.427	-0.462	-0.998
GOCC_CORE_MEDIATOR_COMPLEX GOCC_CORE_MEDIATOR_COMPLEX	4.877	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.273	-0.332
GOCC_MITOTIC_SPINDLE_MICROTUBULE GOCC_MITOTIC_SPINDLE_MICROTUBULE	-0.497	0.167	0.525	-0.497	-0.497	0.167	-0.497	-0.497	-0.497	0.525	3.490
GOCC_ELONGATOR_HOLOENZYME_COMPLEX GOCC_ELONGATOR_HOLOENZYME_COMPLEX	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	0.361	4.459
GOCC_PARANODAL_JUNCTION GOCC_PARANODAL_JUNCTION	-0.331	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	2.453	1.529	-0.331	-0.332
