GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	4.798	-0.513	0.527	0.989	-3.224	-0.660	-0.836	-1.044	1.858	-1.572	-0.297
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	0.382	-0.557	-0.909	0.382	-1.136	0.285	-1.714	0.382	-0.909	-0.557	7.997
GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	2.888	-2.359	-0.700	0.492	0.285	1.537	0.380	-2.359	-1.096	-0.882	1.761
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	3.712	-1.168	-0.352	-0.596	-1.725	-0.263	-1.168	-1.426	1.230	-0.462	2.430
GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP GSE43863_TH1_VS_LY6C_LOW_CXCR5NEG_EFFECTOR_CD4_TCELL_UP	3.001	-1.136	-1.403	-0.318	-0.318	-0.318	-1.136	0.382	-1.403	-0.557	4.030
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.494	3.249	-1.792	1.167	-1.487	-0.633	0.532	-0.379	0.416	-2.545	1.576
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_DN	0.399	0.649	0.301	-1.594	-0.524	-0.301	-2.747	-1.925	1.159	0.649	3.610
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	0.855	1.957	0.318	2.527	0.548	0.548	-1.063	-2.863	-0.844	-0.509	-1.987
GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	2.058	0.293	-0.686	-0.866	-2.333	0.293	0.785	-1.079	0.785	-1.949	2.908
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	0.458	-0.666	-1.113	0.339	-0.266	-0.666	3.556	0.598	1.152	-0.370	-3.992
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP	0.429	-0.872	-0.388	-0.872	-1.707	-2.091	-0.678	0.708	1.281	0.429	4.421
