GO	[-20.07 -0.73]	[-0.73 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.26]	[0.26 0.46]	[0.46 0.96]	[0.96 22.12]
GO:0006914 autophagy	4.593	-0.937	7.297	-0.430	-4.581	-6.757	-5.518	9.392	-0.735	-1.463	-2.188
GO:0005085 guanyl-nucleotide exchange factor activity	2.710	1.404	5.214	-2.246	-7.505	-6.222	-5.242	4.050	-1.023	0.318	0.832
GO:0030659 cytoplasmic vesicle membrane	2.056	-0.377	2.346	-1.356	-5.323	-2.504	-6.550	6.212	-0.853	0.570	1.088
GO:0035579 specific granule membrane	11.287	0.714	0.714	0.363	-3.729	-3.729	-3.729	0.363	-0.247	-1.503	-0.376
GO:0006470 protein dephosphorylation	2.044	1.334	2.905	-0.864	-3.271	-5.353	-4.543	4.273	-0.864	-1.322	1.555
GO:0035580 specific granule lumen	7.364	-0.287	0.728	-1.675	-2.526	-2.526	-2.526	1.324	-0.287	0.316	-0.286
GO:0019216 regulation of lipid metabolic process	2.895	-0.390	1.769	-0.257	-2.765	-3.770	-3.770	0.692	0.914	-0.257	0.693
GO:0032729 positive regulation of interferon-gamma production	4.118	-0.624	1.422	-0.624	-1.781	-1.781	-1.781	-0.624	0.453	0.254	1.040
GO:0016042 lipid catabolic process	2.072	-1.053	2.072	-1.053	-1.379	-1.053	-3.706	-0.581	0.593	0.982	1.763
GO:0008180 COP9 signalosome	2.569	0.216	1.079	-0.764	-1.408	-1.408	-1.408	-0.407	-1.408	1.079	1.512
GO:0031092 platelet alpha granule membrane	5.575	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	0.362	-0.247	-0.662	0.363
GO:0070098 chemokine-mediated signaling pathway	2.802	-0.667	-2.032	-0.667	0.712	0.500	-0.667	-1.422	-0.985	0.500	1.960
GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds	2.176	-0.363	0.480	0.480	-1.325	-1.325	-1.325	1.184	0.480	-0.702	0.247
GO:0030206 chondroitin sulfate biosynthetic process	2.356	0.426	-0.462	-0.994	-0.994	-0.994	-0.994	1.213	-0.204	0.426	0.427
GO:0035589 G-protein coupled purinergic nucleotide receptor signaling pathway	3.769	0.823	-0.621	-0.223	-0.621	-0.223	-0.223	-0.223	-0.621	-0.223	-0.621
