GO	[-6.23 -0.79]	[-0.79 -0.29]	[-0.29 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.29]	[0.29 0.63]	[0.63 5.89]
chrYp11 chrYp11	-1.331	-2.221	-3.631	0.333	10.883	2.865	2.155	-0.551	-2.838	-2.221	-1.334
chr7q34 chr7q34	-1.461	-1.189	-1.461	-0.456	3.529	1.998	2.867	0.262	-1.778	-1.461	0.260
chrXq27 chrXq27	-0.382	-2.323	-0.382	0.748	1.947	1.947	2.750	-0.576	-1.673	-1.196	-1.676
chrXq26 chrXq26	-1.252	-0.328	0.644	2.231	-1.252	1.428	3.206	0.378	-1.562	-1.562	-1.934
chr20p13 chr20p13	-0.301	-0.301	-0.429	-1.405	0.959	-2.314	-2.942	1.728	-0.301	1.190	2.029
chr15q23 chr15q23	0.288	0.676	2.409	0.288	-0.315	-0.507	-1.746	-2.610	-0.315	-1.180	2.405
chr1p35 chr1p35	-1.081	0.519	-0.829	0.519	-3.432	-0.624	-0.829	-0.624	2.448	2.448	0.857
chr13q31 chr13q31	-0.475	-0.676	-0.676	-0.676	2.574	2.574	1.541	-0.676	-2.990	-0.324	-0.679
chr7p11 chr7p11	-1.089	-3.107	-0.327	0.620	-0.327	1.119	3.001	1.119	-0.327	-0.752	-1.092
chr2q22 chr2q22	-0.389	0.560	-1.924	1.375	1.062	0.373	3.006	-1.330	-0.908	-1.924	-0.391
chr2q21 chr2q21	2.410	-0.994	-2.002	0.292	1.543	0.537	0.693	0.537	-2.479	-1.271	0.401
chr16p12 chr16p12	0.809	1.201	0.500	0.809	-1.929	-1.252	-2.875	-0.773	0.378	1.676	0.498
MT MT	0.359	0.359	-0.476	0.614	-1.532	-1.532	-1.532	1.788	0.614	-0.250	0.938
chr7q35 chr7q35	0.876	0.422	-0.834	-1.240	-0.834	1.501	1.168	0.876	-2.693	-0.546	0.421
chr10q21 chr10q21	1.763	0.312	-2.907	0.312	1.763	-0.581	0.312	-1.784	0.439	0.775	-0.793
chr7q36 chr7q36	-0.274	1.405	2.918	-0.701	-1.185	-2.922	-0.274	-0.384	-0.274	0.330	0.449
chr2p13 chr2p13	0.491	-1.436	1.491	-1.814	-0.485	-0.351	-1.436	0.256	2.367	1.020	-0.353
