GO	[-6.16 -0.94]	[-0.94 -0.60]	[-0.60 -0.34]	[-0.34 -0.13]	[-0.13 0.00]	[0.00 0.00]	[0.00 0.18]	[0.18 0.45]	[0.45 0.86]	[0.86 1.96]	[1.96 23.61]
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-1.676	0.311	1.704	0.756	1.180	-5.321	3.037	0.756	1.430	-2.662	-5.357
KEGG_RIBOSOME KEGG_RIBOSOME	0.560	2.690	3.578	1.003	-0.351	-3.673	0.391	0.256	-1.456	-3.673	-1.473
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.363	0.632	0.809	4.730	-0.501	-4.449	0.480	1.757	-0.363	-1.863	-2.922
KEGG_ENDOCYTOSIS KEGG_ENDOCYTOSIS	-4.520	-0.383	0.421	1.022	-1.038	-3.240	-0.652	3.811	1.435	0.843	0.308
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.786	4.400	1.134	0.786	-0.993	-1.703	0.285	-0.574	-0.574	-1.703	-1.714
KEGG_STEROID_HORMONE_BIOSYNTHESIS KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.245	-0.951	-2.288	-2.288	0.245	2.031	0.640	-0.601	-0.601	0.416	2.973
KEGG_CITRATE_CYCLE_TCA_CYCLE KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.341	3.573	0.838	-0.341	1.727	-0.672	0.264	-0.672	-1.286	-1.286	-1.295
KEGG_PEROXISOME KEGG_PEROXISOME	-0.243	0.752	2.360	4.245	-0.845	-1.204	-1.204	-1.684	-0.845	-0.243	-0.588
KEGG_ARGININE_AND_PROLINE_METABOLISM KEGG_ARGININE_AND_PROLINE_METABOLISM	2.092	3.079	0.949	-2.246	-0.348	-0.348	-0.923	-0.348	-0.348	-0.579	-1.448
KEGG_DNA_REPLICATION KEGG_DNA_REPLICATION	-0.453	-0.829	1.868	1.395	0.381	-1.494	0.648	0.987	-0.234	-1.494	-1.504
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-1.287	-0.748	0.598	0.775	0.321	-2.629	3.480	0.775	0.598	-0.400	-1.671
KEGG_REGULATION_OF_AUTOPHAGY KEGG_REGULATION_OF_AUTOPHAGY	-1.453	-0.797	0.404	-0.218	0.682	4.484	-0.797	-0.430	-0.797	0.682	-0.805
KEGG_ECM_RECEPTOR_INTERACTION KEGG_ECM_RECEPTOR_INTERACTION	0.452	-0.674	-2.524	-0.962	-0.962	-0.301	1.121	-0.962	2.105	0.301	2.080
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.696	-0.406	-1.971	-2.874	0.358	0.541	-0.628	-0.251	0.767	1.346	-0.256
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-1.037	-1.037	-1.037	-0.222	2.258	1.152	-0.222	-0.222	-1.037	0.398	0.721
KEGG_SELENOAMINO_ACID_METABOLISM KEGG_SELENOAMINO_ACID_METABOLISM	1.035	2.061	0.645	1.035	-0.550	-1.120	-0.260	-1.120	-0.260	-0.550	-1.127
KEGG_P53_SIGNALING_PATHWAY KEGG_P53_SIGNALING_PATHWAY	-0.913	-0.913	0.794	0.373	-0.607	-1.935	-0.913	1.386	3.040	0.373	-0.397
