GO	[-1.46 -0.33]	[-0.33 -0.22]	[-0.22 -0.15]	[-0.15 -0.10]	[-0.10 -0.04]	[-0.04 0.02]	[0.02 0.07]	[0.07 0.14]	[0.14 0.22]	[0.22 0.38]	[0.38 2.90]
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.712	2.552	1.313	1.683	0.483	-0.491	-0.300	-2.606	-1.736	-1.166	-1.791
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1.157	2.472	1.543	0.825	0.335	-0.473	-0.270	-2.052	-1.271	-1.271	-2.103
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1.086	3.120	1.779	1.086	-0.238	-0.390	-0.611	-1.956	-1.351	-1.351	-2.018
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.685	2.040	2.040	0.685	0.685	-0.314	-0.314	-1.772	-1.196	-1.196	-2.715
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	0.629	0.629	2.657	1.148	0.868	0.277	-0.327	-0.762	-1.575	-3.164	-1.634
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.491	1.491	1.491	0.792	0.526	-0.494	-0.285	-2.094	-0.816	-1.306	-2.147
REACTOME_CELLULAR_RESPONSE_TO_STARVATION REACTOME_CELLULAR_RESPONSE_TO_STARVATION	0.923	1.233	3.978	0.660	-0.329	-0.329	-0.530	-1.227	-1.809	-1.227	-1.275
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	0.626	1.410	2.113	1.744	-0.313	0.439	-0.476	-1.390	-1.390	-1.390	-1.976
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.792	1.491	2.399	0.526	0.318	-0.285	-0.285	-1.306	-1.306	-0.816	-2.147
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	0.792	1.920	1.491	0.526	0.526	-0.494	-0.285	-0.816	-1.306	-0.816	-2.147
REACTOME_RAC1_GTPASE_CYCLE REACTOME_RAC1_GTPASE_CYCLE	-1.882	-1.882	-1.289	0.250	0.250	0.250	-0.570	0.612	1.157	2.302	0.817
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.304	-0.747	0.304	-0.298	-0.747	0.658	-0.298	4.112	-0.298	-0.747	-0.766
REACTOME_CDC42_GTPASE_CYCLE REACTOME_CDC42_GTPASE_CYCLE	-2.009	-0.761	-1.236	0.353	-0.452	0.353	-0.761	1.200	1.200	2.047	-0.272
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	1.628	2.294	0.611	-0.789	-0.789	-0.789	-0.789	0.279	-0.324	-0.324	-0.336
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS	0.211	-0.414	-0.414	-0.414	-0.414	-0.414	-0.414	1.263	-0.414	0.211	2.952
REACTOME_NEPHRIN_FAMILY_INTERACTIONS REACTOME_NEPHRIN_FAMILY_INTERACTIONS	-0.456	-0.456	-0.456	-0.456	-0.456	1.153	0.187	1.887	1.153	-0.456	-0.467
