GO	[-5.99 -0.58]	[-0.58 -0.24]	[-0.24 -0.11]	[-0.11 -0.02]	[-0.02 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.18]	[0.18 0.32]	[0.32 0.67]	[0.67 6.04]
GOCC_IMMUNOGLOBULIN_COMPLEX GOCC_IMMUNOGLOBULIN_COMPLEX	-2.456	-5.263	-6.487	-6.487	21.902	36.195	-2.456	-5.263	-4.341	-3.596	-2.442
GOCC_T_CELL_RECEPTOR_COMPLEX GOCC_T_CELL_RECEPTOR_COMPLEX	-0.478	-2.607	-4.795	-5.986	15.374	26.652	-2.118	-3.906	-5.986	-3.194	-1.066
GOMF_ODORANT_BINDING GOMF_ODORANT_BINDING	-0.291	-1.788	-3.715	-2.914	11.352	19.881	-3.715	-3.715	-2.914	-1.383	-1.375
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	-5.486	-2.022	8.029	13.564	-1.133	-6.483	2.227	1.271	-1.682	-2.861	-5.466
GOCC_KERATIN_FILAMENT GOCC_KERATIN_FILAMENT	-0.301	-2.920	-2.920	-2.920	13.653	13.653	-1.651	-2.920	-2.920	-2.198	-0.891
GOCC_SPLICEOSOMAL_COMPLEX GOCC_SPLICEOSOMAL_COMPLEX	-5.636	-0.979	0.425	3.616	-0.621	-5.636	8.225	5.504	0.829	-4.105	-6.619
GOBP_REGULATION_OF_TRANSLATION_NCRNA_MEDIATED GOBP_REGULATION_OF_TRANSLATION_NCRNA_MEDIATED	-0.538	-2.696	-1.477	-1.477	10.734	10.003	-1.999	-1.078	-1.078	-1.078	-2.686
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-3.711	0.866	2.799	2.799	-3.134	-7.448	3.453	1.242	1.242	-1.231	-3.694
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-3.687	-0.428	-0.326	1.256	-2.268	-5.861	4.407	3.364	3.046	0.596	-5.839
GOBP_OXIDATIVE_PHOSPHORYLATION GOBP_OXIDATIVE_PHOSPHORYLATION	-3.327	-0.904	-0.284	2.421	-1.452	-3.327	8.028	3.450	1.104	-2.729	-4.034
GOBP_DNA_INTEGRITY_CHECKPOINT GOBP_DNA_INTEGRITY_CHECKPOINT	-2.977	0.463	3.081	3.806	-2.456	-5.263	2.131	1.592	0.934	-1.318	-5.244
GOMF_HORMONE_ACTIVITY GOMF_HORMONE_ACTIVITY	1.851	-0.905	-3.123	-1.957	4.963	4.963	-2.478	-2.478	-2.478	-1.187	2.511
GOCC_FICOLIN_1_RICH_GRANULE GOCC_FICOLIN_1_RICH_GRANULE	-2.776	-1.616	2.919	1.135	-2.776	-4.562	3.241	2.325	2.614	-0.867	-2.320
