GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.101	-2.812	-0.589	-0.834	-1.565	-2.101	0.488	-0.589	0.890	1.736	9.648
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	2.813	0.328	-1.426	-1.426	-0.668	-0.438	-0.987	-0.276	-2.037	-0.438	6.141
REACTOME_S_PHASE REACTOME_S_PHASE	7.458	0.709	-1.176	-1.176	0.310	-1.176	-0.403	-0.923	-0.923	-1.176	1.308
REACTOME_ELASTIC_FIBRE_FORMATION REACTOME_ELASTIC_FIBRE_FORMATION	-1.783	0.254	0.716	0.254	0.254	-1.058	1.041	-1.783	1.424	1.864	-1.782
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	-0.958	-0.549	-0.958	-0.958	-0.958	0.302	0.820	-0.549	-0.300	0.302	6.010
REACTOME_SUMOYLATION REACTOME_SUMOYLATION	4.294	0.661	-1.165	2.223	-1.165	-0.925	-1.450	-0.556	-0.310	0.292	-0.721
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	4.563	0.256	0.566	-0.829	0.256	-0.351	-0.829	-0.351	0.256	-0.829	-0.828
REACTOME_HDMS_DEMETHYLATE_HISTONES REACTOME_HDMS_DEMETHYLATE_HISTONES	0.930	-0.870	0.930	-0.870	0.930	-0.870	-0.870	-0.870	0.236	-0.378	2.040
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	-0.663	-0.663	-0.247	0.362	-0.247	-0.247	5.584	-0.247	-0.247	-0.663	-0.662
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	-1.608	1.794	0.346	1.076	0.785	-0.692	-0.692	0.541	0.785	-0.692	-2.446
WP_NAD_BIOSYNTHETIC_PATHWAYS WP_NAD_BIOSYNTHETIC_PATHWAYS	0.930	-0.870	0.527	-0.870	0.930	-0.870	-0.378	1.437	0.930	-0.870	-0.869
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	-1.326	-1.326	-0.702	0.247	-1.326	0.247	0.794	0.247	0.247	1.648	1.650
PID_IL8_CXCR2_PATHWAY PID_IL8_CXCR2_PATHWAY	1.579	-0.385	0.754	0.453	0.231	0.231	-1.368	-1.368	-1.368	-0.385	1.581
REACTOME_DECTIN_2_FAMILY REACTOME_DECTIN_2_FAMILY	-1.077	0.371	4.295	0.684	-0.241	-1.077	-0.520	-0.241	-0.241	-0.520	-0.520
PID_ALK2_PATHWAY PID_ALK2_PATHWAY	-0.456	-0.456	2.749	-0.456	0.187	-0.456	-0.456	1.876	0.187	-0.456	-0.455
WP_HIPPOYAP_SIGNALING_PATHWAY WP_HIPPOYAP_SIGNALING_PATHWAY	0.199	-0.953	0.199	0.457	-0.434	0.199	4.852	-0.434	-0.953	-0.434	-0.433
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	-0.456	0.578	-0.456	-0.456	0.578	3.764	0.187	-0.456	-0.456	-0.456	-0.455
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	0.361	4.468
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION	-0.331	2.453	-0.331	-0.331	-0.331	0.795	0.795	-0.331	-0.331	-0.331	-0.331
