GO	[-8.26 -0.74]	[-0.74 -0.35]	[-0.35 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.22]	[0.22 0.51]	[0.51 1.05]	[1.05 6.94]
SETBP1_TARGET_GENES SETBP1_TARGET_GENES	-1.095	1.114	5.841	5.012	-4.589	-7.688	-1.970	3.527	0.379	-0.548	-5.391
TOX4_TARGET_GENES TOX4_TARGET_GENES	-0.473	2.130	3.651	2.691	-7.896	-7.896	-0.770	2.403	1.205	-0.961	-2.932
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-2.252	-1.611	-3.193	-1.144	12.669	1.680	1.680	-1.611	-0.354	-0.797	-1.607
MCM3_TARGET_GENES MCM3_TARGET_GENES	-2.885	0.879	1.458	4.095	-2.885	-4.694	-1.701	5.250	1.458	-0.929	-1.694
MYBL1_TARGET_GENES MYBL1_TARGET_GENES	-1.609	2.418	3.002	5.106	-4.330	-4.330	-0.888	1.046	0.875	-1.094	-2.280
ZZZ3_TARGET_GENES ZZZ3_TARGET_GENES	-0.660	1.885	1.086	5.025	-5.022	-3.902	0.376	2.538	-1.163	-0.885	-1.921
HOXD11_TARGET_GENES HOXD11_TARGET_GENES	-0.885	1.126	1.596	1.862	-4.905	-4.905	-0.681	2.149	3.129	-0.885	-1.773
ZNF547_TARGET_GENES ZNF547_TARGET_GENES	-1.233	1.015	2.268	1.707	-5.100	-6.312	-0.974	0.388	1.978	0.388	0.516
HOXA7_TARGET_GENES HOXA7_TARGET_GENES	-0.417	0.439	5.389	0.593	-3.711	-4.814	-1.382	2.410	0.983	-0.582	-1.050
ARHGAP35_TARGET_GENES ARHGAP35_TARGET_GENES	-1.842	0.936	2.674	3.444	-2.349	-4.897	-1.098	0.561	0.735	0.936	-1.836
HOXC13_TARGET_GENES HOXC13_TARGET_GENES	-0.847	1.386	0.716	0.716	-3.826	-4.938	-0.847	2.997	1.386	0.716	-1.115
PCGF6_TARGET_GENES PCGF6_TARGET_GENES	-1.331	2.118	4.032	1.375	-2.819	-2.819	-0.606	1.062	-0.606	-0.390	-1.328
BCL6B_TARGET_GENES BCL6B_TARGET_GENES	-1.009	0.457	4.005	0.907	-2.302	-3.966	-0.356	1.779	0.345	1.096	-2.762
ZNF133_TARGET_GENES ZNF133_TARGET_GENES	0.388	1.707	0.283	3.256	-2.849	-4.190	-1.233	1.015	-0.320	0.283	0.286
NR1D1_TARGET_GENES NR1D1_TARGET_GENES	-1.141	1.356	1.922	2.240	-3.864	-2.412	-0.332	0.891	0.530	-0.332	-1.137
ZNF704_TARGET_GENES ZNF704_TARGET_GENES	-0.546	1.168	2.288	1.876	-2.694	-2.694	0.422	0.262	0.422	-0.835	-0.832
PPARA_TARGET_GENES PPARA_TARGET_GENES	-0.586	1.096	4.119	0.818	-2.777	-1.890	-0.884	0.581	0.388	-0.374	-0.881
ADNP_TARGET_GENES ADNP_TARGET_GENES	-0.641	-0.641	1.941	-0.301	-2.196	-2.196	-1.226	0.612	1.615	2.679	-0.444
KDM1B_TARGET_GENES KDM1B_TARGET_GENES	-0.360	0.920	1.437	1.164	-2.363	-2.363	-1.797	-0.733	2.427	0.371	0.251
RBM15_TARGET_GENES RBM15_TARGET_GENES	0.482	0.985	0.985	0.482	-1.705	-3.901	-0.834	2.259	1.197	-0.350	-1.355
THRA_TARGET_GENES THRA_TARGET_GENES	-0.668	2.737	0.721	0.721	-2.669	-2.669	-0.909	0.721	0.928	0.721	-0.905
ZNF585B_TARGET_GENES ZNF585B_TARGET_GENES	0.311	1.165	2.284	1.410	-1.660	-4.132	-1.298	-0.412	0.432	0.311	0.313
SIX4_TARGET_GENES SIX4_TARGET_GENES	-0.574	1.129	-0.991	1.997	-0.991	-1.699	-0.991	0.501	-0.318	-0.318	2.001
SOX11_TARGET_GENES SOX11_TARGET_GENES	-0.650	0.998	1.797	0.684	-1.090	-1.823	-1.090	0.998	0.684	-0.650	-0.371
LAMB3_TARGET_GENES LAMB3_TARGET_GENES	-0.373	-0.373	-0.373	-0.373	-0.373	3.244	-0.373	-0.373	0.712	0.240	0.240
