GO	[-4.16 -0.18]	[-0.18 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.02]	[-0.02 0.01]	[0.01 0.04]	[0.04 0.07]	[0.07 0.12]	[0.12 0.19]	[0.19 1.75]
HP_DEVIATION_OF_THE_HALLUX HP_DEVIATION_OF_THE_HALLUX	1.393	-0.619	2.538	0.300	1.393	-0.619	-0.619	-1.221	-0.619	-0.302	-1.221
HP_SMOOTH_PHILTRUM HP_SMOOTH_PHILTRUM	1.341	0.298	0.717	0.482	0.482	0.298	-2.667	0.298	-2.667	0.717	-0.500
HP_GRAY_MATTER_HETEROTOPIA HP_GRAY_MATTER_HETEROTOPIA	0.796	1.585	-1.740	0.504	0.282	0.796	-1.014	0.796	-1.014	0.282	-1.740
HP_ABNORMALITY_OF_THE_PULMONARY_VASCULATURE HP_ABNORMALITY_OF_THE_PULMONARY_VASCULATURE	0.662	0.222	0.981	0.409	-0.397	-0.397	-0.691	-1.915	-0.691	3.473	-1.154
HP_DEVIATION_OF_TOES HP_DEVIATION_OF_TOES	1.711	-0.285	2.228	0.318	0.873	-0.533	-0.945	-0.945	-0.945	0.318	-1.653
HP_HIGHLY_ARCHED_EYEBROW HP_HIGHLY_ARCHED_EYEBROW	3.484	0.639	0.258	0.639	0.639	-1.291	-1.894	-0.349	-1.291	0.258	-0.561
HP_PARAPLEGIA HP_PARAPLEGIA	-0.412	-0.412	-0.412	-1.437	1.552	0.213	0.213	-0.779	2.077	-1.437	1.100
HP_NARROW_PALATE HP_NARROW_PALATE	0.526	0.526	-2.134	0.315	0.315	0.526	-2.134	0.798	-0.831	1.518	-0.287
HP_HYPOPLASIA_OF_THE_PONS HP_HYPOPLASIA_OF_THE_PONS	0.476	-0.542	-0.542	-0.542	-0.542	-0.542	-0.542	-0.177	0.973	3.320	-0.177
HP_ABNORMAL_RENAL_TUBULE_MORPHOLOGY HP_ABNORMAL_RENAL_TUBULE_MORPHOLOGY	-0.200	-0.584	4.094	-0.584	-0.584	-0.584	-0.584	0.433	-0.200	-0.200	0.433
HP_OPTIC_NERVE_HYPOPLASIA HP_OPTIC_NERVE_HYPOPLASIA	-0.626	1.400	-0.626	-0.626	-0.224	0.395	-0.626	-0.626	-0.224	2.920	-0.224
HP_HYPERLIPIDEMIA HP_HYPERLIPIDEMIA	0.395	-0.224	0.395	-0.626	-0.626	-0.626	-0.626	-0.626	2.920	-0.224	0.828
