GO	[-1.54 -0.38]	[-0.38 -0.22]	[-0.22 -0.14]	[-0.14 -0.08]	[-0.08 -0.02]	[-0.02 0.03]	[0.03 0.09]	[0.09 0.15]	[0.15 0.23]	[0.23 0.38]	[0.38 1.75]
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-0.274	-1.103	-0.274	-1.658	-0.720	-2.512	-0.274	-0.274	-0.274	0.762	7.704
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	4.199	1.945	-0.406	-0.914	-0.914	-0.406	-0.406	-0.914	-0.914	-0.914	0.871
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	-0.498	-0.498	-0.498	0.166	-0.498	-0.498	0.525	-0.498	-0.498	1.055	3.504
VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP VANHARANTA_UTERINE_FIBROID_WITH_7Q_DELETION_UP	1.670	1.155	1.155	0.398	0.398	-1.039	-0.222	-1.039	-1.039	-1.039	-0.495
KEGG_PANCREATIC_CANCER KEGG_PANCREATIC_CANCER	-0.241	-1.081	-1.081	-0.522	1.589	-0.522	-0.522	-1.081	0.686	1.094	1.581
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	-0.260	0.791	1.087	1.430	0.346	-1.073	-1.622	-0.260	1.087	-2.469	-0.440
HOELZEL_NF1_TARGETS_UP HOELZEL_NF1_TARGETS_UP	-0.325	0.610	-0.789	0.279	-0.789	-0.789	-0.789	-0.789	1.621	0.610	1.614
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	2.093	2.093	0.529	-0.551	0.529	-0.963	-0.551	-0.301	-0.963	-0.301	-1.675
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	3.040	1.061	0.279	-0.325	-0.789	0.279	-0.789	-0.789	-0.325	-0.789	0.277
LEIN_PONS_MARKERS LEIN_PONS_MARKERS	-0.414	-0.414	-0.414	0.211	0.211	-0.414	4.089	0.211	0.211	-0.414	-0.416
BEIER_GLIOMA_STEM_CELL_UP BEIER_GLIOMA_STEM_CELL_UP	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	4.479	0.361	-0.250
JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	-0.456	1.150	-0.456	1.881	-0.456	-0.456	0.579	-0.456	0.579	-0.456	-0.458
REACTOME_ATTENUATION_PHASE REACTOME_ATTENUATION_PHASE	3.257	-0.373	-0.373	0.712	0.239	-0.373	-0.373	-0.373	-0.373	-0.373	0.238
PID_ARF_3PATHWAY PID_ARF_3PATHWAY	-0.331	-0.331	0.273	3.576	0.273	-0.331	0.273	-0.331	-0.331	-0.331	-0.333
