GO	[-22.20 -0.77]	[-0.77 -0.25]	[-0.25 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.44]	[0.44 0.96]	[0.96 24.36]
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	0.475	0.357	-1.027	-3.550	-3.550	-1.980	-2.418	-2.418	1.374	7.410	6.426
GO:0001666 response to hypoxia	-1.754	1.768	3.567	-2.119	-5.057	-4.265	-2.541	-0.939	3.924	1.768	2.028
GO:0018108 peptidyl-tyrosine phosphorylation	0.345	0.737	2.039	-3.956	-5.674	-2.764	-3.312	0.457	3.625	0.345	3.995
GO:0007411 axon guidance	-2.158	1.554	3.510	-2.158	-5.687	-1.807	-3.547	-0.505	2.298	1.554	3.187
GO:0032496 response to lipopolysaccharide	-0.645	0.648	4.206	-4.153	-2.560	-2.158	-4.857	-0.645	1.554	2.034	3.513
GO:0004713 protein tyrosine kinase activity	0.395	0.821	1.926	-3.786	-5.479	-2.619	-2.619	0.292	2.502	0.517	4.252
GO:0038111 interleukin-7-mediated signaling pathway	0.259	0.385	3.713	-1.765	-3.064	-4.102	-2.326	-0.982	1.470	0.541	4.179
GO:0001649 osteoblast differentiation	-1.884	2.284	1.941	-0.568	-3.214	-3.214	-3.214	-0.789	2.284	0.648	2.654
GO:0001822 kidney development	-0.521	1.081	1.909	-2.768	-1.282	-4.641	-3.554	0.663	1.909	0.356	2.965
GO:0002576 platelet degranulation	0.388	-0.644	1.624	-1.895	-2.408	-3.045	-2.408	-1.139	5.571	0.697	2.944
GO:0005088 Ras guanyl-nucleotide exchange factor activity	0.453	-0.281	-0.772	-1.032	-3.668	-2.251	-2.251	-0.405	1.508	1.508	7.051
GO:0043235 receptor complex	-0.256	0.997	-0.498	-0.882	-2.856	-1.459	-4.394	-1.143	1.460	3.377	3.772
GO:0043410 positive regulation of MAPK cascade	-1.361	0.435	0.615	-2.543	-1.361	-1.865	-1.361	-1.865	4.742	1.365	3.262
GO:0008237 metallopeptidase activity	-1.773	0.395	4.249	-2.619	-2.163	-0.920	-3.154	-0.310	1.667	0.659	3.152
GO:0007169 transmembrane receptor protein tyrosine kinase signaling pathway	0.935	0.561	0.291	-2.975	-4.890	-1.839	-0.442	-0.827	1.162	0.935	4.751
GO:0048015 phosphatidylinositol-mediated signaling	-0.345	0.380	2.322	-1.235	-3.478	-3.478	-1.618	-0.928	1.987	0.904	3.478
GO:0045766 positive regulation of angiogenesis	-0.628	-0.628	0.913	-1.867	-1.867	-1.867	-1.867	-1.454	1.658	5.648	2.625
GO:0046854 phosphatidylinositol phosphorylation	0.398	-0.336	3.333	-1.735	-2.293	-4.060	-2.293	0.398	0.970	0.558	2.916
GO:0030018 Z disc	1.882	1.326	1.592	-3.079	-1.923	-2.439	-3.896	0.263	0.869	0.263	2.198
GO:0060333 interferon-gamma-mediated signaling pathway	-1.270	0.846	2.228	-2.734	-1.852	-1.270	-2.734	-0.359	0.846	1.457	2.671
GO:0008201 heparin binding	-0.505	-0.377	0.894	-0.853	-4.399	-1.083	-2.058	-0.853	0.570	2.982	5.310
GO:0030855 epithelial cell differentiation	-0.752	1.767	0.620	-0.752	-0.505	-3.107	-3.107	-0.505	3.473	-1.089	2.557
GO:0001764 neuron migration	-1.141	-0.616	1.823	-1.975	-4.392	0.433	-1.510	-0.847	2.505	1.522	2.153
GO:0006874 cellular calcium ion homeostasis	-0.676	0.412	0.996	-1.275	-1.275	-2.989	-2.989	-0.938	2.970	1.253	3.396
GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	-0.354	1.054	0.797	-0.354	-2.249	0.397	-3.190	-3.190	-0.354	0.797	4.345
GO:0008021 synaptic vesicle	-0.464	0.559	0.741	-2.035	-3.402	-2.035	-2.035	0.280	3.594	0.741	2.784
GO:0014066 regulation of phosphatidylinositol 3-kinase signaling	0.678	-0.632	0.909	-1.278	-2.432	-3.397	-1.768	-0.277	1.175	0.909	4.463
GO:0001938 positive regulation of endothelial cell proliferation	-0.625	0.357	0.763	-0.934	-1.960	-1.960	-2.858	-0.934	1.334	1.679	4.496
GO:0016529 sarcoplasmic reticulum	-0.555	0.455	0.980	-0.555	-2.195	-2.195	-2.195	-0.555	1.704	-0.332	4.925
GO:0070588 calcium ion transmembrane transport	1.066	2.124	0.677	-2.211	-2.758	-1.761	-1.761	-2.211	1.549	1.066	2.126
GO:0042060 wound healing	0.337	2.070	0.337	-1.149	-2.802	-1.560	-2.802	-0.588	2.070	-0.404	3.718
GO:0046580 negative regulation of Ras protein signal transduction	-1.076	1.578	4.287	-1.076	-1.076	-1.076	-1.076	-0.520	-0.520	-0.520	2.148
GO:0005044 scavenger receptor activity	2.268	1.411	-0.836	-2.112	-0.836	-1.326	-2.112	-0.513	-0.513	0.499	3.886
GO:0009967 positive regulation of signal transduction	-1.270	1.131	0.846	-0.858	-1.852	-1.270	-2.734	0.250	2.228	-0.565	3.660
GO:0005543 phospholipid binding	-0.690	1.365	2.821	-1.865	-1.361	-1.865	-2.543	-0.980	1.081	0.615	2.412
