GO	[-22.20 -0.77]	[-0.77 -0.25]	[-0.25 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.44]	[0.44 0.96]	[0.96 24.36]
GO:0006260 DNA replication	-5.557	8.235	25.201	-3.217	-6.799	-6.799	-6.799	0.492	2.428	-1.485	-3.852
GO:0004386 helicase activity	-4.741	13.328	18.358	-3.857	-5.927	-5.927	-5.927	0.370	1.713	-3.857	-1.675
GO:0000775 chromosome, centromeric region	-4.896	2.776	23.283	-4.896	-6.093	-4.896	-6.093	0.582	6.035	-1.130	-3.281
GO:0005681 spliceosomal complex	-3.316	5.053	18.350	-4.037	-6.135	-6.135	-6.135	1.322	5.053	-1.801	-4.035
GO:0003735 structural constituent of ribosome	-4.654	0.944	13.348	-3.248	-6.840	-6.840	-6.840	1.138	10.909	0.944	-3.246
GO:0000776 kinetochore	-5.263	3.351	18.605	-5.263	-5.263	-4.125	-5.263	0.578	6.040	-1.296	-2.628
GO:0000086 G2/M transition of mitotic cell cycle	-4.356	2.698	16.099	-3.501	-5.512	-5.512	-5.512	0.362	8.209	-1.435	-1.434
GO:0030496 midbody	-2.874	1.426	13.444	-3.483	-6.342	-6.342	-6.342	0.808	10.332	-0.446	-1.927
GO:0006413 translational initiation	-4.741	1.220	13.328	-4.741	-5.927	-5.927	-5.927	3.685	5.375	0.266	-1.675
GO:0000922 spindle pole	-3.114	2.489	22.054	-3.934	-5.056	-5.056	-3.934	0.364	3.222	-0.495	-3.932
GO:0008168 methyltransferase activity	-2.849	3.771	20.061	-3.956	-6.458	-6.458	-3.956	0.593	3.771	-0.726	-1.673
GO:0060271 cilium assembly	-2.169	6.253	14.426	-6.105	-6.105	-6.105	-5.131	-0.262	3.829	-0.262	-0.971
GO:1901796 regulation of signal transduction by p53 class mediator	-3.501	3.428	18.400	-3.501	-5.512	-4.356	-5.512	0.643	3.053	-0.352	-2.821
GO:0007062 sister chromatid cohesion	-3.402	2.068	22.289	-4.475	-3.402	-3.402	-4.475	2.068	1.189	-2.035	-2.629
GO:0006406 mRNA export from nucleus	-4.185	2.376	22.949	-2.394	-4.185	-4.185	-3.139	0.896	1.403	-1.824	-3.137
GO:0005635 nuclear envelope	-1.463	3.816	14.224	-3.820	-6.757	-3.820	-6.757	-0.430	5.433	0.505	-2.646
GO:0006897 endocytosis	-1.823	3.102	3.783	-5.168	-7.422	-7.422	-7.422	0.335	8.580	1.934	0.866
GO:0042254 ribosome biogenesis	-4.143	2.806	14.348	-1.004	-4.143	-4.143	-4.143	2.067	3.215	-3.101	-4.142
GO:0000784 nuclear chromosome, telomeric region	-2.124	1.930	18.436	-4.164	-5.305	-4.164	-4.164	0.420	4.999	-0.776	-2.660
GO:0008022 protein C-terminus binding	-1.110	1.735	12.950	-3.332	-7.712	-4.612	-7.712	0.912	6.632	-0.326	-1.109
GO:0016874 ligase activity	-1.463	12.939	7.297	-4.581	-4.581	-6.757	-6.757	0.385	1.895	-0.319	-0.734
GO:0000777 condensed chromosome kinetochore	-4.102	3.274	13.722	-4.102	-4.102	-3.064	-4.102	0.259	5.707	-0.982	-2.325
GO:0042787 protein ubiquitination involved in ubiquitin-dependent protein catabolic process	-3.643	1.376	16.999	-4.510	-3.643	-5.678	-3.643	1.143	4.426	-0.395	-1.919
GO:0019083 viral transcription	-4.475	0.559	13.095	-3.402	-4.475	-4.475	-4.475	2.068	4.982	0.559	-2.629
GO:0006888 ER to Golgi vesicle-mediated transport	-1.441	0.517	12.423	-2.619	-6.716	-5.479	-5.479	1.926	7.879	-0.419	-1.772
